ccaa;periodo;genero;origen;dif_finmes;espacio_insuf;gasto_elevado;hogares_mono;retrasos_pagos;salario_destinado
Andalucía;2004;hombres;real;17,50;18,65;NA;NA;12,55;NA
Andalucía;2004;mujeres;real;17,90;18,55;NA;NA;12,65;NA
Andalucía;2004;total;real;17,70;18,60;NA;NA;12,60;NA
Andalucía;2005;hombres;real;13,15;10,90;NA;NA;7,40;NA
Andalucía;2005;mujeres;real;14,05;10,90;NA;NA;7,20;NA
Andalucía;2005;total;real;13,60;10,90;NA;NA;7,30;NA
Andalucía;2006;hombres;real;17,90;6,75;NA;NA;8,85;NA
Andalucía;2006;mujeres;real;18,10;6,25;NA;NA;8,55;NA
Andalucía;2006;total;real;18,00;6,50;NA;NA;8,70;NA
Andalucía;2007;hombres;real;14,45;5,65;NA;NA;10,20;NA
Andalucía;2007;mujeres;real;14,95;5,55;NA;NA;10,00;NA
Andalucía;2007;total;real;14,70;5,60;NA;NA;10,10;NA
Andalucía;2008;hombres;real;17,00;7,10;7,25;NA;7,90;0,52
Andalucía;2008;mujeres;real;17,40;6,50;7,35;NA;7,30;0,63
Andalucía;2008;total;real;17,20;6,80;7,30;NA;7,60;0,55
Andalucía;2009;hombres;real;20,45;6,05;8,55;NA;10,80;0,46
Andalucía;2009;mujeres;real;20,35;5,35;8,65;NA;10,40;0,55
Andalucía;2009;total;real;20,40;5,70;8,60;NA;10,60;0,49
Andalucía;2010;hombres;real;23,05;4,85;7,45;NA;12,70;0,43
Andalucía;2010;mujeres;real;23,55;4,35;8,15;NA;13,10;0,56
Andalucía;2010;total;real;23,30;4,60;7,80;NA;12,90;0,47
Andalucía;2011;hombres;real;18,00;7,65;11,10;NA;13,85;0,41
Andalucía;2011;mujeres;real;18,20;7,35;11,30;NA;13,75;0,52
Andalucía;2011;total;real;18,10;7,50;11,20;NA;13,80;0,44
Andalucía;2012;hombres;real;22,10;6,60;8,60;NA;15,90;0,39
Andalucía;2012;mujeres;real;21,50;6,60;8,80;NA;15,10;0,50
Andalucía;2012;total;real;21,80;6,60;8,70;NA;15,50;0,43
Andalucía;2013;hombres;real;25,95;6,55;9,45;NA;13,50;0,37
Andalucía;2013;mujeres;real;26,25;6,25;8,95;NA;13,30;0,48
Andalucía;2013;total;real;26,10;6,40;9,20;NA;13,40;0,41
Andalucía;2014;hombres;real;25,55;7,10;11,45;48,30;15,70;0,36
Andalucía;2014;mujeres;real;26,05;7,10;11,35;274,00;15,90;0,48
Andalucía;2014;total;real;25,80;7,10;11,40;322,30;15,80;0,40
Andalucía;2015;hombres;real;16,65;5,75;8,90;56,20;13,90;0,37
Andalucía;2015;mujeres;real;17,15;5,45;8,70;284,80;13,70;0,48
Andalucía;2015;total;real;16,90;5,60;8,80;341,00;13,80;0,41
Andalucía;2016;hombres;real;24,75;6,80;9,15;70,60;13,35;0,38
Andalucía;2016;mujeres;real;25,85;7,00;9,65;285,90;13,05;0,51
Andalucía;2016;total;real;25,30;6,90;9,40;356,50;13,20;0,43
Andalucía;2017;hombres;real;13,95;6,40;7,80;68,60;11,30;0,40
Andalucía;2017;mujeres;real;14,45;6,80;8,60;287,30;11,10;0,53
Andalucía;2017;total;real;14,20;6,60;8,20;355,90;11,20;0,45
Andalucía;2018;hombres;real;16,95;6,35;6,75;59,90;15,60;0,45
Andalucía;2018;mujeres;real;17,85;6,45;7,85;280,20;15,80;0,59
Andalucía;2018;total;real;17,40;6,40;7,30;340,10;15,70;0,50
Andalucía;2019;hombres;real;10,25;8,40;7,75;59,50;11,25;0,48
Andalucía;2019;mujeres;real;11,35;8,60;8,25;278,00;11,35;0,61
Andalucía;2019;total;real;10,80;8,50;8,00;337,50;11,30;0,52
Andalucía;2020;hombres;real;14,50;8,30;5,55;55,30;19,30;0,50
Andalucía;2020;mujeres;real;15,10;7,90;6,45;277,40;18,70;0,66
Andalucía;2020;total;real;14,80;8,10;6,00;332,70;19,00;0,55
Andalucía;2021;hombres;proyeccion;NA;NA;NA;59,15;NA;NA
Andalucía;2021;hombres;real;12,45;7,05;9,95;NA;17,30;0,49
Andalucía;2021;mujeres;proyeccion;NA;NA;NA;282,04;NA;NA
Andalucía;2021;mujeres;real;12,55;6,75;10,25;NA;16,70;0,62
Andalucía;2021;total;proyeccion;NA;NA;NA;342,33;NA;NA
Andalucía;2021;total;real;12,50;6,90;10,10;NA;17,00;0,53
Andalucía;2022;hombres;proyeccion;NA;NA;NA;59,81;NA;NA
Andalucía;2022;hombres;real;11,30;7,60;9,00;NA;16,55;0,51
Andalucía;2022;mujeres;proyeccion;NA;NA;NA;283,02;NA;NA
Andalucía;2022;mujeres;real;12,10;7,60;9,80;NA;16,05;0,62
Andalucía;2022;total;proyeccion;NA;NA;NA;343,58;NA;NA
Andalucía;2022;total;real;11,70;7,60;9,40;NA;16,30;0,55
Andalucía;2023;hombres;proyeccion;NA;NA;NA;60,62;NA;NA
Andalucía;2023;hombres;real;13,40;8,10;8,50;NA;15,95;0,54
Andalucía;2023;mujeres;proyeccion;NA;NA;NA;285,94;NA;NA
Andalucía;2023;mujeres;real;13,80;8,10;8,90;NA;15,25;0,67
Andalucía;2023;total;proyeccion;NA;NA;NA;341,62;NA;NA
Andalucía;2023;total;real;13,60;8,10;8,70;NA;15,60;0,58
Andalucía;2024;hombres;proyeccion;11,97;7,71;8,00;60,59;15,40;0,59
Andalucía;2024;mujeres;proyeccion;12,23;7,66;8,34;286,70;14,72;0,71
Andalucía;2024;total;proyeccion;12,03;7,67;7,98;341,62;15,24;0,62
Andalucía;2025;hombres;proyeccion;13,05;7,76;8,12;60,40;15,87;0,63
Andalucía;2025;mujeres;proyeccion;12,76;7,72;7,73;285,94;14,19;0,76
Andalucía;2025;total;proyeccion;12,95;7,73;8,07;341,62;14,87;0,67
Andalucía;2026;hombres;proyeccion;12,08;7,71;8,03;60,40;15,99;0,66
Andalucía;2026;mujeres;proyeccion;12,60;7,75;8,01;285,94;14,03;0,78
Andalucía;2026;total;proyeccion;12,22;7,77;7,91;341,62;14,67;0,70
Aragón;2004;hombres;real;3,90;9,05;NA;NA;4,35;NA
Aragón;2004;mujeres;real;4,30;8,95;NA;NA;4,45;NA
Aragón;2004;total;real;4,10;9,00;NA;NA;4,40;NA
Aragón;2005;hombres;real;4,85;5,50;NA;NA;3,30;NA
Aragón;2005;mujeres;real;5,75;5,50;NA;NA;3,10;NA
Aragón;2005;total;real;5,30;5,50;NA;NA;3,20;NA
Aragón;2006;hombres;real;7,10;6,25;NA;NA;4,05;NA
Aragón;2006;mujeres;real;7,30;5,75;NA;NA;3,75;NA
Aragón;2006;total;real;7,20;6,00;NA;NA;3,90;NA
Aragón;2007;hombres;real;5,35;4,75;NA;NA;5,80;NA
Aragón;2007;mujeres;real;5,85;4,65;NA;NA;5,60;NA
Aragón;2007;total;real;5,60;4,70;NA;NA;5,70;NA
Aragón;2008;hombres;real;2,90;3,40;7,45;NA;3,70;0,44
Aragón;2008;mujeres;real;3,30;2,80;7,55;NA;3,10;0,61
Aragón;2008;total;real;3,10;3,10;7,50;NA;3,40;0,50
Aragón;2009;hombres;real;4,25;4,45;7,25;NA;3,60;0,40
Aragón;2009;mujeres;real;4,15;3,75;7,35;NA;3,20;0,56
Aragón;2009;total;real;4,20;4,10;7,30;NA;3,40;0,45
Aragón;2010;hombres;real;4,75;2,15;5,05;NA;5,30;0,38
Aragón;2010;mujeres;real;5,25;1,65;5,75;NA;5,70;0,51
Aragón;2010;total;real;5,00;1,90;5,40;NA;5,50;0,42
Aragón;2011;hombres;real;4,60;2,85;7,70;NA;5,55;0,37
Aragón;2011;mujeres;real;4,80;2,55;7,90;NA;5,45;0,51
Aragón;2011;total;real;4,70;2,70;7,80;NA;5,50;0,42
Aragón;2012;hombres;real;5,60;1,40;7,60;NA;4,50;0,36
Aragón;2012;mujeres;real;5,00;1,40;7,80;NA;3,70;0,51
Aragón;2012;total;real;5,30;1,40;7,70;NA;4,10;0,42
Aragón;2013;hombres;real;15,65;4,05;10,05;NA;11,70;0,33
Aragón;2013;mujeres;real;15,95;3,75;9,55;NA;11,50;0,46
Aragón;2013;total;real;15,80;3,90;9,80;NA;11,60;0,39
Aragón;2014;hombres;real;10,25;1,80;9,15;8,10;11,00;0,31
Aragón;2014;mujeres;real;10,75;1,80;9,05;36,80;11,20;0,42
Aragón;2014;total;real;10,50;1,80;9,10;44,80;11,10;0,36
Aragón;2015;hombres;real;6,25;1,35;6,50;8,50;8,20;0,32
Aragón;2015;mujeres;real;6,75;1,05;6,30;38,40;8,00;0,44
Aragón;2015;total;real;6,50;1,20;6,40;46,80;8,10;0,37
Aragón;2016;hombres;real;4,75;1,40;4,75;12,10;8,35;0,34
Aragón;2016;mujeres;real;5,85;1,60;5,25;37,70;8,05;0,46
Aragón;2016;total;real;5,30;1,50;5,00;49,80;8,20;0,39
Aragón;2017;hombres;real;3,75;1,70;3,70;11,10;3,80;0,35
Aragón;2017;mujeres;real;4,25;2,10;4,50;40,00;3,60;0,47
Aragón;2017;total;real;4,00;1,90;4,10;51,10;3,70;0,39
Aragón;2018;hombres;real;4,05;4,65;4,65;8,60;3,80;0,36
Aragón;2018;mujeres;real;4,95;4,75;5,75;41,50;4,00;0,49
Aragón;2018;total;real;4,50;4,70;5,20;50,10;3,90;0,40
Aragón;2019;hombres;real;2,85;6,00;4,65;10,10;3,75;0,39
Aragón;2019;mujeres;real;3,95;6,20;5,15;39,30;3,85;0,51
Aragón;2019;total;real;3,40;6,10;4,90;49,40;3,80;0,43
Aragón;2020;hombres;real;5,20;5,00;5,45;10,70;5,70;0,40
Aragón;2020;mujeres;real;5,80;4,60;6,35;40,70;5,10;0,49
Aragón;2020;total;real;5,50;4,80;5,90;51,40;5,40;0,44
Aragón;2021;hombres;proyeccion;NA;NA;NA;10,22;NA;NA
Aragón;2021;hombres;real;7,45;6,25;6,55;NA;12,70;0,39
Aragón;2021;mujeres;proyeccion;NA;NA;NA;40,81;NA;NA
Aragón;2021;mujeres;real;7,55;5,95;6,85;NA;12,10;0,49
Aragón;2021;total;proyeccion;NA;NA;NA;52,03;NA;NA
Aragón;2021;total;real;7,50;6,10;6,70;NA;12,40;0,43
Aragón;2022;hombres;proyeccion;NA;NA;NA;10,15;NA;NA
Aragón;2022;hombres;real;6,50;3,10;6,50;NA;9,05;0,38
Aragón;2022;mujeres;proyeccion;NA;NA;NA;40,79;NA;NA
Aragón;2022;mujeres;real;7,30;3,10;7,30;NA;8,55;0,50
Aragón;2022;total;proyeccion;NA;NA;NA;52,29;NA;NA
Aragón;2022;total;real;6,90;3,10;6,90;NA;8,80;0,43
Aragón;2023;hombres;proyeccion;NA;NA;NA;10,17;NA;NA
Aragón;2023;hombres;real;9,40;4,30;7,40;NA;12,25;0,38
Aragón;2023;mujeres;proyeccion;NA;NA;NA;40,83;NA;NA
Aragón;2023;mujeres;real;9,80;4,30;7,80;NA;11,55;0,50
Aragón;2023;total;proyeccion;NA;NA;NA;52,47;NA;NA
Aragón;2023;total;real;9,60;4,30;7,60;NA;11,90;0,43
Aragón;2024;hombres;proyeccion;7,25;4,05;7,32;10,22;9,88;0,40
Aragón;2024;mujeres;proyeccion;8,36;4,10;7,44;40,88;10,10;0,52
Aragón;2024;total;proyeccion;7,74;4,06;7,54;52,70;10,02;0,45
Aragón;2025;hombres;proyeccion;8,39;4,45;7,76;10,23;11,41;0,43
Aragón;2025;mujeres;proyeccion;8,05;4,50;7,72;40,89;10,88;0,55
Aragón;2025;total;proyeccion;8,04;4,48;7,55;52,96;11,24;0,49
Aragón;2026;hombres;proyeccion;8,34;4,81;7,59;10,20;11,32;0,46
Aragón;2026;mujeres;proyeccion;8,34;4,92;7,45;40,87;10,73;0,57
Aragón;2026;total;proyeccion;8,53;4,89;7,53;54,43;11,05;0,50
Canarias;2004;hombres;real;23,70;26,05;NA;NA;11,05;NA
Canarias;2004;mujeres;real;24,10;25,95;NA;NA;11,15;NA
Canarias;2004;total;real;23,90;26,00;NA;NA;11,10;NA
Canarias;2005;hombres;real;18,65;14,30;NA;NA;10,80;NA
Canarias;2005;mujeres;real;19,55;14,30;NA;NA;10,60;NA
Canarias;2005;total;real;19,10;14,30;NA;NA;10,70;NA
Canarias;2006;hombres;real;17,20;13,15;NA;NA;8,55;NA
Canarias;2006;mujeres;real;17,40;12,65;NA;NA;8,25;NA
Canarias;2006;total;real;17,30;12,90;NA;NA;8,40;NA
Canarias;2007;hombres;real;14,85;10,25;NA;NA;12,10;NA
Canarias;2007;mujeres;real;15,35;10,15;NA;NA;11,90;NA
Canarias;2007;total;real;15,10;10,20;NA;NA;12,00;NA
Canarias;2008;hombres;real;18,40;9,60;10,95;NA;11,30;0,65
Canarias;2008;mujeres;real;18,80;9,00;11,05;NA;10,70;0,73
Canarias;2008;total;real;18,60;9,30;11,00;NA;11,00;0,68
Canarias;2009;hombres;real;20,65;9,95;9,55;NA;21,00;0,56
Canarias;2009;mujeres;real;20,55;9,25;9,65;NA;20,60;0,63
Canarias;2009;total;real;20,60;9,60;9,60;NA;20,80;0,59
Canarias;2010;hombres;real;16,75;11,85;12,05;NA;14,90;0,53
Canarias;2010;mujeres;real;17,25;11,35;12,75;NA;15,30;0,63
Canarias;2010;total;real;17,00;11,60;12,40;NA;15,10;0,57
Canarias;2011;hombres;real;12,70;11,15;9,80;NA;12,05;0,48
Canarias;2011;mujeres;real;12,90;10,85;10,00;NA;11,95;0,58
Canarias;2011;total;real;12,80;11,00;9,90;NA;12,00;0,52
Canarias;2012;hombres;real;19,50;13,70;12,70;NA;10,60;0,45
Canarias;2012;mujeres;real;18,90;13,70;12,90;NA;9,80;0,55
Canarias;2012;total;real;19,20;13,70;12,80;NA;10,20;0,49
Canarias;2013;hombres;real;17,05;11,65;11,45;NA;20,10;0,44
Canarias;2013;mujeres;real;17,35;11,35;10,95;NA;19,90;0,52
Canarias;2013;total;real;17,20;11,50;11,20;NA;20,00;0,47
Canarias;2014;hombres;real;18,75;12,10;10,65;15,30;16,70;0,45
Canarias;2014;mujeres;real;19,25;12,10;10,55;78,80;16,90;0,50
Canarias;2014;total;real;19,00;12,10;10,60;94,10;16,80;0,47
Canarias;2015;hombres;real;34,55;15,05;13,10;16,90;19,00;0,45
Canarias;2015;mujeres;real;35,05;14,75;12,90;85,50;18,80;0,52
Canarias;2015;total;real;34,80;14,90;13,00;102,40;18,90;0,47
Canarias;2016;hombres;real;35,55;14,60;10,85;18,30;16,85;0,48
Canarias;2016;mujeres;real;36,65;14,80;11,35;85,10;16,55;0,54
Canarias;2016;total;real;36,10;14,70;11,10;103,30;16,70;0,51
Canarias;2017;hombres;real;19,05;6,60;11,70;18,10;21,20;0,54
Canarias;2017;mujeres;real;19,55;7,00;12,50;83,90;21,00;0,59
Canarias;2017;total;real;19,30;6,80;12,10;102,00;21,10;0,56
Canarias;2018;hombres;real;14,85;6,15;11,95;19,10;11,80;0,60
Canarias;2018;mujeres;real;15,75;6,25;13,05;83,60;12,00;0,69
Canarias;2018;total;real;15,30;6,20;12,50;102,70;11,90;0,64
Canarias;2019;hombres;real;14,25;12,70;11,35;19,90;9,85;0,65
Canarias;2019;mujeres;real;15,35;12,90;11,85;86,20;9,95;0,72
Canarias;2019;total;real;14,80;12,80;11,60;106,10;9,90;0,68
Canarias;2020;hombres;real;15,30;14,50;12,85;21,90;23,30;0,66
Canarias;2020;mujeres;real;15,90;14,10;13,75;92,60;22,70;0,70
Canarias;2020;total;real;15,60;14,30;13,30;114,60;23,00;0,67
Canarias;2021;hombres;proyeccion;NA;NA;NA;21,68;NA;NA
Canarias;2021;hombres;real;15,15;17,75;14,85;NA;26,50;0,64
Canarias;2021;mujeres;proyeccion;NA;NA;NA;92,47;NA;NA
Canarias;2021;mujeres;real;15,25;17,45;15,15;NA;25,90;0,69
Canarias;2021;total;proyeccion;NA;NA;NA;110,51;NA;NA
Canarias;2021;total;real;15,20;17,60;15,00;NA;26,20;0,65
Canarias;2022;hombres;proyeccion;NA;NA;NA;21,72;NA;NA
Canarias;2022;hombres;real;13,00;16,20;14,40;NA;20,25;0,66
Canarias;2022;mujeres;proyeccion;NA;NA;NA;93,64;NA;NA
Canarias;2022;mujeres;real;13,80;16,20;15,20;NA;19,75;0,70
Canarias;2022;total;proyeccion;NA;NA;NA;112,66;NA;NA
Canarias;2022;total;real;13,40;16,20;14,80;NA;20,00;0,68
Canarias;2023;hombres;proyeccion;NA;NA;NA;21,99;NA;NA
Canarias;2023;hombres;real;9,70;18,00;8,40;NA;21,65;0,74
Canarias;2023;mujeres;proyeccion;NA;NA;NA;94,08;NA;NA
Canarias;2023;mujeres;real;10,10;18,00;8,80;NA;20,95;0,76
Canarias;2023;total;proyeccion;NA;NA;NA;112,33;NA;NA
Canarias;2023;total;real;9,90;18,00;8,60;NA;21,30;0,75
Canarias;2024;hombres;proyeccion;11,22;14,43;9,43;22,36;17,60;0,79
Canarias;2024;mujeres;proyeccion;11,15;14,85;9,35;94,61;17,93;0,82
Canarias;2024;total;proyeccion;10,96;14,45;9,31;113,56;17,92;0,80
Canarias;2025;hombres;proyeccion;9,98;13,16;9,88;22,38;18,84;0,82
Canarias;2025;mujeres;proyeccion;9,79;13,36;10,05;95,11;18,81;0,86
Canarias;2025;total;proyeccion;9,72;13,21;9,84;114,16;18,80;0,83
Canarias;2026;hombres;proyeccion;10,33;12,82;10,60;22,40;18,71;0,84
Canarias;2026;mujeres;proyeccion;9,79;12,65;10,74;95,18;18,85;0,87
Canarias;2026;total;proyeccion;9,63;12,94;10,51;114,32;18,85;0,84
Cantabria;2004;hombres;real;8,30;9,65;NA;NA;2,15;NA
Cantabria;2004;mujeres;real;8,70;9,55;NA;NA;2,25;NA
Cantabria;2004;total;real;8,50;9,60;NA;NA;2,20;NA
Cantabria;2005;hombres;real;3,25;7,60;NA;NA;3,20;NA
Cantabria;2005;mujeres;real;4,15;7,60;NA;NA;3,00;NA
Cantabria;2005;total;real;3,70;7,60;NA;NA;3,10;NA
Cantabria;2006;hombres;real;9,90;8,65;NA;NA;2,85;NA
Cantabria;2006;mujeres;real;10,10;8,15;NA;NA;2,55;NA
Cantabria;2006;total;real;10,00;8,40;NA;NA;2,70;NA
Cantabria;2007;hombres;real;4,15;6,25;NA;NA;3,90;NA
Cantabria;2007;mujeres;real;4,65;6,15;NA;NA;3,70;NA
Cantabria;2007;total;real;4,40;6,20;NA;NA;3,80;NA
Cantabria;2008;hombres;real;10,80;6,50;10,55;NA;3,90;0,71
Cantabria;2008;mujeres;real;11,20;5,90;10,65;NA;3,30;0,92
Cantabria;2008;total;real;11,00;6,20;10,60;NA;3,60;0,79
Cantabria;2009;hombres;real;6,15;3,05;11,95;NA;4,70;0,57
Cantabria;2009;mujeres;real;6,05;2,35;12,05;NA;4,30;0,79
Cantabria;2009;total;real;6,10;2,70;12,00;NA;4,50;0,64
Cantabria;2010;hombres;real;13,85;2,05;8,75;NA;3,20;0,49
Cantabria;2010;mujeres;real;14,35;1,55;9,45;NA;3,60;0,68
Cantabria;2010;total;real;14,10;1,80;9,10;NA;3,40;0,56
Cantabria;2011;hombres;real;7,10;1,25;8,90;NA;9,05;0,44
Cantabria;2011;mujeres;real;7,30;0,95;9,10;NA;8,95;0,60
Cantabria;2011;total;real;7,20;1,10;9,00;NA;9,00;0,50
Cantabria;2012;hombres;real;8,40;3,80;11,90;NA;3,60;0,42
Cantabria;2012;mujeres;real;7,80;3,80;12,10;NA;2,80;0,57
Cantabria;2012;total;real;8,10;3,80;12,00;NA;3,20;0,48
Cantabria;2013;hombres;real;14,75;4,25;11,75;NA;7,90;0,37
Cantabria;2013;mujeres;real;15,05;3,95;11,25;NA;7,70;0,51
Cantabria;2013;total;real;14,90;4,10;11,50;NA;7,80;0,42
Cantabria;2014;hombres;real;18,05;0,80;8,25;4,40;8,10;0,34
Cantabria;2014;mujeres;real;18,55;0,80;8,15;20,00;8,30;0,48
Cantabria;2014;total;real;18,30;0,80;8,20;24,40;8,20;0,39
Cantabria;2015;hombres;real;12,95;3,25;7,20;5,40;6,40;0,34
Cantabria;2015;mujeres;real;13,45;2,95;7,00;18,20;6,20;0,47
Cantabria;2015;total;real;13,20;3,10;7,10;23,60;6,30;0,38
Cantabria;2016;hombres;real;10,55;7,00;9,85;6,40;6,05;0,37
Cantabria;2016;mujeres;real;11,65;7,20;10,35;21,40;5,75;0,50
Cantabria;2016;total;real;11,10;7,10;10,10;27,80;5,90;0,42
Cantabria;2017;hombres;real;5,85;2,50;6,40;6,10;2,40;0,38
Cantabria;2017;mujeres;real;6,35;2,90;7,20;23,60;2,20;0,51
Cantabria;2017;total;real;6,10;2,70;6,80;29,70;2,30;0,43
Cantabria;2018;hombres;real;7,95;1,85;9,05;5,00;7,00;0,40
Cantabria;2018;mujeres;real;8,85;1,95;10,15;22,90;7,20;0,53
Cantabria;2018;total;real;8,40;1,90;9,60;27,90;7,10;0,45
Cantabria;2019;hombres;real;6,45;1,30;4,65;4,40;3,05;0,41
Cantabria;2019;mujeres;real;7,55;1,50;5,15;23,70;3,15;0,51
Cantabria;2019;total;real;7,00;1,40;4,90;28,10;3,10;0,44
Cantabria;2020;hombres;real;5,80;1,60;5,25;4,80;7,10;0,43
Cantabria;2020;mujeres;real;6,40;1,20;6,15;21,60;6,50;0,53
Cantabria;2020;total;real;6,10;1,40;5,70;26,40;6,80;0,46
Cantabria;2021;hombres;proyeccion;NA;NA;NA;4,82;NA;NA
Cantabria;2021;hombres;real;6,85;3,55;5,75;NA;9,30;0,42
Cantabria;2021;mujeres;proyeccion;NA;NA;NA;23,00;NA;NA
Cantabria;2021;mujeres;real;6,95;3,25;6,05;NA;8,70;0,54
Cantabria;2021;total;proyeccion;NA;NA;NA;27,38;NA;NA
Cantabria;2021;total;real;6,90;3,40;5,90;NA;9,00;0,47
Cantabria;2022;hombres;proyeccion;NA;NA;NA;4,79;NA;NA
Cantabria;2022;hombres;real;5,40;2,60;6,40;NA;5,55;0,44
Cantabria;2022;mujeres;proyeccion;NA;NA;NA;22,66;NA;NA
Cantabria;2022;mujeres;real;6,20;2,60;7,20;NA;5,05;0,57
Cantabria;2022;total;proyeccion;NA;NA;NA;27,71;NA;NA
Cantabria;2022;total;real;5,80;2,60;6,80;NA;5,30;0,49
Cantabria;2023;hombres;proyeccion;NA;NA;NA;4,78;NA;NA
Cantabria;2023;hombres;real;6,30;4,10;6,60;NA;7,55;0,47
Cantabria;2023;mujeres;proyeccion;NA;NA;NA;22,63;NA;NA
Cantabria;2023;mujeres;real;6,70;4,10;7,00;NA;6,85;0,57
Cantabria;2023;total;proyeccion;NA;NA;NA;28,07;NA;NA
Cantabria;2023;total;real;6,50;4,10;6,80;NA;7,20;0,51
Cantabria;2024;hombres;proyeccion;6,20;4,02;6,74;4,79;8,37;0,51
Cantabria;2024;mujeres;proyeccion;6,65;4,08;7,19;22,56;7,99;0,63
Cantabria;2024;total;proyeccion;6,33;4,01;6,83;27,98;8,08;0,55
Cantabria;2025;hombres;proyeccion;6,54;4,64;6,78;4,79;7,79;0,52
Cantabria;2025;mujeres;proyeccion;7,02;4,66;7,13;22,57;7,33;0,64
Cantabria;2025;total;proyeccion;6,86;4,63;6,74;28,22;7,73;0,57
Cantabria;2026;hombres;proyeccion;6,67;5,13;6,76;4,79;8,18;0,52
Cantabria;2026;mujeres;proyeccion;7,04;5,09;7,18;22,57;7,89;0,63
Cantabria;2026;total;proyeccion;6,64;5,09;6,82;28,17;8,03;0,56
Castilla y León;2004;hombres;real;6,60;11,95;NA;NA;2,75;NA
Castilla y León;2004;mujeres;real;7,00;11,85;NA;NA;2,85;NA
Castilla y León;2004;total;real;6,80;11,90;NA;NA;2,80;NA
Castilla y León;2005;hombres;real;6,45;5,70;NA;NA;4,10;NA
Castilla y León;2005;mujeres;real;7,35;5,70;NA;NA;3,90;NA
Castilla y León;2005;total;real;6,90;5,70;NA;NA;4,00;NA
Castilla y León;2006;hombres;real;8,80;2,45;NA;NA;5,95;NA
Castilla y León;2006;mujeres;real;9,00;1,95;NA;NA;5,65;NA
Castilla y León;2006;total;real;8,90;2,20;NA;NA;5,80;NA
Castilla y León;2007;hombres;real;4,65;1,75;NA;NA;5,70;NA
Castilla y León;2007;mujeres;real;5,15;1,65;NA;NA;5,50;NA
Castilla y León;2007;total;real;4,90;1,70;NA;NA;5,60;NA
Castilla y León;2008;hombres;real;7,60;3,10;3,85;NA;4,30;0,37
Castilla y León;2008;mujeres;real;8,00;2,50;3,95;NA;3,70;0,47
Castilla y León;2008;total;real;7,80;2,80;3,90;NA;4,00;0,40
Castilla y León;2009;hombres;real;13,15;3,55;5,75;NA;7,40;0,33
Castilla y León;2009;mujeres;real;13,05;2,85;5,85;NA;7,00;0,42
Castilla y León;2009;total;real;13,10;3,20;5,80;NA;7,20;0,36
Castilla y León;2010;hombres;real;12,25;3,55;5,15;NA;9,00;0,32
Castilla y León;2010;mujeres;real;12,75;3,05;5,85;NA;9,40;0,42
Castilla y León;2010;total;real;12,50;3,30;5,50;NA;9,20;0,36
Castilla y León;2011;hombres;real;6,80;2,35;4,60;NA;7,75;0,34
Castilla y León;2011;mujeres;real;7,00;2,05;4,80;NA;7,65;0,43
Castilla y León;2011;total;real;6,90;2,20;4,70;NA;7,70;0,37
Castilla y León;2012;hombres;real;8,00;0,60;6,80;NA;7,00;0,34
Castilla y León;2012;mujeres;real;7,40;0,60;7,00;NA;6,20;0,44
Castilla y León;2012;total;real;7,70;0,60;6,90;NA;6,60;0,39
Castilla y León;2013;hombres;real;10,35;1,15;7,25;NA;3,30;0,32
Castilla y León;2013;mujeres;real;10,65;0,85;6,75;NA;3,10;0,42
Castilla y León;2013;total;real;10,50;1,00;7,00;NA;3,20;0,36
Castilla y León;2014;hombres;real;12,25;2,70;9,45;16,50;4,60;0,32
Castilla y León;2014;mujeres;real;12,75;2,70;9,35;72,50;4,80;0,41
Castilla y León;2014;total;real;12,50;2,70;9,40;89,10;4,70;0,35
Castilla y León;2015;hombres;real;9,95;1,95;8,70;16,60;5,40;0,31
Castilla y León;2015;mujeres;real;10,45;1,65;8,50;72,60;5,20;0,40
Castilla y León;2015;total;real;10,20;1,80;8,60;89,20;5,30;0,34
Castilla y León;2016;hombres;real;4,75;2,40;5,55;17,10;5,95;0,31
Castilla y León;2016;mujeres;real;5,85;2,60;6,05;77,00;5,65;0,41
Castilla y León;2016;total;real;5,30;2,50;5,80;94,10;5,80;0,35
Castilla y León;2017;hombres;real;4,35;1,70;5,20;16,50;2,50;0,32
Castilla y León;2017;mujeres;real;4,85;2,10;6,00;75,50;2,30;0,43
Castilla y León;2017;total;real;4,60;1,90;5,60;92,10;2,40;0,37
Castilla y León;2018;hombres;real;3,35;0,75;3,85;19,60;3,10;0,35
Castilla y León;2018;mujeres;real;4,25;0,85;4,95;75,00;3,30;0,43
Castilla y León;2018;total;real;3,80;0,80;4,40;94,60;3,20;0,38
Castilla y León;2019;hombres;real;2,65;0,90;3,65;22,50;3,05;0,36
Castilla y León;2019;mujeres;real;3,75;1,10;4,15;79,90;3,15;0,47
Castilla y León;2019;total;real;3,20;1,00;3,90;102,40;3,10;0,40
Castilla y León;2020;hombres;real;8,10;1,80;3,85;22,30;7,20;0,37
Castilla y León;2020;mujeres;real;8,70;1,40;4,75;84,40;6,60;0,47
Castilla y León;2020;total;real;8,40;1,60;4,30;106,70;6,90;0,41
Castilla y León;2021;hombres;proyeccion;NA;NA;NA;21,89;NA;NA
Castilla y León;2021;hombres;real;6,65;2,45;6,55;NA;10,30;0,37
Castilla y León;2021;mujeres;proyeccion;NA;NA;NA;83,54;NA;NA
Castilla y León;2021;mujeres;real;6,75;2,15;6,85;NA;9,70;0,47
Castilla y León;2021;total;proyeccion;NA;NA;NA;101,90;NA;NA
