ccaa;ccaa_cod;periodo;origen;avs_65;mort_cancer;mort_cardio;mort_diabetes;mort_ictus;mort_epoc;mort_evitable_idx;mort_evitable_idx_0_100;med_ae;med_ap;enf_ae;enf_ap;camas;gasto_farmacia_pct;pct_pib_sanidad;imp_sanidad_eur;pib_regional_eur;espera_quir;espera_ae;reingresos_psiq;poblacion_total
Ceuta;18;1999;real;NA;170,01;71,69;12,34;35,43;26,70;1,84;51,01;1,55;NA;3,14;NA;3,24;NA;NA;NA;NA;NA;NA;19,57;71036,00
Ceuta;18;2000;real;NA;148,92;57,12;19,04;26,97;18,25;1,66;45,16;1,77;NA;3,45;NA;3,09;NA;NA;NA;NA;NA;NA;21,99;71274,00
Ceuta;18;2001;real;NA;127,97;77,79;14,32;34,73;13,39;1,61;43,46;1,71;NA;2,80;NA;3,17;NA;NA;NA;NA;NA;NA;21,47;71509,00
Ceuta;18;2002;real;NA;177,34;61,23;20,67;34,21;17,47;1,84;50,96;1,76;NA;2,87;NA;3,22;NA;NA;NA;NA;NA;NA;13,97;71474,00
Ceuta;18;2003;real;NA;154,53;49,81;22,72;26,58;26,86;1,87;51,98;1,76;NA;2,93;NA;3,19;NA;NA;NA;NA;NA;NA;20,72;71414,00
Ceuta;18;2004;real;NA;148,63;47,48;25,95;23,51;12,11;1,64;44,61;1,75;0,62;2,81;0,54;2,59;NA;NA;NA;NA;NA;NA;15,44;71405,00
Ceuta;18;2005;real;NA;141,70;54,87;27,69;25,94;23,07;1,93;53,94;1,74;0,63;2,84;0,54;2,59;NA;NA;NA;NA;NA;NA;14,39;71383,00
Ceuta;18;2006;real;13,08;159,85;52,01;12,93;27,09;14,85;1,44;37,91;1,69;0,65;3,61;0,53;2,54;NA;NA;NA;NA;NA;NA;20,80;71539,00
Ceuta;18;2007;real;13,11;126,06;38,23;22,24;33,19;17,51;1,64;44,53;1,80;0,66;2,91;0,56;2,53;NA;NA;NA;NA;NA;NA;13,79;71797,00
Ceuta;18;2008;real;13,48;143,72;45,28;25,52;25,75;11,72;1,63;44,04;1,81;0,66;2,90;0,55;2,72;NA;NA;NA;NA;NA;NA;15,38;72353,00
Ceuta;18;2009;real;13,67;151,17;47,42;14,15;16,80;18,54;1,39;36,30;1,93;0,63;3,10;0,53;2,55;NA;NA;NA;NA;NA;NA;9,02;72596,00
Ceuta;18;2010;real;13,76;140,33;38,13;16,19;17,40;26,92;1,52;40,54;1,50;0,67;2,82;0,56;2,33;NA;NA;NA;NA;NA;NA;11,19;75419,00
Ceuta;18;2011;real;15,27;127,13;35,98;17,56;32,29;6,09;1,31;33,54;1,57;0,65;2,74;0,54;2,34;NA;NA;NA;NA;NA;NA;13,79;76644,00
Ceuta;18;2012;real;15,29;122,10;37,93;31,05;21,69;8,78;1,60;43,01;1,53;0,65;2,72;0,53;2,35;NA;NA;NA;NA;36,00;30,00;15,08;77325,00
Ceuta;18;2013;real;16,41;142,38;33,85;7,92;14,94;10,34;0,98;22,82;1,39;0,64;2,51;0,52;2,13;NA;NA;NA;NA;29,00;30,00;6,52;84499,00
Ceuta;18;2014;real;17,59;126,76;29,31;17,18;8,88;11,47;1,12;27,47;1,47;0,63;2,53;0,51;2,13;NA;NA;NA;NA;30,00;30,00;3,70;84616,00
Ceuta;18;2015;real;17,55;134,74;23,57;7,50;12,61;6,23;0,81;17,04;1,74;0,63;2,51;0,51;2,11;NA;NA;NA;NA;28,00;31,00;12,50;84489,00
Ceuta;18;2016;real;17,72;139,29;38,64;15,79;18,26;12,85;1,28;32,60;1,43;0,62;2,51;0,51;2,10;NA;NA;NA;NA;37,10;37,79;8,55;84724,00
Ceuta;18;2017;real;17,47;152,19;46,21;12,01;17,34;9,63;1,19;29,52;1,59;0,63;2,82;0,51;2,08;NA;NA;NA;NA;74,98;36,72;11,45;85016,00
Ceuta;18;2018;real;17,72;130,86;21,21;7,21;19,87;4,94;0,83;17,73;1,66;0,62;2,79;0,51;2,08;NA;NA;NA;NA;81,05;30,56;14,71;84949,00
Ceuta;18;2019;real;14,51;127,58;26,57;3,49;21,59;15,68;0,96;21,98;1,48;0,63;2,66;0,51;2,12;NA;NA;NA;NA;91,92;39,31;12,30;84469,00
Ceuta;18;2020;real;13,09;132,25;47,14;21,83;15,79;15,48;1,49;39,47;1,67;0,64;3,29;0,52;2,07;NA;NA;NA;NA;126,36;16,61;12,50;83959,00
Ceuta;18;2021;real;13,16;143,29;32,43;13,16;24,10;14,59;1,27;32,36;1,59;0,64;3,36;0,55;2,05;NA;NA;NA;NA;126,36;31,25;12,24;82838,00
Ceuta;18;2022;real;13,56;107,22;49,36;13,75;11,82;14,11;1,19;29,48;1,73;0,65;3,65;0,55;2,02;NA;NA;NA;NA;82,22;44,44;13,67;82792,00
Ceuta;18;2023;real;15,84;102,94;36,55;8,92;13,10;1,30;0,78;16,01;1,63;0,65;3,50;0,56;2,03;NA;NA;NA;NA;124,09;57,93;10,53;82831,00
Ceuta;18;2024;proyeccion;15,09;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Ceuta;18;2024;real;NA;100,36;19,06;6,54;14,84;15,14;0,87;18,98;1,64;0,65;3,16;0,56;1,97;NA;NA;NA;NA;82,73;82,80;11,82;83341,00
Ceuta;18;2025;proyeccion;15,09;NA;NA;NA;NA;NA;0,84;18,23;1,64;0,65;3,30;0,56;1,95;NA;NA;NA;NA;NA;NA;12,00;NA
Ceuta;18;2025;real;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;94,00;72,00;NA;83792,00
Ceuta;18;2026;proyeccion;15,09;NA;NA;NA;NA;NA;0,81;16,99;1,64;0,65;3,30;0,56;1,94;NA;NA;NA;NA;92,21;75,14;11,99;83841,45
Comunidad Foral de Navarra;15;1990;real;NA;3,82;40,36;8,25;32,76;19,45;1,09;26,47;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;519300,00
Comunidad Foral de Navarra;15;1991;real;NA;6,43;41,65;11,76;29,29;17,19;1,12;27,44;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;520842,00
Comunidad Foral de Navarra;15;1992;real;NA;5,35;43,06;6,64;24,90;15,50;0,93;20,97;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;523618,00
Comunidad Foral de Navarra;15;1993;real;NA;5,77;42,33;9,09;24,73;19,41;1,05;25,06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;526378,00
Comunidad Foral de Navarra;15;1994;real;NA;4,91;41,95;9,96;24,79;15,35;1,00;23,40;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;529366,00
Comunidad Foral de Navarra;15;1995;real;NA;4,39;44,81;5,74;21,73;12,39;0,83;17,70;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;532486,00
Comunidad Foral de Navarra;15;1996;real;NA;6,56;47,88;5,67;22,80;12,68;0,86;18,85;1,59;NA;3,61;NA;4,81;NA;NA;NA;NA;NA;NA;NA;535325,00
Comunidad Foral de Navarra;15;1997;real;NA;3,65;46,82;5,58;21,09;12,23;0,82;17,60;1,62;NA;3,70;NA;4,85;NA;NA;NA;NA;NA;NA;7,98;537963,00
Comunidad Foral de Navarra;15;1998;real;NA;4,90;41,18;5,64;19,42;14,28;0,82;17,30;1,69;NA;3,75;NA;4,67;NA;NA;NA;NA;NA;NA;10,14;540950,00
Comunidad Foral de Navarra;15;1999;real;NA;155,91;37,66;5,56;16,84;12,46;1,02;24,19;1,83;NA;3,94;NA;4,28;NA;NA;NA;NA;NA;NA;5,85;544682,00
Comunidad Foral de Navarra;15;2000;real;NA;163,68;36,87;6,44;15,87;10,89;1,02;24,08;1,91;NA;4,11;NA;4,21;NA;NA;NA;NA;NA;NA;8,06;549105,00
Comunidad Foral de Navarra;15;2001;real;NA;158,28;37,26;6,74;18,71;8,50;1,01;23,63;1,99;NA;4,04;NA;4,15;NA;NA;NA;NA;NA;NA;8,23;553696,00
Comunidad Foral de Navarra;15;2002;real;NA;153,79;37,85;4,46;15,51;7,91;0,90;20,19;2,02;NA;4,00;NA;4,03;18,95;NA;NA;NA;NA;NA;7,02;560235,00
Comunidad Foral de Navarra;15;2003;real;NA;140,15;35,37;6,94;14,51;9,80;0,95;21,70;2,07;NA;4,03;NA;3,93;19,59;NA;NA;NA;NA;NA;6,01;568823,00
Comunidad Foral de Navarra;15;2004;real;NA;138,24;30,07;6,15;13,59;9,21;0,88;19,31;2,10;0,75;4,02;0,70;3,90;19,25;NA;NA;NA;NA;NA;7,57;576837,00
Comunidad Foral de Navarra;15;2005;real;NA;137,96;28,03;5,68;15,64;9,10;0,87;19,12;2,13;0,74;4,10;0,69;3,85;19,57;NA;NA;NA;NA;NA;6,22;584457,00
Comunidad Foral de Navarra;15;2006;real;17,52;137,33;26,39;4,91;16,63;8,26;0,84;17,98;2,15;0,75;4,25;0,70;3,60;19,27;NA;NA;NA;NA;NA;8,04;591859,00
Comunidad Foral de Navarra;15;2007;real;17,43;144,54;24,97;6,65;9,93;9,89;0,85;18,39;2,22;0,77;4,35;0,70;3,86;18,41;NA;NA;NA;NA;NA;5,91;600646,00
Comunidad Foral de Navarra;15;2008;real;17,62;134,11;24,16;6,47;12,46;7,11;0,80;16,69;2,27;0,75;4,34;0,71;3,86;17,67;NA;NA;NA;NA;NA;7,33;610384,00
Comunidad Foral de Navarra;15;2009;real;18,15;138,52;20,88;3,46;12,73;7,17;0,71;13,96;2,39;0,75;4,66;0,71;3,84;18,20;NA;NA;NA;NA;NA;5,93;616901,00
Comunidad Foral de Navarra;15;2010;real;18,56;118,86;18,31;6,43;12,43;7,51;0,74;14,84;2,55;0,76;4,93;0,72;3,82;16,62;NA;NA;NA;NA;NA;3,61;620674,00
Comunidad Foral de Navarra;15;2011;real;19,89;142,36;19,15;4,58;12,76;7,58;0,75;15,06;2,35;0,77;4,47;0,72;3,82;15,77;NA;NA;NA;NA;NA;4,03;622788,00
Comunidad Foral de Navarra;15;2012;real;18,81;131,69;20,78;3,64;8,60;4,59;0,62;10,88;2,28;0,77;4,32;0,73;3,54;14,89;NA;NA;NA;134,00;62,00;6,58;623514,00
Comunidad Foral de Navarra;15;2013;real;18,90;134,67;19,11;2,46;9,26;7,89;0,65;11,83;2,34;0,77;4,24;0,73;3,40;14,00;NA;NA;NA;125,00;115,00;6,33;637025,00
Comunidad Foral de Navarra;15;2014;real;18,90;142,87;18,79;5,20;10,07;7,52;0,74;14,65;2,39;0,80;4,22;0,75;3,37;14,29;NA;NA;NA;102,00;95,00;6,52;636004,00
Comunidad Foral de Navarra;15;2015;real;18,98;119,43;19,76;5,23;11,72;6,68;0,70;13,44;2,33;0,80;4,22;0,75;3,33;13,93;4,94;904884244,00;18334417000,00;100,00;85,00;6,99;636258,00
Comunidad Foral de Navarra;15;2016;real;19,42;122,35;15,82;6,33;8,98;8,29;0,71;13,84;2,52;0,79;4,43;0,79;3,33;14,88;5,03;950290485,00;18911331000,00;100,00;47,00;7,39;638214,00
Comunidad Foral de Navarra;15;2017;real;19,29;127,25;19,79;5,11;10,76;8,92;0,74;14,78;2,60;0,80;4,70;0,79;3,32;14,21;5,11;1006123754,00;19698794000,00;73,17;67,45;6,55;641346,00
Comunidad Foral de Navarra;15;2018;real;19,54;112,65;14,46;2,87;11,37;5,47;0,57;9,27;2,53;0,80;4,63;0,79;3,31;14,04;5,06;1024602853,00;20235995000,00;77,00;62,00;6,72;646148,00
Comunidad Foral de Navarra;15;2019;real;19,63;116,37;16,79;3,63;7,82;7,43;0,61;10,53;2,50;0,80;5,10;0,79;3,36;13,50;4,97;1047750152,00;21070268000,00;80,00;78,00;6,89;652561,00
Comunidad Foral de Navarra;15;2020;real;18,27;117,34;14,99;3,84;8,12;7,20;0,61;10,40;2,50;0,80;6,87;0,81;3,43;12,22;5,86;1122231413,00;19160726000,00;93,00;112,00;7,57;657203,00
Comunidad Foral de Navarra;15;2021;real;19,57;115,32;16,81;3,91;9,38;6,03;0,61;10,41;2,51;0,81;6,88;0,81;3,35;12,41;5,82;1211356190,00;20821017000,00;82,00;109,00;7,14;656830,00
Comunidad Foral de Navarra;15;2022;real;18,86;107,89;16,25;3,23;9,90;7,52;0,60;10,28;2,56;0,86;6,91;0,83;3,26;12,49;5,25;1217768301,00;23204474000,00;85,00;99,00;8,04;667958,00
Comunidad Foral de Navarra;15;2023;real;19,74;101,18;16,51;3,44;9,57;6,46;0,58;9,38;2,65;0,80;5,57;0,82;3,24;12,02;5,15;1285836840,00;24975376000,00;94,00;114,00;7,28;674796,00
Comunidad Foral de Navarra;15;2024;proyeccion;19,46;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11,84;NA;NA;NA;NA;NA;NA;NA
Comunidad Foral de Navarra;15;2024;real;NA;114,55;16,34;3,85;9,06;7,23;0,62;10,80;2,88;0,79;5,94;0,93;3,17;NA;5,32;1415375379,00;26619297000,00;94,00;154,00;7,00;680505,00
Comunidad Foral de Navarra;15;2025;proyeccion;19,47;NA;NA;NA;NA;NA;0,58;9,62;2,83;0,82;5,75;0,89;3,17;11,61;NA;NA;NA;NA;NA;7,14;NA
Comunidad Foral de Navarra;15;2025;real;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5,27;1460097315,00;27727717738,53;96,00;152,00;NA;686508,00
Comunidad Foral de Navarra;15;2026;proyeccion;19,47;NA;NA;NA;NA;NA;0,58;9,42;2,87;0,82;5,75;0,91;3,16;11,37;5,26;NA;NA;95,10;148,01;7,14;693613,11
Comunidad Valenciana;10;1990;real;NA;4,65;65,40;15,11;48,75;23,12;1,63;44,10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3848229,00
Comunidad Valenciana;10;1991;real;NA;5,24;64,69;13,84;45,27;20,62;1,52;40,42;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3863453,00
Comunidad Valenciana;10;1992;real;NA;5,48;62,45;13,01;44,52;19,13;1,45;38,24;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3875734,00
Comunidad Valenciana;10;1993;real;NA;4,98;63,95;12,74;39,30;19,42;1,41;36,74;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3887772,00
Comunidad Valenciana;10;1994;real;NA;5,34;60,82;12,89;40,83;17,96;1,38;35,99;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3899416,00
Comunidad Valenciana;10;1995;real;NA;4,83;57,53;12,35;35,47;17,90;1,30;33,13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3910988,00
Comunidad Valenciana;10;1996;real;NA;4,58;61,13;11,09;35,22;18,58;1,29;33,03;1,24;NA;2,26;NA;3,00;NA;NA;NA;NA;NA;NA;NA;3922344,00
Comunidad Valenciana;10;1997;real;NA;5,58;59,37;9,56;31,40;18,19;1,20;30,03;1,24;NA;2,30;NA;2,92;NA;NA;NA;NA;NA;NA;10,57;3935217,00
Comunidad Valenciana;10;1998;real;NA;4,10;55,92;11,30;30,91;17,98;1,22;30,49;1,31;NA;2,37;NA;2,94;NA;NA;NA;NA;NA;NA;10,35;3954648,00
Comunidad Valenciana;10;1999;real;NA;163,58;57,80;9,72;29,86;18,66;1,49;39,54;1,40;NA;2,44;NA;2,93;NA;NA;NA;NA;NA;NA;11,03;3988368,00
Comunidad Valenciana;10;2000;real;NA;161,28;54,14;8,18;27,14;14,67;1,33;34,31;1,43;NA;2,50;NA;2,82;NA;NA;NA;NA;NA;NA;11,09;4041673,00
Comunidad Valenciana;10;2001;real;NA;161,06;50,99;8,49;27,53;12,51;1,29;32,89;1,45;NA;2,52;NA;2,71;NA;NA;NA;NA;NA;NA;9,93;4118229,00
Comunidad Valenciana;10;2002;real;NA;153,01;47,59;8,89;24,31;15,65;1,29;32,83;1,48;NA;2,55;NA;2,68;28,43;NA;NA;NA;NA;NA;10,23;4223203,00
Comunidad Valenciana;10;2003;real;NA;154,67;48,48;8,73;24,28;12,91;1,24;31,41;1,48;NA;2,54;NA;2,60;28,13;NA;NA;NA;NA;NA;10,92;4341845,00
Comunidad Valenciana;10;2004;real;NA;149,97;43,93;8,12;23,39;10,92;1,15;28,37;1,45;0,70;2,54;0,54;2,58;28,05;NA;NA;NA;NA;NA;10,18;4459265,00
Comunidad Valenciana;10;2005;real;NA;150,19;44,00;7,47;21,02;12,74;1,14;28,10;1,45;0,70;2,49;0,53;2,51;26,91;NA;NA;NA;NA;NA;9,48;4579713,00
Comunidad Valenciana;10;2006;real;16,70;140,62;40,96;6,82;19,68;9,92;1,03;24,38;1,43;0,68;2,53;0,62;2,49;26,46;NA;NA;NA;NA;NA;9,41;4693379,00
Comunidad Valenciana;10;2007;real;16,73;139,71;39,36;7,00;19,62;10,99;1,04;24,77;1,55;0,69;2,57;0,56;2,52;25,66;NA;NA;NA;NA;NA;9,44;4824568,00
Comunidad Valenciana;10;2008;real;16,59;140,77;36,24;6,17;17,28;9,92;0,96;22,21;1,59;0,70;2,57;0,52;2,44;25,57;NA;NA;NA;NA;NA;10,25;4950566,00
Comunidad Valenciana;10;2009;real;16,39;137,23;34,88;6,62;16,64;9,91;0,96;21,90;1,64;0,70;2,64;0,56;2,43;25,23;NA;NA;NA;NA;NA;9,57;5019136,00
Comunidad Valenciana;10;2010;real;16,62;139,00;32,19;4,75;15,48;9,03;0,87;19,08;1,65;0,72;2,66;0,58;2,46;23,58;NA;NA;NA;NA;NA;9,65;4990631,00
Comunidad Valenciana;10;2011;real;18,45;139,44;31,74;4,48;14,57;9,07;0,85;18,53;1,64;0,71;2,65;0,57;2,39;22,20;NA;NA;NA;NA;NA;9,68;5001234,00
Comunidad Valenciana;10;2012;real;17,44;133,15;30,83;4,27;14,11;9,00;0,82;17,60;1,67;0,75;2,64;0,56;2,32;21,80;NA;NA;NA;83,00;NA;9,12;5011414,00
Comunidad Valenciana;10;2013;real;17,88;136,52;28,67;4,38;13,29;9,00;0,81;17,25;1,64;0,74;2,64;0,65;2,33;20,40;NA;NA;NA;68,00;NA;9,15;4967025,00
Comunidad Valenciana;10;2014;real;18,15;133,81;27,84;4,49;13,77;7,82;0,79;16,50;1,68;0,75;2,73;0,67;2,35;19,79;NA;NA;NA;60,00;NA;8,44;4947346,00
Comunidad Valenciana;10;2015;real;18,27;132,40;27,84;3,79;13,15;9,54;0,79;16,59;1,78;0,71;2,80;0,63;2,36;18,59;5,41;5480479460,00;101214206000,00;67,00;NA;9,35;4931279,00
Comunidad Valenciana;10;2016;real;19,20;133,00;25,67;3,91;13,38;7,55;0,76;15,30;1,82;0,72;2,81;0,62;2,36;20,28;5,66;5896703080,00;104205396000,00;88,00;48,00;9,23;4927906,00
Comunidad Valenciana;10;2017;real;18,97;128,70;23,29;4,27;12,82;7,92;0,74;14,92;1,82;0,76;2,84;0,62;2,37;20,21;5,59;6072586120,00;108666712000,00;82,00;51,00;9,10;4932303,00
Comunidad Valenciana;10;2018;real;18,93;126,29;22,16;4,85;12,98;7,96;0,75;15,11;1,88;0,76;2,91;0,62;2,37;20,01;5,66;6378603750,00;112749574000,00;92,00;54,00;9,69;4948458,00
Comunidad Valenciana;10;2019;real;18,48;123,27;21,44;4,87;11,70;8,53;0,74;14,72;1,89;0,79;2,91;0,63;2,32;19,35;5,68;6624076700,00;116588528000,00;90,00;57,00;10,08;4999621,00
Comunidad Valenciana;10;2020;real;17,97;123,93;23,28;5,85;11,71;7,33;0,75;15,26;1,99;0,79;3,21;0,62;2,39;17,99;6,37;6753056640,00;106067171000,00;125,35;96,95;10,74;5037048,00
Comunidad Valenciana;10;2021;real;17,84;122,00;26,05;4,92;12,69;6,58;0,74;14,75;2,09;0,78;3,34;0,63;2,39;17,68;6,46;7516686070,00;116386906000,00;100,44;95,23;10,97;5052186,00
Comunidad Valenciana;10;2022;real;17,97;122,09;24,06;5,53;12,32;7,02;0,75;15,04;2,11;0,82;3,39;0,73;2,32;17,95;6,13;7824377320,00;127583394000,00;88,41;87,00;11,09;5158046,00
Comunidad Valenciana;10;2023;real;19,70;116,98;25,58;4,43;11,63;7,47;0,72;14,11;2,08;0,82;3,32;0,75;2,20;16,85;5,90;8244060650,00;139655905000,00;88,18;93,00;10,99;5268012,00
Comunidad Valenciana;10;2024;proyeccion;18,93;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;16,48;NA;NA;NA;NA;NA;NA;NA
Comunidad Valenciana;10;2024;real;NA;111,89;21,85;3,60;10,59;7,17;0,65;11,90;2,13;0,81;3,49;0,83;2,20;NA;5,72;8484087430,00;148283453000,00;93,00;93,00;10,28;5360637,00
Comunidad Valenciana;10;2025;proyeccion;18,93;NA;NA;NA;NA;NA;0,65;11,86;2,15;0,82;3,51;0,82;2,15;15,94;NA;NA;NA;NA;NA;10,54;NA
Comunidad Valenciana;10;2025;real;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5,82;8994839160,00;154631870325,76;88,00;95,00;NA;5477618,00
Comunidad Valenciana;10;2026;proyeccion;18,94;NA;NA;NA;NA;NA;0,63;11,13;2,18;0,83;3,57;0,82;2,12;15,39;5,76;NA;NA;90,51;94,87;10,54;5584503,05
Comunidad de Madrid;13;1990;real;NA;4,47;42,58;7,34;29,98;10,43;0,90;20,19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4939272,00
Comunidad de Madrid;13;1991;real;NA;4,79;43,70;6,81;29,37;10,14;0,89;19,62;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4960060,00
Comunidad de Madrid;13;1992;real;NA;4,88;40,47;5,93;25,23;10,75;0,82;17,30;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4987690,00
Comunidad de Madrid;13;1993;real;NA;5,07;41,83;6,12;23,91;10,06;0,80;16,91;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5013251,00
Comunidad de Madrid;13;1994;real;NA;5,13;38,20;5,76;22,28;10,61;0,77;15,72;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5031896,00
Comunidad de Madrid;13;1995;real;NA;4,97;38,83;6,28;22,29;12,44;0,82;17,30;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5047413,00
Comunidad de Madrid;13;1996;real;NA;5,36;38,15;6,13;20,22;11,07;0,77;15,64;1,56;NA;2,82;NA;4,01;NA;NA;NA;NA;NA;NA;NA;5065279,00
Comunidad de Madrid;13;1997;real;NA;5,14;34,79;5,55;18,59;11,69;0,73;14,34;1,61;NA;2,86;NA;3,92;NA;NA;NA;NA;NA;NA;8,52;5085500,00
Comunidad de Madrid;13;1998;real;NA;4,05;35,37;5,24;18,52;12,35;0,73;14,48;1,63;NA;2,92;NA;3,82;NA;NA;NA;NA;NA;NA;9,42;5112133,00
Comunidad de Madrid;13;1999;real;NA;154,98;36,02;4,72;17,16;12,55;1,00;23,28;1,65;NA;2,87;NA;3,73;NA;NA;NA;NA;NA;NA;9,27;5157240,00
Comunidad de Madrid;13;2000;real;NA;156,33;33,39;4,54;16,60;10,57;0,94;21,44;1,64;NA;2,86;NA;3,58;NA;NA;NA;NA;NA;NA;9,69;5230106,00
Comunidad de Madrid;13;2001;real;NA;153,76;32,24;3,97;15,69;9,72;0,89;19,81;1,59;NA;2,80;NA;3,40;NA;NA;NA;NA;NA;NA;10,83;5350260,00
Comunidad de Madrid;13;2002;real;NA;145,71;31,20;4,23;15,55;9,17;0,87;18,98;1,57;NA;2,80;NA;3,31;18,72;NA;NA;NA;NA;NA;11,28;5499822,00
Comunidad de Madrid;13;2003;real;NA;148,59;30,71;3,72;16,10;9,92;0,87;19,25;1,55;NA;2,86;NA;3,23;19,36;NA;NA;NA;NA;NA;11,24;5639466,00
Comunidad de Madrid;13;2004;real;NA;141,38;28,82;3,25;14,27;7,74;0,78;16,24;1,57;0,65;2,98;0,51;3,14;18,43;NA;NA;NA;NA;NA;10,42;5763371,00
Comunidad de Madrid;13;2005;real;NA;141,23;26,41;3,77;13,53;8,04;0,78;16,15;1,61;0,64;3,00;0,51;3,18;17,97;NA;NA;NA;NA;NA;10,75;5879766,00
Comunidad de Madrid;13;2006;real;19,00;139,76;25,14;2,89;13,21;6,80;0,72;14,29;1,67;0,65;3,08;0,50;3,14;18,07;NA;NA;NA;NA;NA;9,85;5987174,00
Comunidad de Madrid;13;2007;real;19,02;135,13;24,57;2,75;12,09;6,59;0,69;13,29;1,73;0,68;3,15;0,51;3,08;17,45;NA;NA;NA;NA;NA;10,18;6112078,00
Comunidad de Madrid;13;2008;real;18,48;131,60;22,16;2,46;11,45;7,63;0,68;12,77;1,90;0,69;3,35;0,51;3,10;16,69;NA;NA;NA;NA;NA;9,86;6245883,00
Comunidad de Madrid;13;2009;real;17,84;130,82;21,47;2,51;9,49;7,64;0,66;12,01;1,92;0,69;3,39;0,51;3,03;16,34;NA;NA;NA;NA;NA;9,80;6300460,00
Comunidad de Madrid;13;2010;real;18,16;124,68;19,02;2,03;9,37;6,52;0,60;10,10;1,89;0,69;3,36;0,52;2,96;17,90;NA;NA;NA;NA;NA;9,86;6358587,00
Comunidad de Madrid;13;2011;real;20,43;122,10;17,39;2,78;8,26;6,65;0,59;9,99;1,98;0,69;3,45;0,52;2,95;14,83;NA;NA;NA;NA;NA;9,77;6371567,00
Comunidad de Madrid;13;2012;real;19,08;123,09;15,30;2,02;7,77;5,81;0,55;8,40;2,02;0,70;3,32;0,52;2,89;14,66;NA;NA;NA;36,00;36,00;9,52;6406528,00
Comunidad de Madrid;13;2013;real;19,49;117,89;17,71;2,24;7,53;5,42;0,55;8,40;1,94;0,69;3,24;0,51;2,86;15,47;NA;NA;NA;39,00;NA;11,01;6392715,00
Comunidad de Madrid;13;2014;real;19,87;116,91;17,93;2,15;7,78;4,99;0,54;8,14;2,00;0,68;3,32;0,51;2,86;14,99;NA;NA;NA;36,00;NA;9,99;6376752,00
Comunidad de Madrid;13;2015;real;19,42;112,92;16,77;2,37;8,40;6,60;0,56;8,97;2,04;0,68;3,34;0,50;2,75;14,55;3,49;7191837009,00;206231525000,00;43,00;36,00;9,96;6401164,00
Comunidad de Madrid;13;2016;real;20,00;112,09;16,65;1,84;7,88;6,03;0,53;7,96;2,13;0,68;3,45;0,50;2,77;15,26;3,46;7415379241,00;214469101000,00;55,37;42,05;10,40;6445564,00
Comunidad de Madrid;13;2017;real;19,85;113,25;16,33;2,20;7,39;6,45;0,54;8,36;2,14;0,68;3,62;0,50;2,76;15,49;3,39;7599708222,00;224373156000,00;51,41;37,14;12,15;6506437,00
Comunidad de Madrid;13;2018;real;20,15;108,03;16,54;1,66;6,60;5,67;0,50;6,92;2,23;0,68;3,57;0,49;2,74;15,50;3,35;7828244717,00;233735808000,00;50,19;38,70;12,21;6586681,00
Comunidad de Madrid;13;2019;real;19,51;109,01;15,45;1,43;7,19;5,46;0,49;6,66;2,24;0,68;3,60;0,50;2,73;14,90;3,31;8066704298,00;243889359000,00;51,66;40,30;11,93;6686513,00
Comunidad de Madrid;13;2020;real;17,05;100,25;15,99;2,10;7,86;5,67;0,51;7,11;2,30;0,69;4,00;0,50;2,73;13,54;3,65;8066704298,00;221061932000,00;79,94;40,60;10,95;6757042,00
Comunidad de Madrid;13;2021;real;19,25;97,69;15,50;1,52;7,39;4,70;0,46;5,68;2,38;0,68;4,10;0,51;2,70;14,36;3,36;8066704298,00;239837609000,00;73,40;56,21;10,34;6738361,00
