ccaa;ccaa_cod;periodo;origen;avs_65;mort_cancer;mort_cardio;mort_diabetes;mort_ictus;mort_epoc;mort_evitable_idx;mort_evitable_idx_0_100;med_ae;med_ap;enf_ae;enf_ap;camas;gasto_farmacia_pct;pct_pib_sanidad;imp_sanidad_eur;pib_regional_eur;espera_quir;espera_ae;reingresos_psiq;poblacion_total
La Rioja;17;2012;real;17,98;147,73;23,69;1,04;12,81;6,99;0,68;12,94;1,70;0,83;2,99;0,69;2,95;17,03;NA;NA;NA;58,00;28,00;8,16;311569,00
La Rioja;17;2013;real;18,38;115,91;20,95;3,82;9,72;6,17;0,63;11,33;1,65;0,83;3,00;0,68;3,13;16,24;NA;NA;NA;45,00;34,00;10,08;316830,00
La Rioja;17;2014;real;18,47;122,10;25,70;3,53;8,71;6,35;0,66;12,12;1,68;0,83;3,14;0,70;3,20;16,64;NA;NA;NA;41,00;28,00;6,45;314083,00
La Rioja;17;2015;real;18,78;125,58;23,58;1,53;9,12;7,52;0,63;11,05;1,71;0,84;3,25;0,78;3,21;16,31;4,94;397009501,00;8033065000,00;45,00;26,00;10,19;312844,00
La Rioja;17;2016;real;19,80;133,34;17,85;3,97;10,84;3,34;0,62;10,75;1,78;0,84;3,20;0,84;3,24;16,58;5,04;406963277,00;8074094000,00;49,00;32,00;12,76;312637,00
La Rioja;17;2017;real;19,88;125,83;13,76;3,92;12,76;6,04;0,64;11,62;1,81;0,84;3,32;0,84;3,25;16,44;4,89;408215639,00;8351707000,00;55,00;51,00;14,27;312424,00
La Rioja;17;2018;real;19,39;126,24;20,40;5,40;11,73;5,24;0,70;13,33;1,83;0,84;3,33;0,94;3,19;16,19;4,91;425013914,00;8649852000,00;43,00;44,00;8,08;312682,00
La Rioja;17;2019;real;19,61;122,52;18,18;3,10;13,12;5,56;0,64;11,38;1,85;0,83;3,34;0,93;3,24;15,63;4,90;435489541,00;8889997000,00;53,00;47,00;8,65;314441,00
La Rioja;17;2020;real;18,34;123,61;25,26;4,54;12,27;4,21;0,68;12,92;1,85;0,81;3,72;0,91;3,31;14,93;5,55;454040465,00;8186915000,00;75,00;40,00;9,59;316125,00
La Rioja;17;2021;real;19,10;116,10;25,65;4,30;8,48;4,27;0,63;11,14;1,96;0,82;3,77;0,97;3,25;15,20;6,06;529044979,00;8735750000,00;95,00;59,00;9,58;315798,00
La Rioja;17;2022;real;19,04;118,58;21,74;6,58;13,54;5,38;0,74;14,74;2,08;0,82;3,85;0,92;3,24;15,22;5,37;524388258,00;9767469000,00;111,00;66,00;10,02;320985,00
La Rioja;17;2023;real;19,28;111,13;15,19;5,53;12,73;3,94;0,63;11,12;2,07;0,82;3,77;1,03;3,20;14,62;5,22;546720797,00;10476650000,00;106,00;54,00;11,84;323377,00
La Rioja;17;2024;proyeccion;19,22;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;14,76;NA;NA;NA;NA;NA;NA;NA
La Rioja;17;2024;real;NA;104,69;18,66;3,14;6,12;7,74;0,57;9,35;2,14;0,79;4,03;0,75;3,19;NA;5,33;592298603,00;11111889000,00;64,00;79,00;8,21;325191,00
La Rioja;17;2025;proyeccion;19,22;NA;NA;NA;NA;NA;0,61;10,43;2,18;0,80;4,04;0,86;3,20;14,75;NA;NA;NA;NA;NA;9,82;NA
La Rioja;17;2025;real;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5,57;640739777,00;11508568881,84;78,00;32,00;NA;328231,00
La Rioja;17;2026;proyeccion;19,22;NA;NA;NA;NA;NA;0,61;10,43;2,22;0,80;4,11;0,86;3,20;14,74;5,42;NA;NA;70,89;49,14;9,92;330683,60
Melilla;19;1990;real;NA;2,72;51,62;20,81;66,69;8,10;1,61;43,56;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;57163,00
Melilla;19;1991;real;NA;0,00;75,46;19,23;58,67;13,87;1,72;47,11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;57082,00
Melilla;19;1992;real;NA;5,63;38,57;25,49;36,24;32,06;1,78;48,95;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;58111,00
Melilla;19;1993;real;NA;8,16;38,73;40,86;58,43;13,03;2,07;58,48;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;59181,00
Melilla;19;1994;real;NA;8,19;48,44;33,51;71,36;16,19;2,11;60,03;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;60181,00
Melilla;19;1995;real;NA;5,05;30,93;23,48;77,31;21,79;1,91;53,26;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;61118,00
Melilla;19;1996;real;NA;8,13;41,86;26,14;36,64;16,50;1,55;41,63;1,45;NA;2,90;NA;3,55;NA;NA;NA;NA;NA;NA;NA;62040,00
Melilla;19;1997;real;NA;10,22;70,94;10,94;34,61;11,41;1,23;30,83;1,30;NA;2,80;NA;3,50;NA;NA;NA;NA;NA;NA;2,86;62922,00
Melilla;19;1998;real;NA;6,02;48,23;31,62;34,38;15,75;1,69;46,12;1,38;NA;2,73;NA;3,04;NA;NA;NA;NA;NA;NA;6,78;63790,00
Melilla;19;1999;real;NA;153,28;55,46;34,12;41,93;2,95;1,93;54,01;1,27;NA;2,72;NA;3,05;NA;NA;NA;NA;NA;NA;10,00;64621,00
Melilla;19;2000;real;NA;167,28;39,60;10,96;45,03;19,67;1,59;42,92;1,27;NA;2,75;NA;3,44;NA;NA;NA;NA;NA;NA;2,56;65459,00
Melilla;19;2001;real;NA;156,45;59,36;22,42;47,38;19,45;1,99;56,13;1,36;NA;2,81;NA;2,94;NA;NA;NA;NA;NA;NA;5,56;66243,00
Melilla;19;2002;real;NA;142,33;66,05;22,66;22,37;12,99;1,66;44,99;1,35;NA;2,69;NA;3,00;NA;NA;NA;NA;NA;NA;10,77;66574,00
Melilla;19;2003;real;NA;167,73;57,11;21,86;32,88;14,48;1,76;48,49;1,32;NA;2,72;NA;2,99;NA;NA;NA;NA;NA;NA;6,56;66797,00
Melilla;19;2004;real;NA;175,45;34,14;35,61;28,17;8,49;1,85;51,41;1,34;0,77;2,78;0,71;3,00;NA;NA;NA;NA;NA;NA;12,26;67022,00
Melilla;19;2005;real;NA;141,05;48,55;17,30;11,25;27,07;1,55;41,53;1,30;0,76;2,76;0,72;3,00;NA;NA;NA;NA;NA;NA;11,83;66751,00
Melilla;19;2006;real;13,08;171,28;46,53;16,97;17,60;10,00;1,36;35,23;1,40;0,75;3,06;0,74;2,88;NA;NA;NA;NA;NA;NA;5,77;67020,00
Melilla;19;2007;real;13,11;135,78;35,76;17,73;27,25;13,41;1,40;36,69;1,40;0,77;3,07;0,68;2,87;NA;NA;NA;NA;NA;NA;7,07;68392,00
Melilla;19;2008;real;13,48;134,05;44,67;12,25;30,09;7,89;1,24;31,43;1,23;0,76;2,64;0,69;2,38;NA;NA;NA;NA;NA;NA;13,64;69347,00
Melilla;19;2009;real;13,67;109,48;32,90;13,20;18,99;10,69;1,10;26,52;1,25;0,74;2,60;0,68;2,41;NA;NA;NA;NA;NA;NA;8,26;70441,00
Melilla;19;2010;real;13,76;113,06;30,82;29,26;6,70;12,49;1,41;36,90;1,35;0,74;2,67;0,66;2,26;NA;NA;NA;NA;NA;NA;8,57;73819,00
Melilla;19;2011;real;15,27;133,89;48,27;11,59;27,35;6,44;1,20;29,82;1,36;0,72;2,61;0,64;2,21;NA;NA;NA;NA;NA;NA;8,91;75060,00
Melilla;19;2012;real;15,29;180,24;17,01;10,59;5,61;0,00;0,76;15,52;1,35;0,70;3,06;0,64;2,12;NA;NA;NA;NA;28,00;26,00;11,76;77839,00
Melilla;19;2013;real;16,41;141,83;29,05;16,04;17,32;12,41;1,22;30,65;1,27;0,67;2,34;0,62;1,97;NA;NA;NA;NA;30,00;22,00;5,15;83643,00
Melilla;19;2014;real;17,59;146,30;16,29;0,00;36,80;2,52;0,77;15,83;1,26;0,64;2,33;0,60;1,96;NA;NA;NA;NA;30,00;24,00;4,35;84077,00
Melilla;19;2015;real;17,55;127,96;32,45;10,38;11,71;16,54;1,09;26,17;1,25;0,63;2,31;0,58;1,94;NA;NA;NA;NA;33,00;26,00;13,16;84676,00
Melilla;19;2016;real;17,72;135,43;34,42;13,48;17,71;10,96;1,15;28,40;1,38;0,62;2,45;0,59;1,90;NA;NA;NA;NA;32,64;20,94;11,43;84690,00
Melilla;19;2017;real;17,47;162,61;28,84;18,49;6,70;5,66;1,10;26,75;1,38;0,63;2,48;0,59;1,92;NA;NA;NA;NA;29,03;21,48;14,17;84858,00
Melilla;19;2018;real;17,72;126,78;30,09;7,49;13,14;5,60;0,82;17,55;1,44;0,62;2,91;0,58;1,90;NA;NA;NA;NA;34,04;16,71;13,97;84628,00
Melilla;19;2019;real;14,51;131,04;19,45;4,01;19,20;6,95;0,77;15,64;1,42;0,62;3,23;0,58;1,91;NA;NA;NA;NA;37,62;18,41;21,38;84399,00
Melilla;19;2020;real;13,09;138,97;35,66;18,24;12,76;8,36;1,19;29,79;1,54;0,62;3,70;0,58;1,98;NA;NA;NA;NA;40,35;9,53;12,50;84307,00
Melilla;19;2021;real;13,16;120,85;38,82;9,81;7,85;9,65;0,94;21,30;1,56;0,65;3,38;0,61;2,00;NA;NA;NA;NA;40,35;18,94;15,84;83540,00
Melilla;19;2022;real;13,56;104,20;27,82;7,95;9,57;8,72;0,80;16,70;1,57;0,65;3,86;0,61;2,02;NA;NA;NA;NA;38,99;21,21;12,21;84825,00
Melilla;19;2023;real;15,84;144,54;28,63;7,34;10,76;8,78;0,88;19,29;1,52;0,65;3,74;0,65;1,95;NA;NA;NA;NA;97,22;29,34;17,83;85622,00
Melilla;19;2024;proyeccion;15,09;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Melilla;19;2024;real;NA;108,15;26,62;11,80;8,12;5,66;0,83;17,78;1,70;0,66;3,61;0,66;1,93;NA;NA;NA;NA;137,18;22,82;25,00;86332,00
Melilla;19;2025;proyeccion;15,09;NA;NA;NA;NA;NA;0,78;16,08;1,63;0,66;3,69;0,68;1,93;NA;NA;NA;NA;NA;NA;16,88;NA
Melilla;19;2025;real;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;82,00;16,00;NA;87074,00
Melilla;19;2026;proyeccion;15,09;NA;NA;NA;NA;NA;0,75;15,20;1,63;0,66;3,69;0,70;1,92;NA;NA;NA;NA;110,26;20,25;17,28;87973,07
País Vasco;16;1990;real;NA;7,06;42,38;8,49;31,44;17,04;1,06;25,47;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2109805,00
País Vasco;16;1991;real;NA;8,76;45,00;9,46;31,88;17,47;1,12;27,25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2102913,00
País Vasco;16;1992;real;NA;7,54;41,16;6,63;27,94;14,48;0,93;21,15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2098707,00
País Vasco;16;1993;real;NA;9,21;43,33;7,73;24,32;15,06;0,95;21,73;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2093909,00
País Vasco;16;1994;real;NA;9,20;38,49;6,82;25,73;12,80;0,88;19,26;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2088285,00
País Vasco;16;1995;real;NA;8,74;38,57;7,82;24,90;13,87;0,91;20,42;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2082014,00
País Vasco;16;1996;real;NA;7,84;46,53;7,81;24,70;15,10;0,97;22,45;1,20;NA;2,31;NA;4,18;NA;NA;NA;NA;NA;NA;NA;2077033,00
País Vasco;16;1997;real;NA;7,17;42,82;6,99;23,50;12,24;0,87;19,04;1,20;NA;2,31;NA;4,05;NA;NA;NA;NA;NA;NA;7,29;2073569,00
País Vasco;16;1998;real;NA;6,82;38,70;7,37;25,25;14,64;0,91;20,49;1,22;NA;2,31;NA;4,02;NA;NA;NA;NA;NA;NA;8,54;2070927,00
País Vasco;16;1999;real;NA;166,55;36,55;7,25;24,00;14,31;1,18;29,42;1,23;NA;2,32;NA;4,03;NA;NA;NA;NA;NA;NA;8,56;2070048,00
País Vasco;16;2000;real;NA;173,94;37,28;6,09;22,29;13,16;1,14;27,84;1,29;NA;2,34;NA;3,96;NA;NA;NA;NA;NA;NA;8,69;2073411,00
País Vasco;16;2001;real;NA;170,75;32,03;5,28;22,63;10,53;1,04;24,63;1,32;NA;2,40;NA;3,90;NA;NA;NA;NA;NA;NA;8,82;2079402,00
País Vasco;16;2002;real;NA;170,92;31,69;5,99;21,60;12,08;1,07;25,72;1,33;NA;2,45;NA;3,89;19,81;NA;NA;NA;NA;NA;9,08;2085134,00
País Vasco;16;2003;real;NA;166,85;30,20;5,82;17,92;10,00;0,98;22,69;1,37;NA;2,46;NA;3,82;20,59;NA;NA;NA;NA;NA;8,83;2091438,00
País Vasco;16;2004;real;NA;159,53;27,94;5,77;17,71;10,16;0,95;21,80;1,40;0,58;2,47;0,45;3,82;20,51;NA;NA;NA;NA;NA;10,00;2099136,00
País Vasco;16;2005;real;NA;154,12;26,53;6,20;17,56;11,58;0,97;22,31;1,44;0,63;2,51;0,55;3,85;20,42;NA;NA;NA;NA;NA;9,46;2108270,00
País Vasco;16;2006;real;18,79;158,27;24,10;5,50;18,08;8,87;0,90;20,18;1,49;0,63;2,57;0,55;3,80;20,02;NA;NA;NA;NA;NA;10,24;2117990,00
País Vasco;16;2007;real;18,76;157,34;26,18;5,34;17,04;9,10;0,90;20,16;1,54;0,64;2,62;0,57;3,78;18,68;NA;NA;NA;NA;NA;9,53;2130375,00
País Vasco;16;2008;real;18,18;155,26;23,31;4,08;14,38;7,57;0,80;16,73;1,63;0,69;2,66;0,59;3,75;17,94;NA;NA;NA;NA;NA;9,14;2138453,00
País Vasco;16;2009;real;17,62;154,69;23,04;3,47;14,20;7,03;0,77;15,77;1,71;0,61;2,94;0,57;3,71;17,33;NA;NA;NA;NA;NA;9,02;2134702,00
País Vasco;16;2010;real;17,93;148,37;21,53;3,79;13,24;7,94;0,76;15,57;2,03;0,62;3,87;0,56;3,69;17,16;NA;NA;NA;NA;NA;9,80;2137935,00
País Vasco;16;2011;real;19,57;151,04;21,82;4,43;12,83;6,37;0,76;15,31;2,11;0,78;3,84;0,69;3,63;16,18;NA;NA;NA;NA;NA;10,57;2127851,00
País Vasco;16;2012;real;19,00;144,03;20,25;3,50;12,01;6,59;0,71;13,66;2,13;0,78;3,82;0,71;3,60;15,38;NA;NA;NA;52,00;30,00;9,80;2116889,00
País Vasco;16;2013;real;19,63;144,02;20,63;4,66;10,88;6,36;0,72;14,21;2,22;0,78;4,10;0,64;3,40;14,88;NA;NA;NA;50,00;30,00;10,13;2170892,00
País Vasco;16;2014;real;20,01;146,94;18,91;3,54;10,94;6,35;0,69;13,15;2,13;0,78;4,42;0,67;3,37;14,18;NA;NA;NA;50,00;29,00;9,90;2165332,00
País Vasco;16;2015;real;20,08;142,78;17,93;3,07;10,87;6,25;0,66;12,24;2,15;0,79;4,35;0,69;3,35;13,98;5,20;3384908174,00;65073341000,00;51,00;28,00;10,13;2162984,00
País Vasco;16;2016;real;20,77;138,77;17,98;3,48;10,63;6,88;0,67;12,62;2,13;0,79;4,34;0,70;3,30;13,92;5,09;3416697951,00;67114993000,00;50,38;26,58;8,92;2165127,00
País Vasco;16;2017;real;20,78;137,44;18,90;2,57;10,68;6,03;0,64;11,48;2,21;0,79;4,45;0,70;3,30;13,72;5,08;3538134644,00;69585295000,00;49,56;27,52;10,08;2168257,00
País Vasco;16;2018;real;20,88;134,70;17,61;3,75;10,89;5,18;0,64;11,65;2,30;0,80;4,94;0,69;3,23;13,43;5,11;3672658495,00;71915111000,00;49,21;28,69;8,13;2172266,00
País Vasco;16;2019;real;19,48;128,44;16,21;3,24;10,43;6,18;0,62;10,99;2,29;0,80;4,58;0,69;3,26;12,65;5,13;3795519108,00;73999981000,00;47,95;29,34;9,00;2181919,00
País Vasco;16;2020;real;18,69;123,87;18,15;4,37;10,31;5,59;0,64;11,63;2,31;0,81;4,85;0,69;3,32;11,89;5,91;3938835835,00;66672598000,00;68,01;30,34;9,31;2189374,00
País Vasco;16;2021;real;19,15;123,35;17,13;3,30;10,49;5,59;0,61;10,58;2,42;0,77;4,78;0,71;3,32;11,66;5,50;3989532488,00;72513029000,00;71,03;33,55;10,02;2177827,00
País Vasco;16;2022;real;18,89;124,99;19,20;3,05;8,59;6,09;0,61;10,51;2,46;0,77;4,80;0,71;3,34;11,39;5,22;4186527007,00;80218167000,00;73,25;48,16;10,40;2209725,00
País Vasco;16;2023;real;19,74;118,19;18,06;3,60;9,79;5,98;0,61;10,67;2,53;0,80;5,25;0,68;3,26;11,22;5,34;4628962720,00;86748107000,00;62,78;61,02;10,23;2224072,00
País Vasco;16;2024;proyeccion;19,46;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10,79;NA;NA;NA;NA;NA;NA;NA
País Vasco;16;2024;real;NA;113,13;16,92;3,06;9,82;5,57;0,58;9,46;2,82;0,79;5,12;0,83;3,27;NA;5,34;4888865872,00;91612735000,00;59,24;42,57;10,03;2233709,00
País Vasco;16;2025;proyeccion;19,46;NA;NA;NA;NA;NA;0,59;9,86;2,83;0,80;5,29;0,75;3,23;10,40;NA;NA;NA;NA;NA;9,90;NA
País Vasco;16;2025;real;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5,38;5106543104,00;94984725555,02;64,00;49,00;NA;2246534,00
País Vasco;16;2026;proyeccion;19,46;NA;NA;NA;NA;NA;0,59;9,83;2,91;0,80;5,39;0,75;3,20;10,00;5,32;NA;NA;61,69;48,23;9,90;2256311,06
Principado de Asturias;03;1990;real;NA;7,12;54,31;12,44;37,23;29,51;1,50;39,85;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1098071,00
Principado de Asturias;03;1991;real;NA;6,93;55,76;11,08;29,36;30,84;1,42;37,18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1094260,00
Principado de Asturias;03;1992;real;NA;6,57;53,66;9,24;34,84;26,09;1,33;34,33;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1092475,00
Principado de Asturias;03;1993;real;NA;6,09;58,61;10,57;38,40;25,33;1,41;37,04;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1090091,00
Principado de Asturias;03;1994;real;NA;7,23;53,69;9,24;31,03;22,32;1,23;31,03;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1086537,00
Principado de Asturias;03;1995;real;NA;7,20;53,02;10,28;29,15;25,03;1,28;32,69;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1082100,00
Principado de Asturias;03;1996;real;NA;7,11;51,68;9,96;29,11;22,11;1,22;30,52;1,59;NA;2,50;NA;3,83;NA;NA;NA;NA;NA;NA;NA;1077935,00
Principado de Asturias;03;1997;real;NA;6,89;49,65;8,81;25,27;19,11;1,09;26,25;1,58;NA;2,50;NA;3,83;NA;NA;NA;NA;NA;NA;9,70;1073917,00
Principado de Asturias;03;1998;real;NA;7,53;53,44;9,98;24,92;19,89;1,15;28,29;1,58;NA;2,54;NA;3,76;NA;NA;NA;NA;NA;NA;8,59;1069463,00
Principado de Asturias;03;1999;real;NA;175,57;51,85;8,52;25,94;22,32;1,47;38,99;1,59;NA;2,58;NA;3,76;NA;NA;NA;NA;NA;NA;10,93;1065177,00
Principado de Asturias;03;2000;real;NA;173,44;50,16;8,00;26,16;17,95;1,37;35,72;1,63;NA;2,64;NA;3,85;NA;NA;NA;NA;NA;NA;10,55;1063225,00
Principado de Asturias;03;2001;real;NA;169,59;43,90;8,93;23,18;14,10;1,26;31,99;1,61;NA;2,62;NA;3,61;NA;NA;NA;NA;NA;NA;12,06;1062618,00
Principado de Asturias;03;2002;real;NA;163,01;49,20;6,83;20,25;16,08;1,23;30,96;1,71;NA;2,67;NA;3,77;23,64;NA;NA;NA;NA;NA;11,51;1061070,00
Principado de Asturias;03;2003;real;NA;167,96;46,85;6,36;18,30;14,86;1,17;29,13;1,75;NA;2,76;NA;3,66;23,56;NA;NA;NA;NA;NA;12,23;1060128,00
Principado de Asturias;03;2004;real;NA;168,21;41,21;5,91;18,45;11,93;1,08;26,13;1,87;0,70;2,97;0,63;3,57;23,07;NA;NA;NA;NA;NA;11,86;1059588,00
Principado de Asturias;03;2005;real;NA;167,30;37,87;7,03;17,56;14,18;1,12;27,38;1,91;0,70;2,99;0,63;3,63;22,48;NA;NA;NA;NA;NA;10,35;1058737,00
Principado de Asturias;03;2006;real;17,70;168,75;41,39;6,90;18,25;11,87;1,11;26,93;1,95;0,71;3,08;0,65;3,63;22,19;NA;NA;NA;NA;NA;12,79;1057897,00
Principado de Asturias;03;2007;real;17,66;164,56;39,07;5,65;18,42;12,99;1,08;25,88;2,05;0,73;3,13;0,65;3,63;22,31;NA;NA;NA;NA;NA;12,96;1058743,00
Principado de Asturias;03;2008;real;17,46;166,51;38,51;7,42;16,05;12,15;1,08;26,15;2,08;0,73;3,35;0,66;3,56;21,68;NA;NA;NA;NA;NA;13,32;1059089,00
Principado de Asturias;03;2009;real;17,22;158,96;37,76;6,62;16,45;10,07;1,01;23,82;2,10;0,74;3,44;0,72;3,55;20,13;NA;NA;NA;NA;NA;10,75;1057143,00
Principado de Asturias;03;2010;real;17,46;165,11;35,48;6,13;14,80;10,99;1,00;23,37;2,17;0,74;3,41;0,69;3,46;20,84;NA;NA;NA;NA;NA;10,47;1057132,00
Principado de Asturias;03;2011;real;18,04;166,45;33,43;6,80;13,35;9,02;0,96;22,06;2,21;0,75;3,55;0,67;3,39;19,02;NA;NA;NA;NA;NA;10,74;1054548,00
Principado de Asturias;03;2012;real;18,12;159,47;33,10;5,66;13,75;7,90;0,90;20,11;2,18;0,76;3,47;0,66;3,39;17,04;NA;NA;NA;78,00;NA;9,48;1049218,00
Principado de Asturias;03;2013;real;18,34;152,33;32,62;4,30;11,70;7,34;0,82;17,46;2,16;0,75;3,44;0,64;3,31;16,63;NA;NA;NA;72,00;68,00;11,32;1062936,00
Principado de Asturias;03;2014;real;18,50;153,37;30,42;3,77;13,26;6,99;0,81;16,97;2,15;0,73;3,61;0,65;3,25;17,13;NA;NA;NA;80,00;NA;11,19;1054057,00
Principado de Asturias;03;2015;real;17,59;151,82;27,99;4,39;11,63;8,57;0,82;17,31;2,25;0,75;3,69;0,66;3,26;16,54;6,94;1483333763,00;21388142000,00;76,00;66,00;12,43;1044039,00
Principado de Asturias;03;2016;real;17,21;148,28;32,12;4,41;12,51;7,13;0,82;17,34;2,28;0,77;3,91;0,68;3,28;16,76;7,57;1639849636,00;21675441000,00;73,05;71,46;11,17;1037023,00
Principado de Asturias;03;2017;real;17,28;146,56;29,77;4,10;10,51;5,82;0,75;15,16;2,35;0,78;4,11;0,68;3,38;16,81;7,40;1668954671,00;22538267000,00;69,91;69,14;11,09;1030054,00
Principado de Asturias;03;2018;real;17,29;147,42;28,22;4,88;9,61;7,96;0,79;16,50;2,42;0,78;4,10;0,75;3,40;16,71;7,33;1699483931,00;23185680000,00;73,35;62,15;12,23;1024192,00
Principado de Asturias;03;2019;real;18,58;141,42;28,93;4,91;12,32;7,44;0,80;16,86;2,44;0,78;4,33;0,72;3,46;16,21;7,40;1751509971,00;23666618000,00;83,03;78,07;11,52;1020039,00
Principado de Asturias;03;2020;real;17,74;137,48;28,36;4,09;11,36;6,81;0,75;15,16;2,55;0,75;4,52;0,69;3,48;15,47;8,43;1801183712,00;21376392000,00;60,37;36,54;15,78;1015455,00
Principado de Asturias;03;2021;real;18,40;135,76;24,80;4,42;11,78;5,92;0,72;14,30;2,62;0,76;4,64;0,76;3,52;15,77;8,22;1942029769,00;23617641000,00;95,16;79,02;14,36;1008875,00
Principado de Asturias;03;2022;real;18,19;137,27;26,29;4,41;11,66;6,98;0,75;15,22;2,70;0,73;4,68;0,68;3,54;15,96;7,45;1987383547,00;26690102000,00;93,93;81,42;12,79;1004553,00
Principado de Asturias;03;2023;real;18,65;125,17;27,80;5,31;9,76;7,21;0,75;15,01;2,76;0,81;4,77;0,79;3,53;15,52;7,46;2115483423,00;28350371000,00;97,84;99,68;12,87;1006558,00
Principado de Asturias;03;2024;proyeccion;18,33;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;15,53;NA;NA;NA;NA;NA;NA;NA
Principado de Asturias;03;2024;real;NA;128,13;26,44;5,71;9,01;6,28;0,73;14,51;2,76;0,81;4,74;0,79;3,56;NA;7,74;2322856371,00;30012308000,00;89,88;96,90;15,99;1010058,00
Principado de Asturias;03;2025;proyeccion;18,33;NA;NA;NA;NA;NA;0,72;14,10;2,82;0,80;4,86;0,77;3,55;15,40;NA;NA;NA;NA;NA;14,30;NA
Principado de Asturias;03;2025;real;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7,84;2446640883,00;31206996480,04;91,00;103,00;NA;1017755,00
Principado de Asturias;03;2026;proyeccion;18,33;NA;NA;NA;NA;NA;0,71;13,73;2,86;0,81;4,94;0,77;3,55;15,27;7,71;NA;NA;88,77;93,06;14,31;1017165,29
Región de Murcia;14;1990;real;NA;3,83;64,30;11,75;50,05;26,65;1,61;43,43;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1041760,00
Región de Murcia;14;1991;real;NA;4,11;59,97;14,81;48,60;23,39;1,59;42,92;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1050778,00
Región de Murcia;14;1992;real;NA;4,39;58,98;12,32;41,53;20,95;1,41;37,02;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1062179,00
Región de Murcia;14;1993;real;NA;4,75;56,03;14,08;37,23;22,67;1,43;37,56;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1073480,00
Región de Murcia;14;1994;real;NA;5,85;58,39;10,92;38,00;20,71;1,34;34,55;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1084137,00
Región de Murcia;14;1995;real;NA;5,18;54,99;11,20;33,81;20,26;1,28;32,52;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1093830,00
Región de Murcia;14;1996;real;NA;4,57;53,48;9,49;34,36;17,18;1,18;29,21;1,27;NA;2,29;NA;3,39;NA;NA;NA;NA;NA;NA;NA;1103756,00
Región de Murcia;14;1997;real;NA;5,66;54,87;10,61;28,30;18,61;1,18;29,33;1,31;NA;2,33;NA;3,30;NA;NA;NA;NA;NA;NA;5,21;1114624,00
Región de Murcia;14;1998;real;NA;5,75;50,45;12,14;32,24;18,71;1,24;31,13;1,34;NA;2,34;NA;3,37;NA;NA;NA;NA;NA;NA;5,25;1126519,00
Región de Murcia;14;1999;real;NA;149,05;52,45;13,95;31,44;22,17;1,62;43,68;1,34;NA;2,39;NA;3,42;NA;NA;NA;NA;NA;NA;5,15;1140537,00
Región de Murcia;14;2000;real;NA;154,88;48,81;10,82;29,12;18,32;1,44;37,84;1,45;NA;2,43;NA;3,29;NA;NA;NA;NA;NA;NA;7,10;1158645,00
Región de Murcia;14;2001;real;NA;150,89;43,62;10,45;27,01;15,67;1,33;34,16;1,45;NA;2,52;NA;3,30;NA;NA;NA;NA;NA;NA;10,41;1183880,00
Región de Murcia;14;2002;real;NA;156,65;39,79;9,37;25,34;15,19;1,26;32,10;1,39;NA;2,46;NA;3,02;23,81;NA;NA;NA;NA;NA;10,00;1215793,00
