ccaa;ccaa_cod;periodo;genero;origen;avs_65;mort_cancer;mort_cardio;mort_diabetes;mort_ictus;mort_epoc;mort_evitable_idx;mort_evitable_idx_0_100;reingresos_psiq;poblacion_total
Islas Baleares;04;1995;mujeres;real;NA;0,68;22,16;9,61;18,33;4,70;0,63;11,14;NA;379985
Islas Baleares;04;1996;hombres;real;NA;7,76;80,10;9,76;38,63;39,14;1,76;48,25;NA;373663
Islas Baleares;04;1996;mujeres;real;NA;0,52;20,27;4,70;21,80;5,53;0,54;8,24;NA;385510
Islas Baleares;04;1997;hombres;real;NA;10,72;75,79;12,16;36,99;33,51;1,69;45,97;7,84;379909
Islas Baleares;04;1997;mujeres;real;NA;1,66;22,51;8,71;16,24;6,35;0,62;10,77;6,10;391398
Islas Baleares;04;1998;hombres;real;NA;10,11;81,91;12,35;33,99;34,75;1,72;46,95;5,80;389011
Islas Baleares;04;1998;mujeres;real;NA;1,10;21,09;8,33;16,36;6,37;0,60;10,20;7,69;399470
Islas Baleares;04;1999;hombres;real;NA;239,34;86,01;9,13;34,69;36,34;2,13;60,47;8,45;400850
Islas Baleares;04;1999;mujeres;real;NA;108,50;16,06;4,90;20,77;5,89;0,72;14,27;7,47;409856
Islas Baleares;04;2000;hombres;real;NA;237,29;68,74;11,54;32,72;27,21;1,91;53,43;9,38;414463
Islas Baleares;04;2000;mujeres;real;NA;106,74;16,65;4,16;21,85;3,25;0,67;12,50;11,86;421749
Islas Baleares;04;2001;hombres;real;NA;240,02;64,29;7,43;23,21;17,36;1,53;40,73;11,42;427905
Islas Baleares;04;2001;mujeres;real;NA;98,20;14,36;8,74;15,35;2,85;0,69;13,08;8,32;433558
Islas Baleares;04;2002;hombres;real;NA;217,73;55,88;5,53;30,83;19,45;1,50;39,82;13,76;442904
Islas Baleares;04;2002;mujeres;real;NA;106,09;19,64;4,83;18,02;3,58;0,67;12,53;12,54;446638
Islas Baleares;04;2003;hombres;real;NA;227,12;51,29;12,15;23,45;22,11;1,63;44,24;11,60;458398
Islas Baleares;04;2003;mujeres;real;NA;96,23;16,89;6,18;14,78;5,22;0,67;12,42;12,67;460649
Islas Baleares;04;2004;hombres;real;NA;211,54;53,00;9,73;27,00;19,20;1,54;41,05;13,81;471728
Islas Baleares;04;2004;mujeres;real;NA;96,69;15,09;4,86;11,85;4,80;0,59;9,83;12,22;473158
Islas Baleares;04;2005;hombres;real;NA;203,50;49,30;8,63;18,79;21,88;1,44;37,82;10,14;485742
Islas Baleares;04;2005;mujeres;real;NA;91,14;13,14;3,27;10,06;4,12;0,50;6,83;11,18;486037
Islas Baleares;04;2006;hombres;real;14,54;212,16;44,21;7,12;20,94;14,83;1,29;32,87;11,46;499311
Islas Baleares;04;2006;mujeres;real;16,64;94,06;9,51;3,09;8,84;3,16;0,45;5,26;12,58;498743
Islas Baleares;04;2007;hombres;real;14,77;200,05;43,16;7,93;22,79;17,08;1,34;34,47;11,98;514929
Islas Baleares;04;2007;mujeres;real;16,91;102,49;13,46;4,30;11,59;2,35;0,53;7,97;9,01;513706
Islas Baleares;04;2008;hombres;real;15,31;194,72;42,66;8,93;17,55;14,19;1,25;31,57;12,94;530773
Islas Baleares;04;2008;mujeres;real;18,49;90,33;9,40;4,31;10,15;2,98;0,48;6,36;12,58;527895
Islas Baleares;04;2009;hombres;real;15,50;196,50;47,53;6,10;15,76;22,34;1,33;34,21;9,93;539513
Islas Baleares;04;2009;mujeres;real;19,96;101,22;13,93;3,06;11,57;4,54;0,54;8,16;10,61;535436
Islas Baleares;04;2010;hombres;real;15,92;194,87;42,41;8,08;18,24;17,64;1,29;32,98;9,63;540857
Islas Baleares;04;2010;mujeres;real;20,23;97,54;11,09;4,09;8,15;3,36;0,49;6,50;12,67;539209
Islas Baleares;04;2011;hombres;real;16,03;186,96;37,05;5,80;20,38;13,95;1,15;28,20;11,74;546707
Islas Baleares;04;2011;mujeres;real;19,11;91,25;9,24;2,92;5,70;4,25;0,43;4,50;10,23;545801
Islas Baleares;04;2012;hombres;real;16,39;183,69;40,57;7,98;15,35;16,55;1,21;30,32;11,05;548545
Islas Baleares;04;2012;mujeres;real;19,97;95,08;6,50;1,49;10,48;3,12;0,41;3,94;10,47;548800
Islas Baleares;04;2013;hombres;real;16,89;166,66;32,56;8,06;11,70;10,81;1,00;23,45;12,24;557541
Islas Baleares;04;2013;mujeres;real;19,39;93,80;10,96;2,98;10,23;3,50;0,47;6,06;11,88;555195
Islas Baleares;04;2014;hombres;real;17,04;173,99;33,78;7,68;13,59;15,50;1,11;27,05;11,90;560642
Islas Baleares;04;2014;mujeres;real;19,10;83,39;8,75;3,08;8,65;5,09;0,46;5,47;11,19;559822
Islas Baleares;04;2015;hombres;real;17,10;161,59;33,10;12,30;13,50;20,97;1,29;33,08;11,74;564877
Islas Baleares;04;2015;mujeres;real;20,07;89,46;10,86;3,54;7,80;3,55;0,46;5,49;8,55;564864
Islas Baleares;04;2016;hombres;real;18,64;163,55;36,29;7,87;11,48;13,58;1,06;25,27;7,41;571358
Islas Baleares;04;2016;mujeres;real;21,81;87,59;4,98;3,60;6,35;4,29;0,42;4,29;9,14;571929
Islas Baleares;04;2017;hombres;real;18,38;165,99;32,62;10,25;13,44;12,68;1,11;26,86;9,93;580306
Islas Baleares;04;2017;mujeres;real;21,74;90,50;7,77;2,54;6,54;5,84;0,44;5,03;9,68;580288
Islas Baleares;04;2018;hombres;real;18,55;164,31;31,96;10,23;13,20;10,30;1,06;25,21;9,97;588024
Islas Baleares;04;2018;mujeres;real;22,05;86,10;6,36;2,91;5,79;5,00;0,42;4,09;12,26;587721
Islas Baleares;04;2019;hombres;real;19,47;146,45;26,34;5,75;12,29;11,59;0,89;19,72;8,25;599442
Islas Baleares;04;2019;mujeres;real;19,58;88,01;6,27;3,28;5,59;5,36;0,43;4,64;10,45;598639
Islas Baleares;04;2020;hombres;real;18,99;144,53;24,22;9,58;9,99;11,05;0,94;21,38;10,13;607902
Islas Baleares;04;2020;mujeres;real;19,38;87,22;3,89;2,01;7,02;4,21;0,38;2,90;9,18;607200
Islas Baleares;04;2021;hombres;real;18,96;153,25;25,30;4,86;9,61;11,22;0,84;18,14;10,47;609542
Islas Baleares;04;2021;mujeres;real;19,37;84,80;5,66;3,76;6,32;3,91;0,42;4,15;9,80;609836
Islas Baleares;04;2022;hombres;real;18,12;154,65;29,16;6,35;12,96;11,66;0,94;21,51;10,20;597181
Islas Baleares;04;2022;mujeres;real;18,85;82,71;5,72;3,64;6,74;4,74;0,43;4,53;8,67;601821
Islas Baleares;04;2023;hombres;real;18,13;145,31;23,13;5,90;8,90;14,35;0,89;19,65;9,55;607958
Islas Baleares;04;2023;mujeres;real;20,59;85,83;3,81;3,48;4,73;4,66;0,40;3,55;9,83;612781
Islas Baleares;04;2024;hombres;proyeccion;18,00;134,03;29,18;7,01;11,57;11,68;0,91;20,34;11,07;618089
Islas Baleares;04;2024;mujeres;proyeccion;19,97;84,87;6,29;3,59;5,48;5,16;0,43;4,56;9,41;621054
Islas Baleares;04;2025;hombres;proyeccion;17,85;NA;NA;NA;NA;NA;0,80;16,69;10,33;626572
Islas Baleares;04;2025;mujeres;proyeccion;19,97;NA;NA;NA;NA;NA;0,42;4,25;9,58;631095
La Rioja;17;1990;hombres;real;NA;8,75;75,21;9,82;39,07;29,16;1,57;42,00;NA;130477
La Rioja;17;1990;mujeres;real;NA;1,88;20,88;5,99;25,02;5,45;0,61;10,52;NA;132779
La Rioja;17;1991;hombres;real;NA;16,35;54,98;6,62;35,71;28,48;1,34;34,61;NA;130613
La Rioja;17;1991;mujeres;real;NA;0,00;13,93;9,35;20,89;6,02;0,62;10,93;NA;133025
La Rioja;17;1992;hombres;real;NA;10,07;77,41;7,51;46,30;25,54;1,53;40,84;NA;130618
La Rioja;17;1992;mujeres;real;NA;0,00;18,67;7,48;21,83;4,04;0,58;9,42;NA;132978
La Rioja;17;1993;hombres;real;NA;10,67;55,40;3,83;36,18;15,50;1,04;24,83;NA;130471
La Rioja;17;1993;mujeres;real;NA;0,82;19,13;6,75;17,21;9,59;0,61;10,58;NA;132794
La Rioja;17;1994;hombres;real;NA;6,27;58,44;3,87;38,76;22,23;1,19;29,77;NA;130410
La Rioja;17;1994;mujeres;real;NA;0,79;8,68;6,81;18,76;4,72;0,49;6,47;NA;132782
La Rioja;17;1995;hombres;real;NA;16,04;53,54;9,03;33,69;21,75;1,26;31,91;NA;130460
La Rioja;17;1995;mujeres;real;NA;1,08;14,58;1,54;24,31;1,58;0,39;3,17;NA;132874
La Rioja;17;1996;hombres;real;NA;5,32;61,89;8,15;42,29;20,32;1,32;34,00;NA;130554
La Rioja;17;1996;mujeres;real;NA;2,14;10,27;9,07;18,10;3,28;0,53;7,71;NA;132968
La Rioja;17;1997;hombres;real;NA;8,34;56,88;6,16;27,55;18,42;1,07;25,78;9,52;130748
La Rioja;17;1997;mujeres;real;NA;0,85;17,98;3,08;14,29;3,25;0,38;2,78;NA;133167
La Rioja;17;1998;hombres;real;NA;7,37;61,46;4,42;34,68;12,33;1,02;23,98;3,70;131176
La Rioja;17;1998;mujeres;real;NA;1,48;8,20;12,98;12,19;3,87;0,56;9,01;NA;133570
La Rioja;17;1999;hombres;real;NA;217,01;45,94;4,48;33,39;16,77;1,39;36,38;2,63;132224
La Rioja;17;1999;mujeres;real;NA;85,26;13,77;7,58;20,12;0,74;0,64;11,54;6,90;134421
La Rioja;17;2000;hombres;real;NA;212,38;59,72;5,90;28,78;11,23;1,36;35,23;6,45;133857
La Rioja;17;2000;mujeres;real;NA;88,12;17,63;6,68;17,55;2,45;0,65;11,81;5,71;135648
La Rioja;17;2001;hombres;real;NA;198,14;55,86;8,10;29,86;11,79;1,39;36,13;2,70;136339
La Rioja;17;2001;mujeres;real;NA;84,93;12,55;5,18;11,76;3,38;0,54;8,07;2,86;137545
La Rioja;17;2002;hombres;real;NA;219,61;52,47;8,15;27,80;15,50;1,45;38,31;NA;139329
La Rioja;17;2002;mujeres;real;NA;91,62;11,64;9,18;11,41;2,19;0,62;10,90;5,41;140030
La Rioja;17;2003;hombres;real;NA;226,06;57,28;10,53;24,29;15,30;1,52;40,36;NA;142373
La Rioja;17;2003;mujeres;real;NA;97,43;12,75;4,15;12,56;1,54;0,51;7,25;5,13;142854
La Rioja;17;2004;hombres;real;NA;189,88;48,02;3,12;22,40;6,31;1,03;24,51;4,78;145653
La Rioja;17;2004;mujeres;real;NA;97,95;13,36;5,77;15,38;4,18;0,63;11,14;2,50;145698
La Rioja;17;2005;hombres;real;NA;185,32;44,50;7,74;20,22;19,89;1,33;34,38;4,87;149173
La Rioja;17;2005;mujeres;real;NA;89,00;5,72;2,50;11,61;1,63;0,41;3,79;2,88;148393
La Rioja;17;2006;hombres;real;15,29;206,64;46,50;4,50;25,34;11,26;1,21;30,17;6,85;152353
La Rioja;17;2006;mujeres;real;18,88;78,86;10,69;2,28;14,04;3,17;0,46;5,53;9,09;150925
La Rioja;17;2007;hombres;real;15,24;214,56;46,03;5,15;26,88;13,23;1,28;32,73;6,81;155755
La Rioja;17;2007;mujeres;real;18,65;73,45;9,08;2,65;15,08;0,96;0,42;4,30;11,03;153605
La Rioja;17;2008;hombres;real;15,60;198,49;40,34;7,07;22,70;13,54;1,23;31,11;7,14;157673
La Rioja;17;2008;mujeres;real;18,84;86,97;8,59;3,79;15,69;1,61;0,49;6,57;12,18;156099
La Rioja;17;2009;hombres;real;16,04;187,92;39,47;7,10;21,29;9,16;1,12;27,40;8,87;158766
La Rioja;17;2009;mujeres;real;19,09;86,08;8,91;2,45;7,06;3,07;0,40;3,50;9,36;157571
La Rioja;17;2010;hombres;real;16,22;186,56;39,23;8,36;10,94;10,05;1,06;25,50;8,85;156717
La Rioja;17;2010;mujeres;real;18,80;81,28;7,60;0,82;6,73;2,37;0,32;1,09;8,07;158029
La Rioja;17;2011;hombres;real;17,80;187,60;43,34;0,77;17,89;11,09;0,98;22,76;9,91;154958
La Rioja;17;2011;mujeres;real;20,01;84,16;5,85;3,23;13,84;0,00;0,41;3,92;7,41;157757
La Rioja;17;2012;hombres;real;16,60;207,78;42,76;1,46;12,44;11,71;0,99;23,09;7,94;153919
La Rioja;17;2012;mujeres;real;19,17;90,49;5,04;0,64;13,21;2,59;0,39;3,25;8,45;157650
La Rioja;17;2013;hombres;real;17,00;153,63;35,29;6,76;14,91;9,46;0,97;22,31;10,26;157378
La Rioja;17;2013;mujeres;real;19,57;79,70;6,70;0,86;4,77;3,09;0,31;0,63;9,89;159452
La Rioja;17;2014;hombres;real;17,22;172,59;38,71;6,38;12,96;9,36;0,99;23,12;6,93;155476
La Rioja;17;2014;mujeres;real;19,59;73,29;12,82;0,80;4,53;3,73;0,34;1,58;5,88;158607
La Rioja;17;2015;hombres;real;17,34;171,23;39,03;2,32;11,62;12,33;0,93;20,93;10,53;154568
La Rioja;17;2015;mujeres;real;20,11;81,01;8,56;0,76;6,55;2,93;0,34;1,46;9,76;158276
La Rioja;17;2016;hombres;real;18,08;178,95;26,27;5,74;11,04;2,93;0,79;16,46;11,08;154371
La Rioja;17;2016;mujeres;real;21,42;89,12;9,44;2,20;10,72;3,69;0,45;5,10;14,83;158266
La Rioja;17;2017;hombres;real;18,44;159,81;24,21;6,62;15,69;10,17;0,93;21,19;13,38;154220
La Rioja;17;2017;mujeres;real;21,26;92,76;3,57;1,34;9,86;2,05;0,36;2,33;15,34;158204
La Rioja;17;2018;hombres;real;17,65;168,48;33,73;7,96;16,61;6,98;0,99;23,11;8,07;154254
La Rioja;17;2018;mujeres;real;21,07;85,99;7,42;2,99;6,96;3,56;0,41;3,91;8,10;158428
La Rioja;17;2019;hombres;real;18,66;154,57;28,62;4,22;14,20;7,96;0,84;17,94;8,85;154936
La Rioja;17;2019;mujeres;real;20,21;91,81;8,11;2,00;12,14;3,29;0,45;5,09;8,37;159505
La Rioja;17;2020;hombres;real;17,35;151,19;42,56;7,86;15,02;5,08;0,96;21,99;8,37;155750
La Rioja;17;2020;mujeres;real;19,06;97,14;8,18;1,37;9,57;3,40;0,42;4,14;10,90;160375
La Rioja;17;2021;hombres;real;18,16;159,25;43,85;6,18;9,39;4,84;0,88;19,37;9,62;155526
La Rioja;17;2021;mujeres;real;19,74;74,61;7,78;2,54;7,64;3,76;0,39;3,22;9,52;160272
La Rioja;17;2022;hombres;real;18,22;151,06;37,91;7,91;17,21;8,90;1,02;24,02;10,14;158457
La Rioja;17;2022;mujeres;real;19,58;87,32;5,80;5,23;9,93;2,00;0,46;5,66;9,88;162528
La Rioja;17;2023;hombres;real;17,70;142,90;26,45;9,30;15,93;4,86;0,89;19,89;11,83;159556
La Rioja;17;2023;mujeres;real;20,54;80,34;4,32;1,92;9,53;3,09;0,37;2,65;11,86;163821
La Rioja;17;2024;hombres;proyeccion;18,15;132,31;32,95;3,85;8,01;12,42;0,82;17,55;9,73;160567
La Rioja;17;2024;mujeres;proyeccion;20,15;78,39;4,86;2,47;4,36;3,19;0,34;1,49;6,31;164624
La Rioja;17;2025;hombres;proyeccion;18,17;NA;NA;NA;NA;NA;0,87;19,21;10,46;161888
La Rioja;17;2025;mujeres;proyeccion;20,15;NA;NA;NA;NA;NA;0,37;2,73;9,00;166343
Melilla;19;1990;hombres;real;NA;0,00;58,14;27,35;63,86;19,05;1,97;55,32;NA;28174
Melilla;19;1990;mujeres;real;NA;4,97;44,96;15,95;69,64;0,00;1,35;34,80;NA;28989
Melilla;19;1991;hombres;real;NA;0,00;105,06;21,22;82,31;30,18;2,45;71,00;NA;28207
Melilla;19;1991;mujeres;real;NA;0,00;50,13;17,56;39,24;0,00;1,11;27,00;NA;28875
Melilla;19;1992;hombres;real;NA;11,98;67,57;12,16;66,69;69,11;2,54;74,11;NA;28771
Melilla;19;1992;mujeres;real;NA;0,00;16,10;36,29;11,32;2,65;1,17;28,97;NA;29340
Melilla;19;1993;hombres;real;NA;12,04;60,90;55,23;87,70;21,09;2,99;88,81;NA;29353
Melilla;19;1993;mujeres;real;NA;5,06;22,00;29,67;34,43;6,14;1,33;34,21;NA;29828
Melilla;19;1994;hombres;real;NA;18,32;64,70;26,24;79,06;30,38;2,35;68,01;NA;29893
Melilla;19;1994;mujeres;real;NA;0,00;35,26;39,94;64,91;4,79;1,93;54,01;NA;30288
Melilla;19;1995;hombres;real;NA;9,96;69,75;26,98;98,38;42,35;2,78;81,99;NA;30398
Melilla;19;1995;mujeres;real;NA;0,00;0,00;21,25;60,75;4,88;1,22;30,54;NA;30720
Melilla;19;1996;hombres;real;NA;18,46;78,10;40,13;33,84;36,65;2,45;71,11;NA;30897
Melilla;19;1996;mujeres;real;NA;0,00;10,69;15,54;36,40;0,00;0,81;17,14;NA;31143
Melilla;19;1997;hombres;real;NA;21,86;119,86;5,88;46,80;19,48;1,65;44,76;4,00;31375
Melilla;19;1997;mujeres;real;NA;0,00;30,64;14,76;26,23;5,18;0,89;19,79;NA;31547
Melilla;19;1998;hombres;real;NA;6,43;82,13;25,49;36,88;35,83;2,09;59,33;8,89;31823
Melilla;19;1998;mujeres;real;NA;5,15;20,20;37,04;34,44;0,00;1,40;36,64;NA;31967
Melilla;19;1999;hombres;real;NA;254,28;82,18;51,57;73,52;7,03;3,09;92,36;NA;32262
Melilla;19;1999;mujeres;real;NA;72,55;34,22;20,14;19,29;0,00;1,03;24,36;27,27;32359
Melilla;19;2000;hombres;real;NA;247,09;80,18;0,00;51,07;37,35;2,05;58,06;3,33;32714
Melilla;19;2000;mujeres;real;NA;101,77;4,78;19,60;40,39;5,71;1,21;30,33;NA;32745
Melilla;19;2001;hombres;real;NA;233,73;101,88;25,48;49,04;31,12;2,67;78,45;5,26;33130
Melilla;19;2001;mujeres;real;NA;95,96;25,20;20,69;45,05;9,62;1,45;38,34;6,25;33113
Melilla;19;2002;hombres;real;NA;227,07;111,29;25,99;24,05;16,71;2,23;64,05;11,76;33265
Melilla;19;2002;mujeres;real;NA;71,22;30,40;20,11;19,11;9,83;1,17;29,02;7,14;33309
Melilla;19;2003;hombres;real;NA;218,64;84,31;6,36;43,61;33,03;2,04;57,54;4,55;33299
Melilla;19;2003;mujeres;real;NA;134,04;32,65;33,61;24,14;0,00;1,53;40,79;11,76;33498
Melilla;19;2004;hombres;real;NA;238,22;33,58;34,63;33,93;13,40;2,08;59,04;8,82;33342
Melilla;19;2004;mujeres;real;NA;125,66;34,04;36,15;24,34;5,71;1,68;45,94;18,42;33680
Melilla;19;2005;hombres;real;NA;201,00;55,47;21,27;23,67;32,42;2,02;56,90;10,45;33139
Melilla;19;2005;mujeres;real;NA;94,83;40,77;15,63;0,00;23,45;1,21;30,15;15,38;33612
Melilla;19;2006;hombres;real;12,94;253,42;66,31;19,52;22,41;23,11;1,96;55,07;6,15;33203
Melilla;19;2006;mujeres;real;14,05;101,59;30,55;15,25;13,38;0,00;0,88;19,50;5,13;33817
Melilla;19;2007;hombres;real;13,15;193,85;43,41;25,53;28,13;22,99;1,93;53,94;5,80;33854
Melilla;19;2007;mujeres;real;13,94;86,69;29,48;9,92;27,59;5,48;0,94;21,55;10,00;34538
Melilla;19;2008;hombres;real;13,15;188,89;75,04;15,07;28,05;10,38;1,61;43,55;14,06;34324
Melilla;19;2008;mujeres;real;14,60;85,67;13,75;9,17;33,22;4,58;0,88;19,27;12,50;35023
Melilla;19;2009;hombres;real;12,57;147,12;31,43;15,34;22,89;18,40;1,38;35,99;5,56;34887
Melilla;19;2009;mujeres;real;14,95;77,38;34,36;9,93;14,67;4,74;0,82;17,30;13,51;35554
Melilla;19;2010;hombres;real;13,07;155,20;48,94;39,47;5,15;20,14;1,97;55,25;7,46;37038
Melilla;19;2010;mujeres;real;15,22;74,91;12,89;19,94;7,88;5,13;0,89;19,63;10,53;36781
Melilla;19;2011;hombres;real;14,46;194,25;77,42;24,55;30,04;12,65;1,94;54,20;10,67;37782
Melilla;19;2011;mujeres;real;16,08;73,98;24,11;0,00;24,11;0,00;0,51;7,24;3,85;37278
Melilla;19;2012;hombres;real;14,61;226,55;34,73;4,21;7,85;0,00;0,81;17,05;11,11;39346
Melilla;19;2012;mujeres;real;16,62;137,79;0,00;15,61;3,66;0,00;0,70;13,32;13,16;38493
Melilla;19;2013;hombres;real;15,33;172,01;50,68;6,29;17,02;25,47;1,37;35,58;4,23;42917
Melilla;19;2013;mujeres;real;18,05;114,43;10,06;25,20;17,74;0,00;1,09;26,30;7,69;40726
Melilla;19;2014;hombres;real;16,27;197,83;34,30;0,00;39,45;0,00;0,95;21,80;3,41;42898
Melilla;19;2014;mujeres;real;19,48;94,95;0,00;0,00;32,90;5,05;0,59;9,78;7,41;41179
Melilla;19;2015;hombres;real;16,55;146,92;50,23;9,74;11,71;27,61;1,39;36,31;15,07;43105
Melilla;19;2015;mujeres;real;18,68;113,96;17,09;10,09;10,09;5,00;0,75;15,22;9,76;41571
Melilla;19;2016;hombres;real;16,46;150,33;37,66;5,16;29,36;15,78;1,18;29,40;7,41;43001
Melilla;19;2016;mujeres;real;18,71;120,83;28,70;20,03;5,01;5,01;1,03;24,50;25,00;41689
Melilla;19;2017;hombres;real;16,38;214,22;49,63;29,04;11,47;11,31;1,73;47,38;14,13;42958
Melilla;19;2017;mujeres;real;18,31;107,46;9,36;8,55;2,81;0,00;0,50;6,94;14,29;41900
Melilla;19;2018;hombres;real;16,87;124,23;45,43;9,30;20,52;2,65;0,97;22,44;12,77;42742
Melilla;19;2018;mujeres;real;18,32;130,35;13,60;5,41;5,52;8,45;0,66;12,14;16,67;41886
Melilla;19;2019;hombres;real;14,86;161,24;27,81;5,45;27,18;8,13;1,00;23,52;25,69;42551
Melilla;19;2019;mujeres;real;14,02;99,27;10,89;2,74;11,79;5,17;0,52;7,63;12,00;41848
Melilla;19;2020;hombres;real;13,41;138,25;45,38;18,08;13,26;12,71;1,32;34,00;13,33;42332
Melilla;19;2020;mujeres;real;12,75;138,99;25,68;18,06;12,44;4,02;1,06;25,27;10,34;41975
Melilla;19;2021;hombres;real;13,68;151,41;55,59;11,79;15,95;19,29;1,38;35,99;18,42;41823
Melilla;19;2021;mujeres;real;12,85;89,66;21,47;7,65;0,00;0,00;0,48;6,39;8,00;41716
Melilla;19;2022;hombres;real;13,67;127,29;32,57;7,61;12,98;7,61;0,87;19,21;10,00;42872
Melilla;19;2022;mujeres;real;13,34;80,70;22,46;8,29;6,28;9,60;0,71;13,97;17,07;41953
Melilla;19;2023;hombres;real;16,05;179,58;41,58;11,52;18,49;7,30;1,17;29,03;14,44;43099
Melilla;19;2023;mujeres;real;16,92;110,17;15,21;2,79;3,20;10,39;0,57;9,32;25,64;42523
Melilla;19;2024;hombres;proyeccion;15,25;127,48;32,58;14,61;12,06;7,16;1,04;24,56;27,20;43430
Melilla;19;2024;mujeres;proyeccion;15,84;87,80;20,41;9,05;4,07;4,07;0,62;10,86;20,00;42902
Melilla;19;2025;hombres;proyeccion;15,25;NA;NA;NA;NA;NA;0,98;22,68;17,47;43628
Melilla;19;2025;mujeres;proyeccion;15,86;NA;NA;NA;NA;NA;0,57;9,34;16,48;43446
País Vasco;16;1990;hombres;real;NA;13,44;70,33;8,64;41,17;31,76;1,58;42,54;NA;1037419
País Vasco;16;1990;mujeres;real;NA;1,43;18,34;8,18;23,34;5,61;0,64;11,40;NA;1072386
País Vasco;16;1991;hombres;real;NA;17,37;76,68;8,87;41,71;31,84;1,64;44,37;NA;1033234
País Vasco;16;1991;mujeres;real;NA;1,03;17,63;9,87;23,54;5,97;0,68;12,94;NA;1069679
País Vasco;16;1992;hombres;real;NA;14,36;70,26;8,01;38,39;24,53;1,42;37,09;NA;1030680
País Vasco;16;1992;mujeres;real;NA;1,29;15,57;5,48;19,29;6,34;0,53;7,73;NA;1068027
País Vasco;16;1993;hombres;real;NA;16,84;73,31;8,65;33,30;27,50;1,46;38,38;NA;1027745
País Vasco;16;1993;mujeres;real;NA;2,02;17,30;6,90;16,64;4,91;0,52;7,62;NA;1066164
País Vasco;16;1994;hombres;real;NA;17,71;62,34;8,43;35,34;23,49;1,34;34,64;NA;1024344
País Vasco;16;1994;mujeres;real;NA;1,43;17,43;5,42;17,53;4,01;0,48;6,16;NA;1063941
País Vasco;16;1995;hombres;real;NA;16,97;65,45;8,48;35,95;24,12;1,38;35,76;NA;1020622
País Vasco;16;1995;mujeres;real;NA;1,12;14,84;7,14;15,39;5,35;0,51;7,16;NA;1061392
País Vasco;16;1996;hombres;real;NA;14,48;79,09;9,96;33,63;26,24;1,50;39,79;NA;1017519
País Vasco;16;1996;mujeres;real;NA;1,70;17,34;5,94;16,80;5,65;0,51;7,28;NA;1059514
País Vasco;16;1997;hombres;real;NA;13,82;72,35;8,21;33,52;22,01;1,34;34,63;7,43;1015178
País Vasco;16;1997;mujeres;real;NA;0,98;16,36;5,94;14,84;4,02;0,46;5,50;7,10;1058391
País Vasco;16;1998;hombres;real;NA;12,33;65,29;8,40;33,21;26,27;1,37;35,69;8,47;1013400
País Vasco;16;1998;mujeres;real;NA;1,74;14,92;6,48;18,45;4,77;0,51;7,32;8,64;1057527
País Vasco;16;1999;hombres;real;NA;240,13;63,03;9,42;33,16;25,90;1,81;50,18;8,55;1012503
País Vasco;16;1999;mujeres;real;NA;100,95;12,97;5,46;16,12;4,29;0,63;11,30;8,58;1057545
País Vasco;16;2000;hombres;real;NA;251,99;63,71;8,15;32,96;23,49;1,76;48,56;8,17;1013812
País Vasco;16;2000;mujeres;real;NA;104,35;13,26;4,28;12,97;4,27;0,58;9,56;9,39;1059599
País Vasco;16;2001;hombres;real;NA;251,07;53,92;6,35;30,70;18,27;1,55;41,53;8,19;1016470
País Vasco;16;2001;mujeres;real;NA;98,83;12,04;4,28;15,45;3,84;0,58;9,54;9,60;1062932
País Vasco;16;2002;hombres;real;NA;245,51;55,67;7,22;30,90;19,89;1,60;43,21;9,71;1019207
País Vasco;16;2002;mujeres;real;NA;104,15;9,95;4,88;13,42;5,34;0,60;10,18;8,27;1065927
País Vasco;16;2003;hombres;real;NA;242,97;50,63;7,86;24,66;17,66;1,49;39,40;9,18;1022562
País Vasco;16;2003;mujeres;real;NA;98,60;11,48;4,08;12,04;3,41;0,53;7,92;8,37;1068876
País Vasco;16;2004;hombres;real;NA;233,09;47,37;7,70;27,52;18,00;1,48;39,16;9,81;1026279
País Vasco;16;2004;mujeres;real;NA;93,24;10,25;4,06;8,94;3,40;0,48;6,33;10,26;1072857
País Vasco;16;2005;hombres;real;NA;227,11;46,60;8,72;24,34;21,18;1,51;40,27;9,39;1030512
País Vasco;16;2005;mujeres;real;NA;88,69;8,31;3,93;11,57;3,25;0,48;6,35;9,56;1077758
País Vasco;16;2006;hombres;real;16,85;227,88;41,95;6,14;26,23;15,58;1,35;34,75;10,80;1035077
País Vasco;16;2006;mujeres;real;20,45;95,75;7,77;4,81;10,90;3,00;0,51;7,07;9,55;1082913
País Vasco;16;2007;hombres;real;16,97;224,65;45,29;6,87;24,71;14,89;1,35;34,89;9,52;1040808
País Vasco;16;2007;mujeres;real;20,30;97,20;8,74;3,97;10,29;4,08;0,50;7,04;9,54;1089567
País Vasco;16;2008;hombres;real;16,55;224,45;40,46;5,00;19,84;13,61;1,21;30,14;9,68;1043277
País Vasco;16;2008;mujeres;real;19,59;93,55;7,69;3,23;9,67;2,35;0,44;4,82;8,49;1095176
País Vasco;16;2009;hombres;real;16,21;218,17;41,14;4,58;17,07;11,85;1,13;27,64;8,90;1040298
País Vasco;16;2009;mujeres;real;18,81;97,87;6,60;2,50;11,44;2,79;0,45;5,10;9,19;1094404
País Vasco;16;2010;hombres;real;16,55;203,73;38,13;4,49;18,32;12,20;1,10;26,71;8,96;1039659
País Vasco;16;2010;mujeres;real;19,10;98,86;6,41;3,12;8,80;4,22;0,46;5,61;10,84;1098276
