ccaa;ccaa_cod;periodo;genero;origen;avs_65;mort_cancer;mort_cardio;mort_diabetes;mort_ictus;mort_epoc;mort_evitable_idx;mort_evitable_idx_0_100;reingresos_psiq;poblacion_total
Cataluña;09;2012;mujeres;real;19,92;89,23;8,29;2,50;8,74;3,17;0,42;4,22;6,03;3728160
Cataluña;09;2013;hombres;real;16,28;185,66;33,36;5,06;14,73;15,12;1,07;25,66;5,21;3660700
Cataluña;09;2013;mujeres;real;19,62;90,59;6,65;2,77;7,24;3,14;0,40;3,73;5,61;3782879
Cataluña;09;2014;hombres;real;16,11;176,67;31,55;4,79;13,01;13,16;0,99;22,88;5,59;3630698
Cataluña;09;2014;mujeres;real;19,34;87,86;6,02;1,97;6,98;2,72;0,37;2,45;5,09;3768907
Cataluña;09;2015;hombres;real;16,39;175,02;32,78;5,22;14,56;15,32;1,05;25,07;5,81;3624306
Cataluña;09;2015;mujeres;real;19,16;85,14;7,39;1,99;6,76;3,02;0,37;2,65;6,56;3771812
Cataluña;09;2016;hombres;real;17,09;171,18;29,96;6,48;14,44;13,75;1,03;24,46;6,41;3629960
Cataluña;09;2016;mujeres;real;19,68;86,15;5,06;2,27;6,21;3,25;0,37;2,47;8,14;3786574
Cataluña;09;2017;hombres;real;16,94;167,23;30,59;7,05;13,98;14,39;1,05;25,01;6,40;3644681
Cataluña;09;2017;mujeres;real;19,49;86,06;6,27;2,72;6,35;3,97;0,40;3,52;5,30;3809278
Cataluña;09;2018;hombres;real;16,99;169,24;29,98;6,47;13,54;13,03;1,01;23,64;7,07;3673164
Cataluña;09;2018;mujeres;real;19,52;83,40;5,16;2,26;6,93;3,77;0,38;2,83;6,43;3842988
Cataluña;09;2019;hombres;real;18,32;159,67;27,53;5,36;12,19;11,51;0,91;20,36;7,19;3722215
Cataluña;09;2019;mujeres;real;21,97;82,89;4,72;2,02;6,42;3,24;0,35;2,05;7,29;3888011
Cataluña;09;2020;hombres;real;16,66;151,67;27,60;5,91;13,25;8,84;0,87;19,18;8,12;3745825
Cataluña;09;2020;mujeres;real;20,20;84,66;4,99;2,24;6,26;2,87;0,36;2,13;8,34;3911017
Cataluña;09;2021;hombres;real;17,75;150,65;28,64;5,62;11,86;8,88;0,86;18,63;8,77;3748148
Cataluña;09;2021;mujeres;real;21,62;81,82;5,61;2,15;6,89;3,00;0,36;2,27;9,73;3913858
Cataluña;09;2022;hombres;real;17,82;143,42;30,29;4,67;12,82;8,55;0,83;17,82;9,46;3850961
Cataluña;09;2022;mujeres;real;21,42;84,55;5,76;1,98;6,21;3,38;0,36;2,33;9,31;3978356
Cataluña;09;2023;hombres;real;18,65;141,35;26,64;5,74;12,01;9,32;0,84;18,09;10,47;3922212
Cataluña;09;2023;mujeres;real;21,21;84,80;5,44;1,85;6,95;3,52;0,37;2,49;8,48;4048083
Cataluña;09;2024;hombres;proyeccion;18,24;138,28;24,60;5,18;12,63;9,82;0,82;17,53;11,91;3976012
Cataluña;09;2024;mujeres;proyeccion;21,25;85,31;5,75;1,61;6,27;4,50;0,37;2,71;10,39;4091977
Cataluña;09;2025;hombres;proyeccion;18,27;NA;NA;NA;NA;NA;0,81;16,99;12,36;4030095
Cataluña;09;2025;mujeres;proyeccion;21,25;NA;NA;NA;NA;NA;0,37;2,59;10,05;4131178
Ceuta;18;1990;hombres;real;NA;14,57;160,48;25,28;92,74;49,53;3,32;99,74;NA;32791
Ceuta;18;1990;mujeres;real;NA;0,00;56,35;21,96;79,82;0,00;1,65;44,90;NA;33921
Ceuta;18;1991;hombres;real;NA;7,34;111,58;23,38;63,22;86,51;3,33;100,00;NA;33357
Ceuta;18;1991;mujeres;real;NA;0,00;60,98;15,14;75,63;16,21;1,74;47,78;NA;34494
Ceuta;18;1992;hombres;real;NA;5,60;173,85;23,08;55,20;34,59;2,70;79,31;NA;33712
Ceuta;18;1992;mujeres;real;NA;0,00;28,73;22,76;42,63;9,84;1,32;34,06;NA;34667
Ceuta;18;1993;hombres;real;NA;0,00;126,93;11,14;58,15;88,29;3,07;91,45;NA;34068
Ceuta;18;1993;mujeres;real;NA;5,47;61,82;13,64;25,75;13,64;1,19;29,52;NA;34851
Ceuta;18;1994;hombres;real;NA;10,25;106,97;10,25;58,18;41,65;2,16;61,46;NA;34388
Ceuta;18;1994;mujeres;real;NA;8,87;70,82;28,07;38,78;8,82;1,66;44,99;NA;35011
Ceuta;18;1995;hombres;real;NA;0,00;139,43;4,79;66,42;41,58;2,26;64,81;NA;34669
Ceuta;18;1995;mujeres;real;NA;0,00;44,38;29,22;60,39;6,67;1,70;46,29;NA;35138
Ceuta;18;1996;hombres;real;NA;0,00;153,59;41,61;35,42;41,37;2,97;88,24;NA;34920
Ceuta;18;1996;mujeres;real;NA;0,00;46,37;18,82;47,55;14,68;1,45;38,30;NA;35244
Ceuta;18;1997;hombres;real;NA;0,00;103,87;28,00;40,37;31,36;2,22;63,64;13,16;35151
Ceuta;18;1997;mujeres;real;NA;0,00;18,79;18,79;51,64;8,49;1,23;31,04;7,81;35333
Ceuta;18;1998;hombres;real;NA;4,86;111,78;15,39;41,93;36,80;2,06;58,37;27,41;35374
Ceuta;18;1998;mujeres;real;NA;0,00;50,58;17,86;40,69;17,95;1,44;37,89;15,00;35398
Ceuta;18;1999;hombres;real;NA;242,91;128,69;22,32;49,72;47,25;3,04;90,59;21,84;35568
Ceuta;18;1999;mujeres;real;NA;108,85;21,75;4,47;22,88;9,43;0,83;17,64;15,69;35468
Ceuta;18;2000;hombres;real;NA;224,61;94,40;20,84;37,63;26,66;2,31;66,42;29,20;35743
Ceuta;18;2000;mujeres;real;NA;84,22;26,78;17,20;17,75;11,10;1,11;27,01;3,70;35531
Ceuta;18;2001;hombres;real;NA;180,70;94,01;4,83;46,03;12,64;1,66;44,98;24,74;35949
Ceuta;18;2001;mujeres;real;NA;82,30;62,77;22,51;25,07;13,11;1,55;41,45;16,67;35560
Ceuta;18;2002;hombres;real;NA;243,34;92,42;10,67;50,76;30,39;2,26;65,02;10,26;35977
Ceuta;18;2002;mujeres;real;NA;119,83;34,74;29,59;20,94;7,30;1,50;39,99;18,97;35497
Ceuta;18;2003;hombres;real;NA;216,21;57,82;23,28;29,78;54,58;2,55;74,39;25,68;35923
Ceuta;18;2003;mujeres;real;NA;96,45;38,96;21,95;24,08;3,45;1,25;31,74;10,81;35491
Ceuta;18;2004;hombres;real;NA;215,48;51,47;25,76;20,53;28,12;2,03;57,41;21,69;35877
Ceuta;18;2004;mujeres;real;NA;90,17;44,60;26,35;26,48;0,00;1,35;34,90;5,66;35528
Ceuta;18;2005;hombres;real;NA;189,72;75,28;24,39;31,35;28,42;2,19;62,68;15,48;35839
Ceuta;18;2005;mujeres;real;NA;102,80;35,06;30,71;21,88;17,90;1,69;46,19;12,73;35544
Ceuta;18;2006;hombres;real;12,94;255,50;70,62;7,63;33,40;23,61;1,80;49,82;29,33;35888
Ceuta;18;2006;mujeres;real;14,05;72,55;34,01;17,84;22,46;6,58;1,11;27,11;8,00;35651
Ceuta;18;2007;hombres;real;13,15;167,39;67,03;28,15;27,43;24,44;2,09;59,42;19,40;35979
Ceuta;18;2007;mujeres;real;13,94;86,91;10,07;16,87;38,78;12,50;1,24;31,38;6,12;35818
Ceuta;18;2008;hombres;real;13,15;180,93;65,67;22,42;34,03;24,89;2,04;57,58;20,59;36170
Ceuta;18;2008;mujeres;real;14,60;109,12;24,97;29,09;17,68;0,00;1,26;31,95;9,68;36183
Ceuta;18;2009;hombres;real;12,57;203,13;77,23;7,66;10,36;33,66;1,69;46,01;8,33;36292
Ceuta;18;2009;mujeres;real;14,95;101,26;17,83;20,79;24,14;3,25;1,11;27,08;9,84;36304
Ceuta;18;2010;hombres;real;13,07;197,40;45,89;21,61;12,55;50,27;2,16;61,65;10,81;37968
Ceuta;18;2010;mujeres;real;15,22;86,01;29,96;11,76;21,83;4,41;0,92;20,69;11,67;37451
Ceuta;18;2011;hombres;real;14,46;161,20;49,21;23,02;39,94;9,11;1,71;46,85;12,35;38396
Ceuta;18;2011;mujeres;real;16,08;91,37;22,08;12,99;24,39;2,63;0,91;20,42;15,62;38248
Ceuta;18;2012;hombres;real;14,61;163,09;52,77;32,36;30,79;13,25;1,96;54,86;16,18;38817
Ceuta;18;2012;mujeres;real;16,62;84,39;21,52;30,28;11,85;4,21;1,24;31,26;13,79;38508
Ceuta;18;2013;hombres;real;15,33;188,59;43,42;12,95;20,83;13,19;1,36;35,19;8,25;43239
Ceuta;18;2013;mujeres;real;18,05;96,38;23,88;4,04;10,37;7,56;0,65;11,81;2,44;41260
Ceuta;18;2014;hombres;real;16,27;177,73;48,58;20,69;17,54;23,48;1,71;46,69;1,72;43193
Ceuta;18;2014;mujeres;real;19,48;84,73;10,86;14,04;0,00;0,00;0,58;9,50;6,00;41423
Ceuta;18;2015;hombres;real;16,55;192,50;27,63;5,68;18,89;8,44;0,99;23,14;9,76;42947
Ceuta;18;2015;mujeres;real;18,68;79,97;18,48;8,66;6,31;4,27;0,61;10,52;15,71;41542
Ceuta;18;2016;hombres;real;16,46;211,14;38,12;25,07;36,02;18,34;1,92;53,60;5,63;43067
Ceuta;18;2016;mujeres;real;18,71;66,80;38,61;8,62;0,00;7,80;0,70;13,32;13,04;41657
Ceuta;18;2017;hombres;real;16,38;196,06;53,72;11,88;28,90;14,11;1,50;39,77;13,95;43249
Ceuta;18;2017;mujeres;real;18,31;110,69;38,24;11,79;6,93;4,27;0,86;18,90;6,67;41767
Ceuta;18;2018;hombres;real;16,87;133,59;19,49;9,67;30,59;7,72;1,04;24,66;12,70;43163
Ceuta;18;2018;mujeres;real;18,32;127,31;22,57;4,87;8,41;2,38;0,61;10,67;17,95;41786
Ceuta;18;2019;hombres;real;14,86;162,70;32,20;7,05;17,27;28,74;1,33;34,15;9,86;42809
Ceuta;18;2019;mujeres;real;14,02;94,01;20,43;0,00;25,28;2,60;0,58;9,65;15,69;41660
Ceuta;18;2020;hombres;real;13,41;147,14;65,05;23,21;20,33;30,89;1,96;54,99;10,39;42481
Ceuta;18;2020;mujeres;real;12,75;115,93;28,65;21,22;10,87;0,00;1,03;24,26;17,14;41478
Ceuta;18;2021;hombres;real;13,68;168,19;53,55;4,98;34,18;12,01;1,28;32,72;11,48;41837
Ceuta;18;2021;mujeres;real;12,85;117,81;10,54;21,39;13,54;16,86;1,25;31,52;13,51;41001
Ceuta;18;2022;hombres;real;13,67;97,85;56,27;10,60;15,12;28,17;1,40;36,49;12,20;41817
Ceuta;18;2022;mujeres;real;13,34;118,42;41,50;17,00;8,07;0,00;0,97;22,33;15,79;40975
Ceuta;18;2023;hombres;real;16,05;143,78;45,37;7,44;17,33;2,57;0,93;21,03;9,68;41783
Ceuta;18;2023;mujeres;real;16,92;63,05;27,47;10,14;8,84;0,00;0,62;10,77;11,54;41048
Ceuta;18;2024;hombres;proyeccion;15,25;109,37;38,27;6,60;13,84;27,49;1,19;29,74;12,12;41993
Ceuta;18;2024;mujeres;proyeccion;15,84;90,66;0,00;6,59;16,02;2,97;0,55;8,45;11,36;41348
Ceuta;18;2025;hombres;proyeccion;15,25;NA;NA;NA;NA;NA;1,09;26,49;11,24;42296
Ceuta;18;2025;mujeres;proyeccion;15,86;NA;NA;NA;NA;NA;0,62;10,78;11,84;41496
Comunidad Foral de Navarra;15;1990;hombres;real;NA;6,03;66,36;6,82;46,80;35,25;1,61;43,60;NA;257783
Comunidad Foral de Navarra;15;1990;mujeres;real;NA;1,87;17,78;9,34;20,70;6,38;0,65;11,89;NA;261517
Comunidad Foral de Navarra;15;1991;hombres;real;NA;11,26;62,60;12,10;35,64;28,77;1,52;40,43;NA;258524
Comunidad Foral de Navarra;15;1991;mujeres;real;NA;1,90;22,89;11,35;24,16;7,70;0,79;16,37;NA;262318
Comunidad Foral de Navarra;15;1992;hombres;real;NA;9,72;70,43;7,40;37,34;28,05;1,44;37,96;NA;260018
Comunidad Foral de Navarra;15;1992;mujeres;real;NA;1,33;17,65;6,02;14,22;4,84;0,48;6,09;NA;263600
Comunidad Foral de Navarra;15;1993;hombres;real;NA;9,63;72,46;10,69;31,57;38,42;1,66;45,07;NA;261518
Comunidad Foral de Navarra;15;1993;mujeres;real;NA;2,00;14,69;7,61;18,69;3,09;0,52;7,39;NA;264860
Comunidad Foral de Navarra;15;1994;hombres;real;NA;9,31;70,97;9,81;32,71;26,24;1,43;37,55;NA;263122
Comunidad Foral de Navarra;15;1994;mujeres;real;NA;0,88;15,51;9,98;17,41;6,07;0,62;10,71;NA;266244
Comunidad Foral de Navarra;15;1995;hombres;real;NA;6,74;72,17;7,14;26,33;22,03;1,23;30,95;NA;264745
Comunidad Foral de Navarra;15;1995;mujeres;real;NA;2,23;19,39;4,27;17,68;3,93;0,46;5,60;NA;267741
Comunidad Foral de Navarra;15;1996;hombres;real;NA;12,17;81,99;7,26;31,08;22,89;1,36;35,21;NA;266174
Comunidad Foral de Navarra;15;1996;mujeres;real;NA;1,24;15,92;4,24;15,27;3,80;0,41;4,03;NA;269151
Comunidad Foral de Navarra;15;1997;hombres;real;NA;7,11;79,01;6,94;32,10;22,38;1,33;34,12;5,48;267492
Comunidad Foral de Navarra;15;1997;mujeres;real;NA;0,41;16,56;4,12;11,42;3,64;0,37;2,66;10,94;270471
Comunidad Foral de Navarra;15;1998;hombres;real;NA;8,55;68,18;7,62;21,74;26,29;1,25;31,66;7,61;269035
Comunidad Foral de Navarra;15;1998;mujeres;real;NA;1,31;15,98;3,84;17,10;3,78;0,42;4,28;13,12;271915
Comunidad Foral de Navarra;15;1999;hombres;real;NA;228,16;65,21;7,19;20,62;21,64;1,55;41,52;4,80;270985
Comunidad Foral de Navarra;15;1999;mujeres;real;NA;89,44;11,83;4,07;13,38;4,35;0,54;8,35;7,23;273697
Comunidad Foral de Navarra;15;2000;hombres;real;NA;231,21;60,71;7,82;22,02;21,76;1,56;41,94;7,49;273271
Comunidad Foral de Navarra;15;2000;mujeres;real;NA;101,32;14,29;5,03;10,51;1,40;0,53;7,78;8,74;275834
Comunidad Foral de Navarra;15;2001;hombres;real;NA;213,69;63,17;7,97;26,02;14,50;1,46;38,62;7,35;275610
Comunidad Foral de Navarra;15;2001;mujeres;real;NA;107,29;12,78;5,56;11,96;3,15;0,59;9,77;9,29;278086
Comunidad Foral de Navarra;15;2002;hombres;real;NA;214,72;68,94;5,50;22,33;13,97;1,39;36,19;6,10;278951
Comunidad Foral de Navarra;15;2002;mujeres;real;NA;96,07;8,29;3,44;9,30;2,47;0,45;5,22;8,18;281284
Comunidad Foral de Navarra;15;2003;hombres;real;NA;202,56;58,01;8,15;19,77;16,28;1,39;36,12;5,46;283332
Comunidad Foral de Navarra;15;2003;mujeres;real;NA;82,31;13,95;5,71;9,94;4,07;0,55;8,41;6,70;285491
Comunidad Foral de Navarra;15;2004;hombres;real;NA;196,43;52,06;7,37;18,82;16,47;1,32;33,79;7,84;287373
Comunidad Foral de Navarra;15;2004;mujeres;real;NA;84,74;9,19;5,05;8,92;2,58;0,47;5,97;7,21;289464
Comunidad Foral de Navarra;15;2005;hombres;real;NA;186,98;44,58;7,41;22,62;17,73;1,32;33,78;6,79;291192
Comunidad Foral de Navarra;15;2005;mujeres;real;NA;92,30;12,13;4,09;9,31;1,35;0,46;5,62;5,44;293265
Comunidad Foral de Navarra;15;2006;hombres;real;15,31;188,81;45,95;6,53;21,91;12,78;1,21;30,40;8,66;294906
Comunidad Foral de Navarra;15;2006;mujeres;real;19,32;88,45;7,80;3,41;11,76;4,06;0,48;6,31;7,13;296953
Comunidad Foral de Navarra;15;2007;hombres;real;15,18;194,37;43,07;8,02;15,34;16,77;1,25;31,60;7,37;299384
Comunidad Foral de Navarra;15;2007;mujeres;real;19,29;97,97;7,70;5,35;4,99;3,56;0,47;6,06;3,97;301262
Comunidad Foral de Navarra;15;2008;hombres;real;15,88;189,84;43,29;8,90;13,95;12,71;1,18;29,37;5,66;304285
Comunidad Foral de Navarra;15;2008;mujeres;real;19,09;81,35;5,83;4,05;11,13;1,94;0,43;4,65;9,36;306099
Comunidad Foral de Navarra;15;2009;hombres;real;16,76;189,78;38,04;4,49;18,49;12,28;1,08;25,91;6,43;307697
Comunidad Foral de Navarra;15;2009;mujeres;real;19,39;90,51;4,30;2,48;7,25;2,49;0,37;2,69;5,32;309204
Comunidad Foral de Navarra;15;2010;hombres;real;17,36;159,16;31,50;8,25;14,76;11,69;1,03;24,41;4,01;308880
Comunidad Foral de Navarra;15;2010;mujeres;real;19,57;80,83;5,55;4,73;10,14;3,71;0,47;5,81;3,12;311794
Comunidad Foral de Navarra;15;2011;hombres;real;18,36;187,69;34,42;5,65;17,36;12,14;1,07;25,65;4,04;309045
Comunidad Foral de Navarra;15;2011;mujeres;real;21,53;100,00;4,35;3,43;8,42;3,36;0,44;4,95;4,02;313743
Comunidad Foral de Navarra;15;2012;hombres;real;17,46;179,93;37,53;6,68;11,18;7,42;0,96;21,96;4,97;308640
Comunidad Foral de Navarra;15;2012;mujeres;real;20,00;85,64;4,53;0,83;6,32;1,96;0,30;0,44;8,40;314874
Comunidad Foral de Navarra;15;2013;hombres;real;17,22;183,46;30,54;3,07;11,48;13,72;0,94;21,50;5,74;316497
Comunidad Foral de Navarra;15;2013;mujeres;real;20,42;87,95;7,92;1,88;7,10;2,36;0,37;2,56;7,02;320528
Comunidad Foral de Navarra;15;2014;hombres;real;17,16;189,66;28,71;8,63;14,86;13,14;1,11;26,99;6,73;315501
Comunidad Foral de Navarra;15;2014;mujeres;real;20,50;98,14;9,02;1,89;5,45;2,30;0,38;2,85;6,27;320503
Comunidad Foral de Navarra;15;2015;hombres;real;17,21;162,17;33,30;7,16;15,66;8,99;0,98;22,80;6,84;315459
Comunidad Foral de Navarra;15;2015;mujeres;real;20,58;78,76;6,58;3,32;7,98;4,50;0,43;4,43;7,16;320799
Comunidad Foral de Navarra;15;2016;hombres;real;17,46;165,93;26,16;8,19;11,89;12,83;1,00;23,53;7,13;316166
Comunidad Foral de Navarra;15;2016;mujeres;real;21,15;80,96;5,75;4,57;6,09;3,95;0,43;4,56;7,68;322048
Comunidad Foral de Navarra;15;2017;hombres;real;17,45;166,07;34,50;7,85;13,32;13,91;1,08;25,85;7,55;317227
Comunidad Foral de Navarra;15;2017;mujeres;real;20,91;90,48;5,59;2,50;8,33;4,23;0,42;4,26;5,49;324119
Comunidad Foral de Navarra;15;2018;hombres;real;17,77;147,77;23,76;5,06;14,59;8,34;0,83;17,66;7,47;319340
Comunidad Foral de Navarra;15;2018;mujeres;real;21,06;79,54;5,22;0,69;8,20;2,76;0,32;1,12;5,94;326808
Comunidad Foral de Navarra;15;2019;hombres;real;17,64;152,49;28,66;6,00;10,13;10,20;0,88;19,26;5,43;322434
Comunidad Foral de Navarra;15;2019;mujeres;real;21,45;81,99;5,27;1,38;5,63;4,77;0,36;2,16;8,58;330128
Comunidad Foral de Navarra;15;2020;hombres;real;16,37;150,42;24,90;5,54;10,07;12,05;0,87;19,08;8,99;324658
Comunidad Foral de Navarra;15;2020;mujeres;real;20,07;85,96;5,38;2,23;6,18;2,68;0,36;2,15;5,95;332545
Comunidad Foral de Navarra;15;2021;hombres;real;17,26;148,95;29,21;4,90;12,93;9,20;0,85;18,56;8,60;324446
Comunidad Foral de Navarra;15;2021;mujeres;real;21,79;83,62;4,85;2,97;6,08;2,99;0,37;2,67;5,36;332384
Comunidad Foral de Navarra;15;2022;hombres;real;16,85;140,73;27,23;4,93;11,98;10,57;0,84;18,17;8,59;330579
Comunidad Foral de Navarra;15;2022;mujeres;real;20,78;76,73;5,45;1,58;7,98;4,62;0,37;2,71;7,38;337379
Comunidad Foral de Navarra;15;2023;hombres;real;18,39;129,32;29,25;4,96;12,48;7,10;0,78;16,06;6,36;333787
Comunidad Foral de Navarra;15;2023;mujeres;real;20,96;74,61;4,03;1,95;6,77;5,91;0,38;2,97;8,19;341009
Comunidad Foral de Navarra;15;2024;hombres;proyeccion;17,89;144,12;28,90;5,58;11,88;10,08;0,87;18,93;6,51;337163
Comunidad Foral de Navarra;15;2024;mujeres;proyeccion;21,10;86,80;4,04;2,20;6,28;4,47;0,38;2,97;7,52;343342
Comunidad Foral de Navarra;15;2025;hombres;proyeccion;17,89;NA;NA;NA;NA;NA;0,78;16,24;6,83;340437
Comunidad Foral de Navarra;15;2025;mujeres;proyeccion;21,13;NA;NA;NA;NA;NA;0,38;2,81;6,86;346071
Comunidad Valenciana;10;1990;hombres;real;NA;8,59;104,51;15,20;58,38;40,92;2,25;64,72;NA;1884380
Comunidad Valenciana;10;1990;mujeres;real;NA;1,08;31,94;14,97;40,53;8,97;1,11;27,00;NA;1963849
Comunidad Valenciana;10;1991;hombres;real;NA;10,17;103,42;13,63;58,31;36,65;2,14;60,87;NA;1891521
Comunidad Valenciana;10;1991;mujeres;real;NA;0,77;31,66;13,91;34,11;7,76;1,00;23,29;NA;1971932
Comunidad Valenciana;10;1992;hombres;real;NA;10,25;101,88;14,11;57,87;34,46;2,10;59,63;NA;1897845
Comunidad Valenciana;10;1992;mujeres;real;NA;1,14;28,53;11,93;33,32;6,56;0,90;20,16;NA;1977889
Comunidad Valenciana;10;1993;hombres;real;NA;8,91;100,33;12,01;49,93;34,27;1,95;54,83;NA;1903986
Comunidad Valenciana;10;1993;mujeres;real;NA;1,38;32,41;13,17;30,18;7,27;0,94;21,32;NA;1983786
Comunidad Valenciana;10;1994;hombres;real;NA;10,11;99,75;13,24;53,44;32,84;1,99;56,16;NA;1909820
Comunidad Valenciana;10;1994;mujeres;real;NA;0,98;26,81;12,51;29,92;5,59;0,86;18,67;NA;1989596
Comunidad Valenciana;10;1995;hombres;real;NA;9,07;90,10;13,02;47,69;33,02;1,88;52,38;NA;1915554
Comunidad Valenciana;10;1995;mujeres;real;NA;0,96;28,90;11,65;24,87;5,20;0,79;16,49;NA;1995434
Comunidad Valenciana;10;1996;hombres;real;NA;8,40;99,39;11,84;47,40;33,22;1,90;53,08;NA;1921231
Comunidad Valenciana;10;1996;mujeres;real;NA;1,06;27,51;10,42;24,68;6,25;0,77;15,74;NA;2001113
Comunidad Valenciana;10;1997;hombres;real;NA;10,49;93,91;10,81;43,24;32,55;1,80;49,63;11,43;1927798
Comunidad Valenciana;10;1997;mujeres;real;NA;1,06;28,95;8,48;21,20;6,07;0,69;13,16;9,39;2007419
Comunidad Valenciana;10;1998;hombres;real;NA;7,53;88,48;12,73;41,83;31,43;1,78;48,97;10,87;1937610
Comunidad Valenciana;10;1998;mujeres;real;NA;0,89;27,13;9,99;21,39;6,72;0,73;14,50;9,69;2017038
Comunidad Valenciana;10;1999;hombres;real;NA;230,07;94,29;10,35;39,43;32,75;2,17;61,95;11,62;1954522
Comunidad Valenciana;10;1999;mujeres;real;NA;104,97;25,49;9,04;21,61;6,71;0,90;19,99;10,30;2033846
Comunidad Valenciana;10;2000;hombres;real;NA;232,28;88,08;9,79;35,93;26,34;1,98;55,74;11,73;1982369
Comunidad Valenciana;10;2000;mujeres;real;NA;98,57;24,09;6,74;19,47;4,73;0,76;15,60;10,31;2059304
Comunidad Valenciana;10;2001;hombres;real;NA;226,24;83,17;8,74;34,80;22,86;1,85;51,26;10,58;2023740
Comunidad Valenciana;10;2001;mujeres;real;NA;103,34;22,39;8,16;21,14;3,67;0,80;16,72;9,17;2094489
Comunidad Valenciana;10;2002;hombres;real;NA;217,22;77,52;10,62;30,20;28,22;1,89;52,76;10,34;2080086
Comunidad Valenciana;10;2002;mujeres;real;NA;95,86;20,76;7,28;19,15;4,83;0,75;15,22;10,09;2143117
Comunidad Valenciana;10;2003;hombres;real;NA;216,62;79,15;10,55;31,84;23,04;1,83;50,59;10,60;2142666
Comunidad Valenciana;10;2003;mujeres;real;NA;99,17;20,82;7,06;17,60;4,08;0,73;14,33;11,28;2199179
Comunidad Valenciana;10;2004;hombres;real;NA;210,82;69,29;9,59;32,05;19,30;1,67;45,57;10,47;2204799
Comunidad Valenciana;10;2004;mujeres;real;NA;95,15;20,68;6,76;15,68;3,54;0,68;12,88;9,84;2254466
Comunidad Valenciana;10;2005;hombres;real;NA;204,43;71,00;9,39;27,06;22,20;1,67;45,34;9,92;2269307
Comunidad Valenciana;10;2005;mujeres;real;NA;101,01;19,33;5,68;15,51;4,42;0,67;12,53;8,99;2310406
Comunidad Valenciana;10;2006;hombres;real;15,60;196,24;66,33;9,37;25,77;17,51;1,53;40,90;9,98;2330304
Comunidad Valenciana;10;2006;mujeres;real;17,63;90,05;17,69;4,50;14,16;3,14;0,58;9,40;8,74;2363075
Comunidad Valenciana;10;2007;hombres;real;15,60;193,65;64,17;8,50;25,52;19,62;1,53;40,72;8,83;2401509
Comunidad Valenciana;10;2007;mujeres;real;17,69;90,51;16,50;5,60;14,31;3,30;0,60;10,27;10,15;2423059
Comunidad Valenciana;10;2008;hombres;real;15,89;194,00;57,11;7,61;22,73;16,75;1,39;36,18;10,82;2465428
Comunidad Valenciana;10;2008;mujeres;real;17,12;92,09;16,83;4,84;12,23;3,82;0,58;9,42;9,59;2485138
Comunidad Valenciana;10;2009;hombres;real;15,99;190,38;58,13;8,00;21,91;17,25;1,40;36,49;9,65;2498890
Comunidad Valenciana;10;2009;mujeres;real;16,61;88,71;13,31;5,33;11,80;3,27;0,55;8,52;9,49;2520246
Comunidad Valenciana;10;2010;hombres;real;16,23;189,06;53,76;6,29;20,35;15,32;1,28;32,58;9,90;2477456
Comunidad Valenciana;10;2010;mujeres;real;16,82;93,23;12,21;3,36;11,04;3,39;0,50;6,78;9,37;2513175
Comunidad Valenciana;10;2011;hombres;real;17,03;189,64;51,86;5,70;19,47;15,90;1,26;31,82;10,37;2480864
Comunidad Valenciana;10;2011;mujeres;real;19,64;93,68;13,03;3,37;10,07;2,92;0,48;6,38;8,93;2520370
Comunidad Valenciana;10;2012;hombres;real;16,60;182,41;50,91;6,04;18,28;15,68;1,23;30,96;9,53;2483164
Comunidad Valenciana;10;2012;mujeres;real;18,16;88,32;12,15;2,67;10,26;2,97;0,45;5,39;8,69;2528250
Comunidad Valenciana;10;2013;hombres;real;16,92;182,05;47,61;5,80;16,20;15,08;1,17;29,13;9,07;2459935
Comunidad Valenciana;10;2013;mujeres;real;18,77;95,09;11,03;3,08;10,59;3,53;0,48;6,37;9,23;2507090
Comunidad Valenciana;10;2014;hombres;real;16,98;180,20;46,64;5,69;17,60;12,36;1,13;27,66;8,40;2446999
Comunidad Valenciana;10;2014;mujeres;real;19,28;91,54;10,34;3,37;10,24;3,73;0,48;6,27;8,49;2500347
Comunidad Valenciana;10;2015;hombres;real;16,83;179,49;45,46;5,06;17,98;15,76;1,17;28,90;8,88;2436780
Comunidad Valenciana;10;2015;mujeres;real;19,57;89,56;11,46;2,62;8,77;3,93;0,45;5,36;9,87;2494499
Comunidad Valenciana;10;2016;hombres;real;17,63;178,12;43,78;5,10;17,88;11,75;1,09;26,25;9,28;2432471
Comunidad Valenciana;10;2016;mujeres;real;20,54;92,11;8,87;2,83;9,25;3,81;0,45;5,31;9,19;2495435
Comunidad Valenciana;10;2017;hombres;real;17,41;171,04;39,01;5,64;16,89;12,70;1,07;25,61;9,01;2432644
Comunidad Valenciana;10;2017;mujeres;real;20,31;90,56;8,75;3,03;9,10;3,69;0,45;5,23;9,20;2499659
Comunidad Valenciana;10;2018;hombres;real;17,45;169,79;36,45;6,72;17,56;12,30;1,08;25,95;9,60;2438510
Comunidad Valenciana;10;2018;mujeres;real;20,20;86,83;8,93;3,15;8,77;4,09;0,45;5,25;9,78;2509947
Comunidad Valenciana;10;2019;hombres;real;17,77;164,33;35,24;6,68;14,92;12,08;1,03;24,38;10,25;2462857
Comunidad Valenciana;10;2019;mujeres;real;19,09;86,31;8,67;3,20;8,74;5,39;0,47;5,94;9,89;2536764
