ccaa_id3,ccaa,anio,pib_regional_eur,origen_pib,pib_lo,pib_hi,imp_social_total,pct_pib_social_total,imp_sanidad,imp_educacion,imp_soberania,imp_direccion,imp_vivienda,imp_empleo,imp_idi,imp_dependencia,imp_discapacidad,imp_salud_mental,imp_diversidad,imp_turismo,imp_igualdad,pct_pib_sanidad,pct_pib_educacion,pct_pib_soberania,pct_pib_direccion,pct_pib_vivienda,pct_pib_empleo,pct_pib_idi,pct_pib_dependencia,pct_pib_discapacidad,pct_pib_salud_mental,pct_pib_diversidad,pct_pib_turismo,pct_pib_igualdad
lar,La Rioja,2026,12112848663.0821,proyeccion,10517184656.1577,13257134261.0667,1666195331.0,13.7556,637055097.0,428443953.0,97033492.0,90758321.0,28375471.0,27155299.0,113047983.0,89181987.0,29795599.0,1636719.0,71528950.0,47821407.0,4361053.0,5.2593,3.5371,0.8011,0.7493,0.2343,0.2242,0.9333,0.7363,0.246,0.0135,0.5905,0.3948,0.036
mad,Madrid,2015,206231525000.0,real,,,11958464612.0,5.7986,7191837009.0,2074434949.0,0.0,408193562.0,301398956.0,167256077.0,444566824.0,1220062890.0,0.0,0.0,116147741.0,13023263.0,21543341.0,3.4873,1.0059,0.0,0.1979,0.1461,0.0811,0.2156,0.5916,0.0,0.0,0.0563,0.0063,0.0104
mad,Madrid,2016,214469101000.0,real,,,12352839854.0,5.7597,7415379241.0,2314363938.0,33927477.0,372050802.0,491712203.0,241165802.0,15029996.0,1073078872.0,302971858.0,0.0,45437306.0,25251048.0,22471311.0,3.4576,1.0791,0.0158,0.1735,0.2293,0.1124,0.007,0.5003,0.1413,0.0,0.0212,0.0118,0.0105
mad,Madrid,2017,224373156000.0,real,,,12668047934.0,5.646,7599708222.0,2370928847.0,40692773.0,405243781.0,411345906.0,243461968.0,16144647.0,1167421468.0,309725958.0,0.0,48792419.0,32015390.0,22566555.0,3.3871,1.0567,0.0181,0.1806,0.1833,0.1085,0.0072,0.5203,0.138,0.0,0.0217,0.0143,0.0101
mad,Madrid,2018,233735808000.0,real,,,13109014241.0,5.6085,7828244717.0,2361681788.0,45256684.0,474165292.0,330310560.0,254911655.0,124626170.0,1258136922.0,334830730.0,0.0,49299422.0,23827754.0,23722547.0,3.3492,1.0104,0.0194,0.2029,0.1413,0.1091,0.0533,0.5383,0.1433,0.0,0.0211,0.0102,0.0101
mad,Madrid,2019,243889359000.0,real,,,13625684091.0,5.5868,8066704298.0,2487484407.0,48402728.0,501901873.0,332761011.0,263604632.0,154239111.0,1324040720.0,341816832.0,0.0,55426096.0,24437277.0,24865106.0,3.3075,1.0199,0.0198,0.2058,0.1364,0.1081,0.0632,0.5429,0.1402,0.0,0.0227,0.01,0.0102
mad,Madrid,2020,221061932000.0,real,,,13625684091.0,6.1637,8066704298.0,2487484407.0,48402728.0,501901873.0,332761011.0,263604632.0,154239111.0,1324040720.0,341816832.0,0.0,55426096.0,24437277.0,24865106.0,3.6491,1.1252,0.0219,0.227,0.1505,0.1192,0.0698,0.5989,0.1546,0.0,0.0251,0.0111,0.0112
mad,Madrid,2021,239837609000.0,real,,,13625684091.0,5.6812,8066704298.0,2487484407.0,48402728.0,501901873.0,332761011.0,263604632.0,154239111.0,1324040720.0,341816832.0,0.0,55426096.0,24437277.0,24865106.0,3.3634,1.0372,0.0202,0.2093,0.1387,0.1099,0.0643,0.5521,0.1425,0.0,0.0231,0.0102,0.0104
mad,Madrid,2022,267171570000.0,real,,,15203407570.0,5.6905,8759661476.0,2825098365.0,87383205.0,577051444.0,264614300.0,355681255.0,229000297.0,1468148434.0,426658876.0,0.0,105642033.0,71660709.0,32807176.0,3.2787,1.0574,0.0327,0.216,0.099,0.1331,0.0857,0.5495,0.1597,0.0,0.0395,0.0268,0.0123
mad,Madrid,2023,295939562000.0,real,,,15203407570.0,5.1373,8759661476.0,2825098365.0,87383205.0,577051444.0,264614300.0,355681255.0,229000297.0,1468148434.0,426658876.0,0.0,105642033.0,71660709.0,32807176.0,2.9599,0.9546,0.0295,0.195,0.0894,0.1202,0.0774,0.4961,0.1442,0.0,0.0357,0.0242,0.0111
mad,Madrid,2024,316193370000.0,real,,,17738932137.0,5.6102,10211960772.0,3071356976.0,98207107.0,696219642.0,528876920.0,328483601.0,220655159.0,1809832916.0,450655867.0,0.0,205835759.0,76311934.0,40535484.0,3.2297,0.9714,0.0311,0.2202,0.1673,0.1039,0.0698,0.5724,0.1425,0.0,0.0651,0.0241,0.0128
mad,Madrid,2025,330794990991.154,proyeccion,286598470488.3776,352229491607.7598,18621600935.0,5.6293,10542858597.0,3178683222.0,100152638.0,796359062.0,743072168.0,354460441.0,238625438.0,1882516974.0,450974972.0,0.0,235220213.0,58827686.0,39849524.0,3.1871,0.9609,0.0303,0.2407,0.2246,0.1072,0.0721,0.5691,0.1363,0.0,0.0711,0.0178,0.012
mad,Madrid,2026,356751462437.7044,proyeccion,298557662892.4586,387952297042.721,19557704549.0,5.4822,11093460615.0,3291300291.0,104850437.0,821501227.0,769773510.0,351803506.0,246701357.0,2043283812.0,497641026.0,0.0,241717724.0,57406038.0,38265006.0,3.1096,0.9226,0.0294,0.2303,0.2158,0.0986,0.0692,0.5727,0.1395,0.0,0.0678,0.0161,0.0107
mur,Murcia,2015,29168718000.0,real,,,4492468892.0,15.4017,1859495700.0,1301370707.0,111985399.0,920382805.0,24852219.0,22065249.0,24561951.0,92652199.0,59246671.0,13504074.0,15766812.0,40341138.0,6243968.0,6.375,4.4615,0.3839,3.1554,0.0852,0.0756,0.0842,0.3176,0.2031,0.0463,0.0541,0.1383,0.0214
mur,Murcia,2016,30009138000.0,real,,,4696575753.0,15.6505,1958971130.0,1335846593.0,93468320.0,995053957.0,40025740.0,23321012.0,24646907.0,92828035.0,62893152.0,14441338.0,23174000.0,24890377.0,7015192.0,6.5279,4.4515,0.3115,3.3158,0.1334,0.0777,0.0821,0.3093,0.2096,0.0481,0.0772,0.0829,0.0234
mur,Murcia,2017,31192490000.0,real,,,4845773761.0,15.5351,2000860733.0,1352081667.0,114988164.0,1044911625.0,41154042.0,23062691.0,24259845.0,100101578.0,66102308.0,17168214.0,24690936.0,29772868.0,6619090.0,6.4146,4.3346,0.3686,3.3499,0.1319,0.0739,0.0778,0.3209,0.2119,0.055,0.0792,0.0954,0.0212
mur,Murcia,2018,31715345000.0,real,,,5287434367.0,16.6715,2124384788.0,1410897383.0,133875189.0,1237979230.0,52012726.0,29595660.0,28839541.0,108157734.0,70841254.0,18149920.0,34425613.0,31287502.0,6987827.0,6.6983,4.4486,0.4221,3.9034,0.164,0.0933,0.0909,0.341,0.2234,0.0572,0.1085,0.0987,0.022
mur,Murcia,2019,33000651000.0,real,,,5591576002.0,16.9438,2188488008.0,1468600514.0,124516464.0,1431439079.0,51781136.0,33799587.0,29682179.0,111952655.0,72832470.0,18886138.0,34839645.0,17089291.0,7668836.0,6.6317,4.4502,0.3773,4.3376,0.1569,0.1024,0.0899,0.3392,0.2207,0.0572,0.1056,0.0518,0.0232
mur,Murcia,2020,30440306000.0,real,,,5949139332.0,19.5436,2203429680.0,1572762131.0,125334263.0,1685646863.0,26782024.0,38000877.0,18475584.0,117774419.0,103529877.0,18307335.0,5055006.0,23152099.0,10889174.0,7.2385,5.1667,0.4117,5.5375,0.088,0.1248,0.0607,0.3869,0.3401,0.0601,0.0166,0.0761,0.0358
mur,Murcia,2021,33603543000.0,real,,,6472069405.0,19.2601,2487112377.0,1623351758.0,136683389.0,1774034803.0,32283621.0,31062217.0,29200123.0,137172304.0,109035673.0,28298826.0,4062951.0,59901204.0,19870159.0,7.4013,4.8309,0.4068,5.2793,0.0961,0.0924,0.0869,0.4082,0.3245,0.0842,0.0121,0.1783,0.0591
mur,Murcia,2022,37380806000.0,real,,,6747456372.0,18.0506,2530062207.0,1691192872.0,159202572.0,1863477368.0,45119660.0,44173619.0,29184468.0,161289755.0,121679850.0,31208914.0,4055849.0,47540280.0,19268958.0,6.7683,4.5242,0.4259,4.9851,0.1207,0.1182,0.0781,0.4315,0.3255,0.0835,0.0109,0.1272,0.0515
mur,Murcia,2023,39838741000.0,real,,,7416457796.0,18.6162,2661157290.0,1826798528.0,172046776.0,2191266798.0,47107892.0,38258107.0,20610121.0,189336986.0,138070824.0,31286223.0,6492289.0,73705868.0,20320094.0,6.6798,4.5855,0.4319,5.5003,0.1182,0.096,0.0517,0.4753,0.3466,0.0785,0.0163,0.185,0.051
mur,Murcia,2024,42488024000.0,real,,,7632961453.0,17.965,2847362340.0,2172034241.0,163492042.0,1900699189.0,27609541.0,39724648.0,20462159.0,194306355.0,163144771.0,25105724.0,7252103.0,47243581.0,24524759.0,6.7016,5.1121,0.3848,4.4735,0.065,0.0935,0.0482,0.4573,0.384,0.0591,0.0171,0.1112,0.0577
mur,Murcia,2025,44209906961.5551,proyeccion,39191604186.6976,47263962090.7635,7903990312.0,17.8783,2972286524.0,2313361348.0,185070075.0,1844871240.0,36991194.0,41253142.0,21386224.0,220761192.0,168663594.0,31256422.0,6158402.0,45848955.0,16082000.0,6.7231,5.2327,0.4186,4.173,0.0837,0.0933,0.0484,0.4993,0.3815,0.0707,0.0139,0.1037,0.0364
mur,Murcia,2026,46619073818.1298,proyeccion,40320807327.9048,51777210082.211,7903990312.0,16.9544,2972286524.0,2313361348.0,185070075.0,1844871240.0,36991194.0,41253142.0,21386224.0,220761192.0,168663594.0,31256422.0,6158402.0,45848955.0,16082000.0,6.3757,4.9623,0.397,3.9573,0.0793,0.0885,0.0459,0.4735,0.3618,0.067,0.0132,0.0983,0.0345
nav,Navarra,2015,18334417000.0,real,,,3091768726.0,16.8632,904884244.0,573147512.0,86756412.0,1103841169.0,55570729.0,51433626.0,53329419.0,132524989.0,210000.0,27149023.0,90615050.0,7558346.0,4748207.0,4.9354,3.1261,0.4732,6.0206,0.3031,0.2805,0.2909,0.7228,0.0011,0.1481,0.4942,0.0412,0.0259
nav,Navarra,2016,18911331000.0,real,,,3192011907.0,16.8788,950290485.0,600949459.0,94866733.0,1078353788.0,45913023.0,50728092.0,69929845.0,135868207.0,421000.0,27585465.0,124916534.0,7618845.0,4570431.0,5.025,3.1777,0.5016,5.7022,0.2428,0.2682,0.3698,0.7184,0.0022,0.1459,0.6605,0.0403,0.0242
nav,Navarra,2017,19698794000.0,real,,,3367972646.0,17.0974,1006123754.0,643352335.0,101943559.0,1070097478.0,53900469.0,58876993.0,86911374.0,140857234.0,1370000.0,28979216.0,161071313.0,9066199.0,5422722.0,5.1075,3.2659,0.5175,5.4323,0.2736,0.2989,0.4412,0.7151,0.007,0.1471,0.8177,0.046,0.0275
nav,Navarra,2018,20235995000.0,real,,,3489063001.0,17.2419,1024602853.0,654538007.0,105050595.0,1157047352.0,61432763.0,60539965.0,55673776.0,148959127.0,1511000.0,30662441.0,171828571.0,10961496.0,6255055.0,5.0633,3.2345,0.5191,5.7178,0.3036,0.2992,0.2751,0.7361,0.0075,0.1515,0.8491,0.0542,0.0309
nav,Navarra,2019,21070268000.0,real,,,3614726995.0,17.1556,1047750152.0,689939162.0,117065311.0,1188053933.0,61004440.0,59789949.0,56830229.0,164750303.0,0.0,34254463.0,177213289.0,11264355.0,6811409.0,4.9726,3.2745,0.5556,5.6385,0.2895,0.2838,0.2697,0.7819,0.0,0.1626,0.8411,0.0535,0.0323
nav,Navarra,2020,19160726000.0,real,,,3836707898.0,20.0238,1122231413.0,758237455.0,110139479.0,1253661087.0,57995787.0,62681582.0,59288428.0,165529340.0,0.0,36296315.0,192482976.0,10639297.0,7524739.0,5.8569,3.9572,0.5748,6.5429,0.3027,0.3271,0.3094,0.8639,0.0,0.1894,1.0046,0.0555,0.0393
nav,Navarra,2021,20821017000.0,real,,,4037154429.0,19.3898,1211356190.0,821486275.0,101135130.0,1250798411.0,64723248.0,64669872.0,67356127.0,176033515.0,0.0,37892168.0,221299137.0,12064855.0,8339501.0,5.8179,3.9455,0.4857,6.0074,0.3109,0.3106,0.3235,0.8455,0.0,0.182,1.0629,0.0579,0.0401
nav,Navarra,2022,23204474000.0,real,,,4289333677.0,18.4849,1217768301.0,891414962.0,112088961.0,1312585325.0,101490757.0,82705639.0,83730303.0,208247972.0,0.0,38741281.0,220929309.0,9071432.0,10559435.0,5.248,3.8416,0.483,5.6566,0.4374,0.3564,0.3608,0.8974,0.0,0.167,0.9521,0.0391,0.0455
nav,Navarra,2023,24975376000.0,real,,,4685173097.0,18.7592,1285836840.0,940095265.0,124966970.0,1464051364.0,111764638.0,81668075.0,87391215.0,244247845.0,0.0,41086982.0,272539154.0,21712285.0,9812464.0,5.1484,3.7641,0.5004,5.862,0.4475,0.327,0.3499,0.978,0.0,0.1645,1.0912,0.0869,0.0393
nav,Navarra,2024,26619297000.0,real,,,5227324531.0,19.6374,1415375379.0,1002695363.0,133593576.0,1742071850.0,148041783.0,75647559.0,80781074.0,251016523.0,0.0,43843236.0,297227028.0,26427391.0,10603769.0,5.3171,3.7668,0.5019,6.5444,0.5561,0.2842,0.3035,0.943,0.0,0.1647,1.1166,0.0993,0.0398
nav,Navarra,2025,27727717738.525,proyeccion,24206861352.1965,29666504048.9991,5360906954.0,19.3341,1460097315.0,1033257219.0,144213954.0,1796188215.0,149930256.0,75522428.0,72065748.0,254338477.0,0.0,44170464.0,302408443.0,17788647.0,10925788.0,5.2658,3.7264,0.5201,6.478,0.5407,0.2724,0.2599,0.9173,0.0,0.1593,1.0906,0.0642,0.0394
nav,Navarra,2026,29541097405.4703,proyeccion,24968558722.2379,31930570511.0693,5632899535.0,19.068,1508379759.0,1063943100.0,141025876.0,1928246658.0,153543125.0,77686463.0,78112661.0,266742173.0,0.0,45731453.0,332718164.0,24282799.0,12487304.0,5.106,3.6016,0.4774,6.5273,0.5198,0.263,0.2644,0.903,0.0,0.1548,1.1263,0.0822,0.0423
pvc,País Vasco,2015,65073341000.0,real,,,7353720921.0,11.3007,3384908174.0,2544775749.0,110297987.0,307908300.0,110722750.0,654870712.0,206541101.0,0.0,0.0,5097224.0,4216387.0,13597537.0,10785000.0,5.2017,3.9106,0.1695,0.4732,0.1702,1.0064,0.3174,0.0,0.0,0.0078,0.0065,0.0209,0.0166
pvc,País Vasco,2016,67114993000.0,real,,,7435879684.0,11.0793,3416697951.0,2583113822.0,111621719.0,270047845.0,112679947.0,687590577.0,220465184.0,0.0,0.0,5045447.0,4225123.0,13607069.0,10785000.0,5.0908,3.8488,0.1663,0.4024,0.1679,1.0245,0.3285,0.0,0.0,0.0075,0.0063,0.0203,0.0161
pvc,País Vasco,2017,69585295000.0,real,,,7659740269.0,11.0077,3538134644.0,2632327803.0,114103909.0,274107381.0,125389229.0,676907176.0,261790988.0,0.0,0.0,4582356.0,4283087.0,17170804.0,10942892.0,5.0846,3.7829,0.164,0.3939,0.1802,0.9728,0.3762,0.0,0.0,0.0066,0.0062,0.0247,0.0157
pvc,País Vasco,2018,71915111000.0,real,,,7921753843.0,11.0154,3672658495.0,2683253688.0,118978614.0,274215383.0,135019410.0,715374596.0,283676821.0,0.0,0.0,4658505.0,4518474.0,18343057.0,11056800.0,5.1069,3.7311,0.1654,0.3813,0.1877,0.9947,0.3945,0.0,0.0,0.0065,0.0063,0.0255,0.0154
pvc,País Vasco,2019,73999981000.0,real,,,8276408661.0,11.1843,3795519108.0,2799852674.0,129468759.0,313092145.0,150581895.0,743789973.0,302457565.0,0.0,0.0,4603892.0,6346607.0,18843039.0,11853004.0,5.1291,3.7836,0.175,0.4231,0.2035,1.0051,0.4087,0.0,0.0,0.0062,0.0086,0.0255,0.016
pvc,País Vasco,2020,66672598000.0,real,,,8579380416.0,12.8679,3938835835.0,2885693937.0,132657441.0,277958483.0,164070631.0,806185815.0,328283963.0,0.0,0.0,4855165.0,6713383.0,19876097.0,14249666.0,5.9077,4.3282,0.199,0.4169,0.2461,1.2092,0.4924,0.0,0.0,0.0073,0.0101,0.0298,0.0214
pvc,País Vasco,2021,72513029000.0,real,,,9336933597.0,12.8762,3989532488.0,2951381469.0,144423189.0,839614816.0,173434237.0,824363262.0,367996509.0,0.0,0.0,4879512.0,8114553.0,18829896.0,14363666.0,5.5018,4.0701,0.1992,1.1579,0.2392,1.1368,0.5075,0.0,0.0,0.0067,0.0112,0.026,0.0198
pvc,País Vasco,2022,80218167000.0,real,,,9679251529.0,12.0662,4186527007.0,3008746454.0,159302686.0,820373645.0,193449154.0,847628336.0,408732933.0,0.0,0.0,4884993.0,8507633.0,25960688.0,15138000.0,5.2189,3.7507,0.1986,1.0227,0.2412,1.0567,0.5095,0.0,0.0,0.0061,0.0106,0.0324,0.0189
pvc,País Vasco,2023,86748107000.0,real,,,10066127714.0,11.6039,4628962720.0,3251996590.0,181855054.0,578753092.0,225527077.0,706058210.0,431185537.0,0.0,0.0,4345690.0,16104285.0,26001642.0,15337817.0,5.3361,3.7488,0.2096,0.6672,0.26,0.8139,0.4971,0.0,0.0,0.005,0.0186,0.03,0.0177
pvc,País Vasco,2024,91612735000.0,real,,,10680590285.0,11.6584,4888865872.0,3449291856.0,207904603.0,660008465.0,253469311.0,719210432.0,438520451.0,0.0,0.0,5034128.0,17503465.0,24847812.0,15933890.0,5.3364,3.7651,0.2269,0.7204,0.2767,0.7851,0.4787,0.0,0.0,0.0055,0.0191,0.0271,0.0174
pvc,País Vasco,2025,94984725555.0161,proyeccion,82541359738.1265,101347382351.8908,11109879518.0,11.6965,5106543104.0,3593813245.0,221216137.0,611070880.0,321804915.0,717455977.0,472955042.0,0.0,0.0,5031709.0,19022678.0,25082941.0,15882890.0,5.3762,3.7836,0.2329,0.6433,0.3388,0.7553,0.4979,0.0,0.0,0.0053,0.02,0.0264,0.0167
pvc,País Vasco,2026,100311243579.2912,proyeccion,85131064363.7438,109597288210.6836,11144572761.0,11.11,5317027591.0,3789148697.0,208876985.0,460288455.0,442040124.0,355985346.0,504844585.0,0.0,0.0,4737909.0,18044148.0,27129421.0,16449500.0,5.3005,3.7774,0.2082,0.4589,0.4407,0.3549,0.5033,0.0,0.0,0.0047,0.018,0.027,0.0164
val,C. Valenciana,2015,101214206000.0,real,,,16486755170.0,16.289,5480479460.0,3991316670.0,135618340.0,5909262020.0,41974450.0,138352840.0,61622870.0,489973780.0,0.0,12515300.0,113591100.0,96157970.0,15890370.0,5.4147,3.9434,0.134,5.8384,0.0415,0.1367,0.0609,0.4841,0.0,0.0124,0.1122,0.095,0.0157
val,C. Valenciana,2016,104205396000.0,real,,,16603487870.0,15.9334,5896703080.0,4183282590.0,187348640.0,4946319150.0,83395000.0,170205520.0,54806950.0,599969780.0,200433920.0,12442080.0,137364970.0,112837740.0,18378450.0,5.6587,4.0145,0.1798,4.7467,0.08,0.1633,0.0526,0.5758,0.1923,0.0119,0.1318,0.1083,0.0176
val,C. Valenciana,2017,108666712000.0,real,,,17078376780.0,15.7163,6072586120.0,4394327370.0,198979340.0,4925279780.0,98198450.0,166171540.0,63987810.0,593977190.0,215297560.0,11680590.0,199034940.0,118119260.0,20736830.0,5.5883,4.0439,0.1831,4.5325,0.0904,0.1529,0.0589,0.5466,0.1981,0.0107,0.1832,0.1087,0.0191
val,C. Valenciana,2018,112749574000.0,real,,,19251106180.0,17.0742,6378603750.0,4568049700.0,221557690.0,6414826870.0,102836690.0,174123530.0,77532390.0,624710410.0,233458270.0,12091250.0,288726540.0,129119790.0,25469300.0,5.6573,4.0515,0.1965,5.6894,0.0912,0.1544,0.0688,0.5541,0.2071,0.0107,0.2561,0.1145,0.0226
val,C. Valenciana,2019,116588528000.0,real,,,21217901340.0,18.199,6624076700.0,4945999170.0,246733510.0,7315696790.0,170321490.0,167540960.0,95580270.0,823333840.0,279766500.0,11330320.0,359892490.0,138422460.0,39206840.0,5.6816,4.2423,0.2116,6.2748,0.1461,0.1437,0.082,0.7062,0.24,0.0097,0.3087,0.1187,0.0336
val,C. Valenciana,2020,106067171000.0,real,,,22154768200.0,20.8875,6753056640.0,5124742490.0,254566260.0,8595160000.0,194288260.0,169460990.0,105405520.0,434862340.0,49148710.0,12026290.0,283241640.0,135992740.0,42816320.0,6.3668,4.8316,0.24,8.1035,0.1832,0.1598,0.0994,0.41,0.0463,0.0113,0.267,0.1282,0.0404
val,C. Valenciana,2021,116386906000.0,real,,,24606858320.0,21.1423,7516686070.0,5550771650.0,268258060.0,9535560150.0,216863020.0,259028730.0,148627900.0,467008970.0,51759770.0,13370220.0,399153350.0,136079490.0,43690940.0,6.4584,4.7692,0.2305,8.193,0.1863,0.2226,0.1277,0.4013,0.0445,0.0115,0.343,0.1169,0.0375
val,C. Valenciana,2022,127583394000.0,real,,,26543793400.0,20.8051,7824377320.0,6132544500.0,273302910.0,10231369910.0,381260490.0,266150430.0,224806540.0,522005270.0,59417930.0,13310670.0,418064850.0,128285500.0,68897080.0,6.1328,4.8067,0.2142,8.0194,0.2988,0.2086,0.1762,0.4091,0.0466,0.0104,0.3277,0.1006,0.054
val,C. Valenciana,2023,139655905000.0,real,,,26829926620.0,19.2115,8244060650.0,6432865520.0,282549210.0,9633809080.0,423116830.0,285203190.0,208185880.0,563536190.0,55098660.0,14765420.0,480454950.0,133881280.0,72399760.0,5.9031,4.6062,0.2023,6.8982,0.303,0.2042,0.1491,0.4035,0.0395,0.0106,0.344,0.0959,0.0518
val,C. Valenciana,2024,148283453000.0,real,,,28616906710.0,19.2988,8484087430.0,6600309300.0,295541920.0,9886936590.0,418548100.0,208245860.0,252834540.0,1710297880.0,52625140.0,20092700.0,516927880.0,111260140.0,59199230.0,5.7215,4.4511,0.1993,6.6676,0.2823,0.1404,0.1705,1.1534,0.0355,0.0136,0.3486,0.075,0.0399
val,C. Valenciana,2025,154631870325.7606,proyeccion,134901834988.6142,162710593135.9899,30607070070.0,19.7935,8994839160.0,7230131350.0,311269080.0,10275428400.0,316426640.0,303502580.0,225882520.0,1920151830.0,58802180.0,192134990.0,575139820.0,141756740.0,61604780.0,5.8169,4.6757,0.2013,6.6451,0.2046,0.1963,0.1461,1.2418,0.038,0.1243,0.3719,0.0917,0.0398
val,C. Valenciana,2026,164184591233.3746,proyeccion,139495040272.3598,178185658618.6529,31916195770.0,19.4392,9234412650.0,7572363510.0,304091320.0,10734000380.0,408610000.0,215370650.0,319064750.0,2028205580.0,61112500.0,218813260.0,602224520.0,150597210.0,67329440.0,5.6244,4.6121,0.1852,6.5378,0.2489,0.1312,0.1943,1.2353,0.0372,0.1333,0.3668,0.0917,0.041
