ccaa,ccaa_nombre,anio,filas,n_conceptos,imp_sanidad,imp_educacion,imp_soberania,imp_direccion,imp_vivienda,imp_empleo,imp_idi,imp_dependencia,imp_discapacidad,imp_salud_mental,imp_diversidad,imp_turismo,imp_igualdad,gasto_social_estricto,gasto_clasificado,total_extraido,total_hacienda,social_estricto_pct,cobertura_clasif_pct
ara,Aragon,2017,163,10,1903124002.6,1040672901.92,635474223.88,2170971.69,35198225.63,106674129.99,78976928.7,0.0,0.0,0.0,1337482.01,15327007.66,3863624.08,3820648526.47,3822819498.16,5601398784.25,5577164930.0,68.5,68.5
ara,Aragon,2018,156,10,2006052857.97,1090322967.47,642673404.76,2204455.39,39953112.3,117165149.06,83677198.63,0.0,0.0,0.0,1618733.44,13489707.07,4194067.17,3999147197.87,4001351653.26,6193322158.67,6162313660.0,64.9,64.9
ara,Aragon,2019,156,10,2006052857.97,1090322967.47,642673404.76,2204455.39,39953112.3,117165149.06,83677198.63,0.0,0.0,0.0,1618733.44,13489707.07,4194067.17,3999147197.87,4001351653.26,6193322158.67,6162313660.0,64.9,64.9
ara,Aragon,2020,162,10,2078641796.21,1182200938.26,651857327.27,2472932.3,42982028.47,120644675.71,71350539.72,0.0,0.0,0.0,1511098.44,10810854.19,6276132.64,4166275390.91,4168748323.21,6508648406.0,6466530740.0,64.4,64.5
ara,Aragon,2021,183,10,2366554012.07,1294794240.56,673945493.13,2510993.47,48846602.79,128587723.21,87919449.35,0.0,0.0,0.0,1564164.85,14163993.16,6176132.64,4622551811.76,4625062805.23,7500923039.39,7454031860.0,62.0,62.0
ara,Aragon,2022,178,10,2250319676.63,1311647998.15,689552472.38,2521554.55,51683921.83,126175339.25,78952584.61,0.0,0.0,0.0,1558190.69,30748157.19,9184305.35,4549822646.08,4552344200.63,7496142610.47,7443845670.0,61.1,61.2
ara,Aragon,2023,178,10,2557966487.72,1373141920.04,715069103.18,2768333.96,101296832.15,160280811.92,79775764.2,0.0,0.0,0.0,1588071.16,52714982.67,8254418.05,5050088391.09,5052856725.05,8307154900.61,8249589670.0,61.2,61.2
ara,Aragon,2024,194,11,2771994758.83,1519817440.43,735047604.45,2861117.89,53876320.97,168897467.37,77187951.69,0.0,0.0,16110911.37,1758175.87,88996832.54,10371137.46,5444058600.98,5446919718.87,8610349542.71,8546300920.0,63.7,63.7
ara,Aragon,2025,194,11,2771994758.83,1519817440.43,735047604.45,2861117.89,53876320.97,168897467.37,77187951.69,0.0,0.0,16110911.37,1758175.87,88996832.54,10371137.46,5444058600.98,5446919718.87,8610349542.71,8546300920.0,63.7,63.7
ara,Aragon,2026,194,11,2771994758.83,1519817440.43,735047604.45,2861117.89,53876320.97,168897467.37,77187951.69,0.0,0.0,16110911.37,1758175.87,88996832.54,10371137.46,5444058600.98,5446919718.87,8610349542.71,0.0,,
ast,Asturias,2015,91,9,1483333763.0,722331717.0,144724327.0,1341768.0,29149040.0,104743563.0,17946722.0,0.0,0.0,0.0,0.0,8464428.0,2204598.0,2512898158.0,2514239926.0,3834449428.0,3958604070.0,63.5,63.5
ast,Asturias,2016,92,9,1639849636.0,740875925.0,147056925.0,1348928.0,30152620.0,96170390.0,17829782.0,0.0,0.0,0.0,0.0,8225653.0,2253168.0,2682414099.0,2683763027.0,3991588014.0,3953677620.0,67.8,67.9
ast,Asturias,2017,92,9,1668954671.0,749559459.0,181323431.0,1335138.0,29118540.0,100967817.0,17846760.0,0.0,0.0,0.0,0.0,10164720.0,2244818.0,2760180216.0,2761515354.0,4096149227.0,4225564280.0,65.3,65.4
ast,Asturias,2018,91,9,1699483931.0,773957382.0,204193205.0,1316678.0,33338517.0,115091779.0,18294788.0,0.0,0.0,0.0,0.0,11722048.0,2520649.0,2858602299.0,2859918977.0,4355205567.0,4213439720.0,67.8,67.9
ast,Asturias,2019,91,9,1751509971.0,803249554.0,201089264.0,1170788.0,33433490.0,118335912.0,19042320.0,0.0,0.0,0.0,0.0,10006430.0,4092550.0,2940759491.0,2941930279.0,4394568847.0,4524241250.0,65.0,65.0
ast,Asturias,2020,96,9,1801183712.0,845304215.0,200868212.0,2439133.0,33687548.0,118580815.0,27138013.0,0.0,0.0,0.0,0.0,10322743.0,5073031.0,3042158289.0,3044597422.0,4610307221.0,4757273750.0,63.9,64.0
ast,Asturias,2021,97,10,1942029769.0,894354551.0,230805182.0,3023635.0,36725415.0,133483253.0,33372041.0,0.0,0.0,0.0,65000.0,12233440.0,6907500.0,3289976151.0,3292999786.0,5095098760.0,5237551810.0,62.8,62.9
ast,Asturias,2022,97,10,1987383547.0,942696580.0,233277063.0,3089828.0,39465130.0,142372110.0,37751388.0,0.0,0.0,0.0,75000.0,12859884.0,11532497.0,3407413199.0,3410503027.0,5239752908.0,5354165590.0,63.6,63.7
ast,Asturias,2023,97,10,2115483423.0,999121164.0,245492124.0,3045108.0,79339082.0,167228333.0,37751121.0,0.0,0.0,0.0,90000.0,30351673.0,13215572.0,3688072492.0,3691117600.0,5846194810.0,5968218490.0,61.8,61.8
ast,Asturias,2024,106,10,2322856371.0,1042251593.0,238684549.0,3272450.0,98362253.0,172265850.0,54665975.0,0.0,0.0,0.0,2947640.0,40587909.0,14837739.0,3987459879.0,3990732329.0,6237363014.0,6348595440.0,62.8,62.9
ast,Asturias,2025,107,10,2446640883.0,1093294252.0,244910353.0,2927760.0,156632049.0,170516236.0,66721856.0,0.0,0.0,0.0,3429620.0,46161143.0,14025107.0,4242331499.0,4245259259.0,6557898114.0,6664478950.0,63.7,63.7
ast,Asturias,2026,106,10,2549313952.0,1178921574.0,253892390.0,3178680.0,187209040.0,171633689.0,65937175.0,0.0,0.0,0.0,3406440.0,49644246.0,15884896.0,4475843402.0,4479022082.0,6872657299.0,0.0,,
bal,Baleares,2015,131,13,1293305893.0,775802264.0,57579872.0,4366601.0,14903480.0,49930749.0,9937633.0,120964828.0,2178260.0,7737937.0,1773683.0,39767443.0,2536544.0,2376418586.0,2380785187.0,4011310834.0,4035591970.0,58.9,59.0
bal,Baleares,2016,132,13,1370092639.0,817453988.0,51118398.0,3184193.0,12891087.0,59775360.0,12153569.0,137523501.0,2716671.0,7566414.0,2178344.0,38294520.0,2634590.0,2514399081.0,2517583274.0,4218304698.0,4240896700.0,59.3,59.4
bal,Baleares,2017,129,13,1474285487.0,883516262.0,53334795.0,3183022.0,19036281.0,85942112.0,13895958.0,145471681.0,14047083.0,2521219.0,2539256.0,41390816.0,3112708.0,2739093658.0,2742276680.0,4646728893.0,4668235900.0,58.7,58.7
bal,Baleares,2018,136,13,1555473300.0,936446757.0,55322573.0,3380027.0,24334680.0,99221099.0,26133349.0,155633935.0,13858456.0,2323372.0,2584873.0,91637760.0,3474195.0,2966444349.0,2969824376.0,4981312579.0,5008809100.0,59.2,59.3
bal,Baleares,2019,141,13,1708001124.0,1001143014.0,67528611.0,3344591.0,35970375.0,111709104.0,27517034.0,146164142.0,18035804.0,2324612.0,2598232.0,37965673.0,7262741.0,3166220466.0,3169565057.0,5436318529.0,5457748640.0,58.0,58.1
bal,Baleares,2020,150,13,1706612123.0,1006286707.0,52546841.0,3380395.0,36153468.0,21732646.0,26150480.0,117802023.0,24463826.0,32562726.0,434379.0,33472937.0,16531460.0,3074749616.0,3078130011.0,5772632143.0,5893123690.0,52.2,52.2
bal,Baleares,2021,143,13,1761504096.0,1021264016.0,48073143.0,3254225.0,35663347.0,105056584.0,21724546.0,127903857.0,25413028.0,29895936.0,402942.0,35338649.0,16401438.0,3228641582.0,3231895807.0,5847615804.0,5881551720.0,54.9,54.9
bal,Baleares,2022,143,13,1939280479.0,1136369323.0,56493886.0,3244731.0,36452524.0,137930119.0,24917596.0,174166170.0,26840389.0,49146561.0,5282172.0,32018364.0,17730872.0,3636628455.0,3639873186.0,6368439689.0,6397821710.0,56.8,56.9
bal,Baleares,2023,150,13,2199720288.0,1245709578.0,68278986.0,3379312.0,104618883.0,145218055.0,44321792.0,202413664.0,29258962.0,115537986.0,5345802.0,188442426.0,20735232.0,4369601654.0,4372980966.0,7087165370.0,7133371710.0,61.3,61.3
bal,Baleares,2024,145,13,2273123710.0,1343385180.0,90522325.0,3299594.0,71881943.0,29600694.0,70867090.0,200326339.0,32042963.0,66909910.0,3597243.0,253406214.0,9444077.0,4445107688.0,4448407282.0,7114247875.0,7320653460.0,60.7,60.8
bal,Baleares,2025,141,13,2393412726.0,1421043777.0,71808431.0,4277714.0,98034268.0,154891570.0,67639014.0,225188836.0,36746386.0,64992256.0,6837711.0,208232117.0,9483352.0,4758310444.0,4762588158.0,6350108922.0,7469140340.0,63.7,63.8
bal,Baleares,2026,148,13,2425549966.0,1400836886.0,65715277.0,3949752.0,28701877.0,138730464.0,60575222.0,249514601.0,37165911.0,63313138.0,1353429.0,185626005.0,8588030.0,4665670806.0,4669620558.0,6442004233.0,0.0,,
can,Canarias,2015,139,12,2459743096.0,1505068806.0,55114206.0,12350493.0,42036852.0,90600439.0,82052180.0,96386589.0,45006031.0,0.0,1261000.0,47655904.0,6818684.0,4431743787.0,4444094280.0,5898901281.0,6901411560.0,64.2,64.4
can,Canarias,2016,140,12,2495715117.0,1512161492.0,60478490.0,15487547.0,43289310.0,67197270.0,69970661.0,104208377.0,45291137.0,0.0,1511250.0,52724724.0,7088723.0,4459636551.0,4475124098.0,5937007350.0,7264829300.0,61.4,61.6
can,Canarias,2017,141,12,2556566464.0,1554652062.0,66258575.0,16763340.0,46883133.0,64567875.0,50868847.0,118363914.0,47156440.0,0.0,1576250.0,52861263.0,7813732.0,4567568555.0,4584331895.0,6305887669.0,7339187980.0,62.2,62.5
can,Canarias,2018,140,12,2739535209.0,1655264047.0,72187990.0,17799301.0,50437167.0,64810392.0,42445674.0,162215406.0,49690444.0,0.0,1836250.0,58797690.0,8889380.0,4906109649.0,4923908950.0,7000362900.0,8272992460.0,59.3,59.5
can,Canarias,2019,142,12,2832787821.0,1724573632.0,81466630.0,22801339.0,71096636.0,84268994.0,48074715.0,209575354.0,62025238.0,0.0,1941250.0,74724169.0,9768621.0,5200303060.0,5223104399.0,7511938075.0,8833481410.0,58.9,59.1
can,Canarias,2020,144,12,2970650193.0,1843929720.0,91123442.0,19647333.0,82410761.0,85890300.0,54723072.0,218911465.0,65888272.0,0.0,3154250.0,80111061.0,10777717.0,5507570253.0,5527217586.0,7698731854.0,9603397680.0,57.4,57.6
can,Canarias,2021,141,12,3088468435.0,1942115290.0,97222642.0,21541690.0,109209002.0,85836504.0,47283119.0,220830538.0,72171796.0,0.0,4251626.0,95382995.0,11873307.0,5774645254.0,5796186944.0,8044741195.0,9531472040.0,60.6,60.8
can,Canarias,2022,135,12,3225421670.0,2091903913.0,122367315.0,25173153.0,123954064.0,91338493.0,58640520.0,238918494.0,78747890.0,0.0,4687276.0,104769217.0,12663329.0,6153412181.0,6178585334.0,8608863464.0,9973597450.0,61.7,61.9
can,Canarias,2023,135,12,3575652999.0,2268413967.0,142858532.0,24576670.0,140842674.0,113622080.0,75998230.0,265498955.0,80288274.0,0.0,5887276.0,127704086.0,12837703.0,6809604776.0,6834181446.0,9701027711.0,11059201620.0,61.6,61.8
can,Canarias,2024,140,12,4108181841.0,2363740548.0,118713832.0,30926843.0,122709442.0,93117329.0,95074319.0,305199316.0,79510153.0,0.0,4554614.0,131144302.0,13414120.0,7435359816.0,7466286659.0,10745715312.0,11970645250.0,62.1,62.4
can,Canarias,2025,141,12,4308657056.0,2433340054.0,119247851.0,32402518.0,149243254.0,97655020.0,88664354.0,350955290.0,82280204.0,0.0,4828638.0,134487265.0,13631088.0,7782990074.0,7815392592.0,11108726476.0,12342736470.0,63.1,63.3
can,Canarias,2026,143,12,4542045217.0,2600971304.0,130679861.0,33601026.0,171233086.0,96610923.0,79698924.0,412171718.0,86143008.0,0.0,6911270.0,154797203.0,14672962.0,8295935476.0,8329536502.0,11910123064.0,0.0,,
cat,Cataluna,2015,96,13,8258548090.72,5130679426.99,3428434583.49,165020.0,161709895.47,556525479.33,323171210.78,1440365937.92,9065264.0,55376487.82,5077720.5,74233946.16,7454957.57,19450643000.75,19450808020.75,32483085945.91,32618399450.0,59.6,59.6
cat,Cataluna,2016,94,13,8531977179.82,5423136303.83,3547319083.71,135020.0,182028059.77,761131819.2,356673042.34,1482975719.45,9065264.0,74881966.22,4419609.75,85146541.27,7349185.46,20466103774.82,20466238794.82,33645404253.81,32607801330.0,62.8,62.8
cat,Cataluna,2017,94,13,8616575864.15,5628219105.81,3837349914.35,578468.0,178147546.3,723031947.48,388801186.2,1491396034.11,9113720.06,123823424.12,5427538.79,96127946.32,7948185.46,21105962413.15,21106540881.15,33936974355.55,34163865020.0,61.8,61.8
cat,Cataluna,2018,94,13,8616575864.15,5628219105.81,3837349914.35,578468.0,178147546.3,723031947.48,388801186.2,1491396034.11,9113720.06,123823424.12,5427538.79,96127946.32,7948185.46,21105962413.15,21106540881.15,33936974355.55,34120806840.0,61.9,61.9
cat,Cataluna,2019,97,13,9134162335.42,6195003669.09,4066200004.78,543458.0,189017634.5,890947322.5,443006886.47,1531771266.95,11417511.15,130893303.58,6908848.79,111766211.43,7922234.7,22719017229.36,22719560687.36,38081664677.92,34119463850.0,66.6,66.6
cat,Cataluna,2020,97,13,9494241602.78,6628901871.22,4210510791.34,684007.43,242922701.0,921396630.28,459593954.72,1594179039.73,13092933.25,142380604.63,18370367.32,122419934.93,10592234.7,23858602665.9,23859286673.33,42073275535.43,42322981600.0,56.4,56.4
cat,Cataluna,2021,97,13,9494241602.78,6628901871.22,4210510791.34,684007.43,242922701.0,921396630.28,459593954.72,1594179039.73,13092933.25,142380604.63,18370367.32,122419934.93,10592234.7,23858602665.9,23859286673.33,42073275535.43,42322981600.0,56.4,56.4
cat,Cataluna,2022,99,13,10354756810.75,7687714793.25,4954802029.44,1747117.5,657626712.74,885325361.76,608782713.62,1749979172.98,11890551.84,218468457.23,54494926.64,95355899.94,10592284.7,27289789714.89,27291536832.39,48752977121.38,49012465220.0,55.7,55.7
cat,Cataluna,2023,99,13,11335301941.0,8023063295.99,5235440412.13,3399405.89,502086405.37,950063832.15,660263757.82,1969629181.49,16089099.51,205499066.29,63977512.36,126236675.11,12391009.26,29100042188.48,29103441594.37,51526282130.89,51807587280.0,56.2,56.2
cat,Cataluna,2024,99,13,11747006548.59,8389127300.59,5435604695.37,2942839.02,436402658.31,894794342.52,681107521.32,2163059090.84,16089948.35,212076042.9,78502515.48,119952907.54,15166403.15,30188889974.96,30191832813.98,51537280006.45,51827587280.0,58.2,58.3
cat,Cataluna,2025,99,13,11747006548.59,8389127300.59,5435604695.37,2942839.02,436402658.31,894794342.52,681107521.32,2163059090.84,16089948.35,212076042.9,78502515.48,119952907.54,15166403.15,30188889974.96,30191832813.98,51537280006.45,50605289010.0,59.7,59.7
cat,Cataluna,2026,101,13,13004607194.14,9270136188.03,6860043304.3,3466287.7,527641332.01,927537915.79,844523682.99,2484712971.42,14706385.94,267551321.1,79025753.3,140733040.46,14387057.36,34435606146.84,34439072434.54,56815490626.1,0.0,,
clm,Cast.-La Mancha,2015,99,11,2412822220.0,1515797070.0,1193769760.0,21757310.0,48559460.0,53549430.0,21456800.0,394645380.0,99388360.0,0.0,0.0,10119350.0,14706850.0,5764814680.0,5786571990.0,6944819950.0,8206375740.0,70.2,70.5
clm,Cast.-La Mancha,2016,99,11,2630611680.0,1649848580.0,1227825760.0,12761500.0,42983640.0,66476340.0,22786400.0,388696810.0,101107350.0,0.0,0.0,10289070.0,16658040.0,6157283670.0,6170045170.0,7114214010.0,8420148970.0,73.1,73.3
clm,Cast.-La Mancha,2017,98,11,2724969590.0,1718009180.0,1220888050.0,13400260.0,45406150.0,76282560.0,23570030.0,405947960.0,104891360.0,0.0,0.0,10842640.0,17467220.0,6348274740.0,6361675000.0,7406197490.0,8941001030.0,71.0,71.2
clm,Cast.-La Mancha,2018,98,11,2809202270.0,1801375270.0,1200959330.0,14209970.0,49731840.0,78559290.0,24105210.0,413563140.0,108328000.0,0.0,0.0,15306490.0,18059020.0,6519189860.0,6533399830.0,7609668980.0,9219096050.0,70.7,70.9
clm,Cast.-La Mancha,2019,99,11,2809202270.0,1801375270.0,1200959330.0,14209970.0,49731840.0,78559290.0,24105210.0,413563140.0,108328000.0,0.0,0.0,15306490.0,18059020.0,6519189860.0,6533399830.0,7609668980.0,9219096050.0,70.7,70.9
clm,Cast.-La Mancha,2020,100,11,3040499320.0,1947035400.0,1201079790.0,15816980.0,59397780.0,76325520.0,27037220.0,451887760.0,116345440.0,0.0,0.0,16500020.0,23888690.0,6959996940.0,6975813920.0,8093151360.0,10505083310.0,66.3,66.4
clm,Cast.-La Mancha,2021,101,11,3717533530.0,2231740420.0,1195893060.0,18200180.0,110840190.0,77019810.0,38493510.0,520818030.0,125225230.0,0.0,0.0,37795770.0,29301150.0,8084660700.0,8102860880.0,9667089240.0,12102388410.0,66.8,67.0
clm,Cast.-La Mancha,2022,111,11,3673248580.0,2354316640.0,1189688600.0,21323780.0,106598350.0,82841930.0,39521180.0,539400320.0,137281350.0,0.0,0.0,104299320.0,46371280.0,8273567550.0,8294891330.0,12260991620.0,12273515110.0,67.4,67.6
clm,Cast.-La Mancha,2023,114,11,3675941730.0,2424973030.0,1188177060.0,21088800.0,223490620.0,117383250.0,42620650.0,534656150.0,150707730.0,0.0,0.0,109416570.0,47094720.0,8514461510.0,8535550310.0,12418772630.0,12431575550.0,68.5,68.7
clm,Cast.-La Mancha,2024,114,11,3909573620.0,2473722660.0,1205982310.0,18372490.0,232403540.0,121452570.0,38668490.0,534594760.0,158259930.0,0.0,0.0,122274720.0,50062700.0,8846995300.0,8865367790.0,12473342760.0,12473342760.0,70.9,71.1
clm,Cast.-La Mancha,2025,113,11,3834163140.0,2530782640.0,1159814830.0,19411360.0,218226660.0,124336360.0,44929700.0,521492210.0,156848960.0,0.0,0.0,108190760.0,46924570.0,8745709830.0,8765121190.0,12716180030.0,12716180030.0,68.8,68.9
clm,Cast.-La Mancha,2026,113,11,4126166360.0,2633020170.0,1136287490.0,21047560.0,270553240.0,121712450.0,50872500.0,545785820.0,159133450.0,0.0,0.0,89966570.0,48128970.0,9181627020.0,9202674580.0,12903391310.0,0.0,,
cnt,Cantabria,2015,86,10,791173926.0,520417665.0,21049003.0,1855297.0,25322423.0,107341952.0,24662333.0,137060482.0,0.0,0.0,0.0,12882424.0,1517729.0,1641427937.0,1643283234.0,2514329636.0,2500549880.0,65.6,65.7
cnt,Cantabria,2016,87,10,807838982.0,546242340.0,19203374.0,1857507.0,27862476.0,108622841.0,14337798.0,137899656.0,0.0,0.0,0.0,14829474.0,1706773.0,1678543714.0,1680401221.0,2479370027.0,2465472870.0,68.1,68.2
cnt,Cantabria,2017,87,10,827085351.0,562272196.0,20301447.0,1953093.0,28287681.0,105980816.0,19000371.0,132529538.0,0.0,0.0,0.0,21292996.0,1765645.0,1718516041.0,1720469134.0,2617256227.0,2602893960.0,66.0,66.1
cnt,Cantabria,2018,85,10,853389380.0,587781378.0,21045344.0,1974781.0,29846073.0,110416013.0,19497531.0,133157316.0,0.0,0.0,0.0,23477508.0,1855723.0,1780466266.0,1782441047.0,2741699514.0,2730974340.0,65.2,65.3
cnt,Cantabria,2019,86,10,876879573.0,612600404.0,21241225.0,1912806.0,30841472.0,112345707.0,20481355.0,135272079.0,0.0,0.0,0.0,23631802.0,3413851.0,1836707468.0,1838620274.0,2867936284.0,2853763310.0,64.4,64.4
cnt,Cantabria,2020,90,10,923332337.0,619193625.0,25443127.0,2024066.0,23909703.0,101865279.0,42743819.0,142736558.0,0.0,0.0,0.0,23569169.0,3448740.0,1906242357.0,1908266423.0,2902807884.0,2888232610.0,66.0,66.1
cnt,Cantabria,2021,90,10,997231051.0,654698991.0,28317313.0,2098471.0,24815672.0,103698258.0,42967168.0,149100265.0,0.0,0.0,0.0,26230083.0,3493880.0,2030552681.0,2032651152.0,3094640427.0,3078036790.0,66.0,66.0
cnt,Cantabria,2022,95,10,1007651799.0,655858724.0,28150707.0,2253840.0,26705133.0,103942441.0,49656475.0,153165201.0,0.0,0.0,0.0,26907677.0,3519974.0,2055558131.0,2057811971.0,3360605729.0,3342636840.0,61.5,61.6
cnt,Cantabria,2023,91,10,1080659864.0,691376763.0,17829646.0,8799351.0,30474540.0,106262018.0,51590872.0,169095783.0,0.0,0.0,0.0,32559773.0,7325860.0,2187175119.0,2195974470.0,3524793312.0,3507353710.0,62.4,62.6
cnt,Cantabria,2024,89,10,1153704317.0,723842463.0,17980803.0,7068889.0,30836033.0,108749736.0,49604154.0,177234691.0,0.0,0.0,0.0,30145610.0,7522267.0,2299620074.0,2306688963.0,3568557924.0,3547667860.0,64.8,65.0
cnt,Cantabria,2025,88,10,1225308481.0,746611006.0,17790064.0,7324587.0,31611589.0,112749736.0,77307482.0,185614577.0,0.0,0.0,0.0,29686481.0,7690961.0,2434370377.0,2441694964.0,3790881028.0,3755661620.0,64.8,65.0
cnt,Cantabria,2026,91,10,1324077382.0,793193442.0,19247162.0,7555911.0,46014536.0,112749736.0,83491279.0,205233389.0,0.0,0.0,0.0,29209446.0,8259262.0,2621475634.0,2629031545.0,3972736127.0,0.0,,
cym,Cast. y Leon,2015,104,13,3252486438.0,1820985704.0,1443880658.0,1098791.0,135785844.0,248945164.0,178457014.0,611784431.0,128871699.0,8314980.0,5598719.0,38973762.0,13276250.0,7887360663.0,7888459454.0,9920811756.0,9920811750.0,79.5,79.5
cym,Cast. y Leon,2016,103,13,3285027920.0,1875965864.0,1318536495.0,1100523.0,145271044.0,264604359.0,166951996.0,618898555.0,130292035.0,8325168.0,5728341.0,22460969.0,7458583.0,7849521329.0,7850621852.0,9843699243.0,9843699240.0,79.7,79.8
cym,Cast. y Leon,2017,102,13,3446716392.0,1945117362.0,1346493414.0,1031150.0,152388567.0,292720497.0,224628906.0,661201402.0,135944676.0,8722181.0,5818726.0,23983830.0,8015947.0,8251751900.0,8252783050.0,10293186358.0,10293186360.0,80.2,80.2
cym,Cast. y Leon,2018,102,13,3544930466.0,2001252185.0,1382181385.0,986574.0,166810280.0,304469214.0,242182633.0,696811366.0,140093908.0,8978860.0,5949666.0,25339532.0,8537700.0,8527537195.0,8528523769.0,10859218623.0,10859218620.0,78.5,78.5
cym,Cast. y Leon,2019,102,13,3544930466.0,2001252185.0,1382181385.0,986574.0,166810280.0,304469214.0,242182633.0,696811366.0,140093908.0,8978860.0,5949666.0,25339532.0,8537700.0,8527537195.0,8528523769.0,10859218623.0,10784981500.0,79.1,79.1
cym,Cast. y Leon,2020,102,13,3544930466.0,2001252185.0,1382181385.0,986574.0,166810280.0,304469214.0,242182633.0,696811366.0,140093908.0,8978860.0,5949666.0,25339532.0,8537700.0,8527537195.0,8528523769.0,10859218623.0,10752614220.0,79.3,79.3
cym,Cast. y Leon,2021,104,13,4316967631.0,2299953993.0,1419449800.0,1649097.0,173261426.0,344456453.0,303237083.0,744737627.0,172600101.0,10261322.0,7047038.0,29882122.0,10835846.0,9832690442.0,9834339539.0,12291444523.0,12291444520.0,80.0,80.0
cym,Cast. y Leon,2022,104,13,4316967631.0,2299953993.0,1419449800.0,1649097.0,173261426.0,344456453.0,303237083.0,744737627.0,172600101.0,10261322.0,7047038.0,29882122.0,10835846.0,9832690442.0,9834339539.0,12291444523.0,12291444520.0,80.0,80.0
cym,Cast. y Leon,2023,107,13,4690046743.0,2538863850.0,1460955044.0,3087311.0,249148898.0,426628015.0,438440387.0,865314063.0,191657715.0,10306603.0,8476266.0,85235574.0,11886698.0,10976959856.0,10980047167.0,13809836891.0,13809836900.0,79.5,79.5
