ccaa_id3,ccaa,anio,pib_regional_eur,origen_pib,concepto,pct_pib_regional,importe_eur
ext,Extremadura,2019,21166132000.0,real,educacion,5.0646,1071976980.0
ext,Extremadura,2020,19497343000.0,real,educacion,5.6255,1096831818.0
ext,Extremadura,2021,21551517000.0,real,educacion,5.5116,1187831592.0
ext,Extremadura,2022,23486645000.0,real,educacion,5.2535,1233864419.0
ext,Extremadura,2023,25192615000.0,real,educacion,5.1958,1308948181.0
ext,Extremadura,2024,26583476000.0,real,educacion,5.1561,1370679428.0
ext,Extremadura,2025,28051125150.8657,proyeccion,educacion,4.8864,1370679428.0
ext,Extremadura,2026,29283045487.1274,proyeccion,educacion,4.6808,1370679428.0
gal,Galicia,2015,57010602000.0,real,educacion,3.679,2097391793.0
gal,Galicia,2016,58564023000.0,real,educacion,3.7535,2198190396.0
gal,Galicia,2017,60630852000.0,real,educacion,3.7295,2261255143.0
gal,Galicia,2018,62649363000.0,real,educacion,3.7314,2337684996.0
gal,Galicia,2019,64502005000.0,real,educacion,3.7408,2412867739.0
gal,Galicia,2020,59007178000.0,real,educacion,4.2714,2520437222.0
gal,Galicia,2021,64387386000.0,real,educacion,4.177,2689451194.0
gal,Galicia,2022,71636381000.0,real,educacion,3.8409,2751484107.0
gal,Galicia,2023,77461411000.0,real,educacion,3.7365,2894320839.0
gal,Galicia,2024,81839712000.0,real,educacion,3.6364,2975998635.0
gal,Galicia,2025,84727981648.3003,proyeccion,educacion,3.5912,3042771180.0
gal,Galicia,2026,89517006299.2806,proyeccion,educacion,3.4484,3086864219.0
lar,La Rioja,2015,8033065000.0,real,educacion,2.905,233361150.0
lar,La Rioja,2016,8074094000.0,real,educacion,3.1769,256504296.0
lar,La Rioja,2017,8351707000.0,real,educacion,3.1159,260232242.0
lar,La Rioja,2018,8649852000.0,real,educacion,3.2041,277146239.0
lar,La Rioja,2019,8889997000.0,real,educacion,3.2644,290204605.0
lar,La Rioja,2020,8186915000.0,real,educacion,3.6589,299552395.0
lar,La Rioja,2021,8735750000.0,real,educacion,3.9498,345047771.0
lar,La Rioja,2022,9767469000.0,real,educacion,3.5609,347811369.0
lar,La Rioja,2023,10476650000.0,real,educacion,3.5131,368053803.0
lar,La Rioja,2024,11111889000.0,real,educacion,3.6282,403158839.0
lar,La Rioja,2025,11508568881.8379,proyeccion,educacion,3.7774,434726679.0
lar,La Rioja,2026,12112848663.0821,proyeccion,educacion,3.5371,428443953.0
mad,Madrid,2015,206231525000.0,real,educacion,1.0059,2074434949.0
mad,Madrid,2016,214469101000.0,real,educacion,1.0791,2314363938.0
mad,Madrid,2017,224373156000.0,real,educacion,1.0567,2370928847.0
mad,Madrid,2018,233735808000.0,real,educacion,1.0104,2361681788.0
mad,Madrid,2019,243889359000.0,real,educacion,1.0199,2487484407.0
mad,Madrid,2020,221061932000.0,real,educacion,1.1252,2487484407.0
mad,Madrid,2021,239837609000.0,real,educacion,1.0372,2487484407.0
mad,Madrid,2022,267171570000.0,real,educacion,1.0574,2825098365.0
mad,Madrid,2023,295939562000.0,real,educacion,0.9546,2825098365.0
