ccaa;fecha;cobertura_pct_ppd;solicitudes_pct_ppd;pct_mujeres_benef;limbo_grado_pct_ppd;limbo_pia_pct_ppd;limbo_prestaciones_pct_ppd;tiempo_espera_total_dias;pct_pecef;pct_atencion_residencial;ratio_prest_x_benef;pct_grado3;origen;solicitudes;pers_benef_prest;atencion_residencial;pe_cuidados_fam;pe_vinc_serv;ayuda_domicilio;centros_dia_noche;teleasistencia;total;resoluciones_grado;grado1;grado2;grado3;total_der_prest;solicitudes_dict;pendientes_grado_total;pendientes_grado_6m_o_mas;pendientes_pia_total;personas_con_pia;personas_prest_efectiva;pendientes_prest_efectiva;tiempo_solicitud_grado;tiempo_grado_prestacion
Islas Baleares;2024-12-01;26,0051;37,7499;70,5491;1,7914;3,0619;0,0000;247,7300;45,6554;5,6743;1,6600;24,0934;real;46233;31849;3000;24138;802;2305;1763;16606;52870;44039;15540;11482;8577;35599;46233;2194;1219;3750;31849;31849;0;122,63;127,86
Islas Baleares;2025-01-01;25,8811;37,4505;70,5691;1,7833;2,8982;0,0000;248,4600;45,7521;5,5956;1,6682;23,8347;real;46118;31871;2975;24325;799;2345;1752;16836;53167;43922;15565;11428;8447;35440;46118;2196;1288;3569;31871;31871;0;123,90;127,53
Islas Baleares;2025-02-01;25,9688;37,7672;70,5101;1,8434;2,9656;0,0000;247,0100;45,9230;5,6199;1,6671;23,8697;real;46508;31979;2996;24482;791;2433;1781;17059;53311;44238;15680;11446;8505;35631;46508;2270;1295;3652;31979;31979;0;124,48;124,81
Islas Baleares;2025-03-01;25,8186;38,1115;70,5037;2,2933;2,9932;0,0000;247,1000;45,6820;5,6706;1,6568;23,8050;real;46932;31794;2987;24063;771;2390;1774;17051;52675;44108;15593;11441;8446;35480;46932;2824;1280;3686;31794;31794;0;125,96;124,58
Islas Baleares;2025-04-01;25,5400;38,3998;70,5601;2,9250;2,9535;0,0000;244,7500;45,5949;5,6543;1,6493;23,5323;real;47287;31451;2933;23651;751;2319;1763;16863;51872;43685;15495;11336;8257;35088;47287;3602;1443;3637;31451;31451;0;125,90;122,25
Islas Baleares;2025-05-01;25,3029;38,8391;70,5631;3,6729;2,9112;0,0000;241,2900;45,5785;5,6176;1,6448;23,3134;real;47828;31159;2879;23359;738;2259;1747;16698;51250;43305;15410;11234;8100;34744;47828;4523;1807;3585;31159;31159;0;126,17;118,49
Islas Baleares;2025-06-01;26,7638;39,3272;70,5221;2,6262;2,7042;0,0000;231,5700;46,0947;5,6170;1,6654;23,6166;real;48429;32958;3083;25300;819;2492;1812;17773;54887;45195;16069;11649;8570;36288;48429;3234;1269;3330;32958;32958;0;127,08;106,88
Islas Baleares;2025-07-01;26,9774;39,6828;70,5978;2,5970;2,7513;0,0000;227,1800;46,2330;5,5929;1,6609;23,5625;real;48867;33221;3086;25510;847;2489;1836;17836;55177;45669;16243;11740;8626;36609;48867;3198;1310;3388;33221;33221;0;127,10;102,69
Islas Baleares;2025-08-01;27,1235;40,0345;70,5860;2,5166;2,9600;0,0000;225,2600;45,5738;5,6109;1,6616;23,5977;real;49300;33401;3114;25293;848;2493;1867;18299;55499;46201;16461;11843;8742;37046;49300;3099;1341;3645;33401;33401;0;126,61;101,00
Islas Baleares;2025-09-01;27,3282;40,5241;70,5461;2,7943;2,9039;0,0000;222,7300;45,3717;5,5439;1,6568;23,5032;real;49903;33653;3091;25297;868;2525;1856;18544;55755;46462;16577;11902;8750;37229;49903;3441;1450;3576;33653;33653;0;125,18;98,02
Islas Baleares;2025-10-01;27,4516;40,8522;70,5130;2,7513;3,0598;0,0000;220,7300;45,0339;5,5998;1,6476;23,5089;real;50307;33805;3119;25083;869;2531;1837;18658;55698;46919;16783;11957;8833;37573;50307;3388;1468;3768;33805;33805;0;122,81;96,13
Islas Baleares;2025-11-01;27,7423;41,0203;70,5250;2,5694;3,0436;0,0000;217,0700;45,1443;5,5255;1,6475;23,4787;real;50514;34163;3110;25409;869;2556;1854;18860;56284;47350;16993;12017;8901;37911;50514;3164;1475;3748;34163;34163;0;120,19;93,83
Islas Baleares;2025-12-01;27,7789;41,1275;70,4596;2,4857;3,1232;0,0000;215,4500;45,4634;5,4373;1,6586;23,3852;real;50646;34208;3085;25795;863;2547;1847;18922;56738;47585;17096;12059;8899;38054;50646;3061;1522;3846;34208;34208;0;118,19;93,46
Islas Baleares;2026-01-01;27,0630;40,1554;70,3897;2,5592;2,9623;0,0000;211,3300;45,8452;5,3965;1,6613;23,2343;real;50711;34177;3064;26030;845;2530;1839;18806;56778;47479;17143;11965;8810;37918;50711;3232;1496;3741;34177;34177;0;115,80;91,46
Islas Baleares;2026-02-01;27,0368;40,1459;70,3898;2,4571;3,0660;0,0000;208,2700;46,0163;5,3842;1,6689;23,0850;real;50699;34144;3068;26221;824;2585;1824;18733;56982;47596;17273;11967;8776;38016;50699;3103;1426;3872;34144;34144;0;113,13;90,91
Islas Baleares;2026-03-01;27,1192;40,3509;70,2781;2,4286;3,1436;0,0000;205,7500;46,1089;5,3732;1,6726;23,0546;real;50958;34248;3078;26413;817;2620;1823;18828;57284;47891;17427;11980;8811;38218;50958;3067;1425;3970;34248;34248;0;110,12;91,34
Islas Baleares;2026-04-01;27,2706;40,3509;70,2977;2,4286;3,1436;0,0000;203,6819;46,1089;5,3327;1,6726;22,9772;proyeccion;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Islas Baleares;2026-05-01;27,4221;40,3509;70,2977;2,4286;3,1436;0,0000;202,0151;46,1089;5,2994;1,6726;22,9036;proyeccion;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Islas Baleares;2026-06-01;27,5736;40,3509;70,2977;2,4286;3,1436;0,0000;200,6661;46,1089;5,2661;1,6726;22,8301;proyeccion;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Islas Baleares;2026-07-01;27,7250;40,3509;70,2977;2,4286;3,1436;0,0000;199,5744;46,1089;5,2329;1,6726;22,7565;proyeccion;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Islas Baleares;2026-08-01;27,8765;40,3509;70,2977;2,4286;3,1436;0,0000;198,6908;46,1089;5,1996;1,6726;22,6829;proyeccion;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Islas Baleares;2026-09-01;28,0279;40,3509;70,2977;2,4286;3,1436;0,0000;197,9757;46,1089;5,1663;1,6726;22,6093;proyeccion;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Islas Baleares;2026-10-01;28,1794;40,3509;70,2977;2,4286;3,1436;0,0000;197,3969;46,1089;5,1331;1,6726;22,5357;proyeccion;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Islas Baleares;2026-11-01;28,3308;40,3509;70,2977;2,4286;3,1436;0,0000;196,9285;46,1089;5,0998;1,6726;22,4622;proyeccion;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
La Rioja;2023-01-01;19,0398;31,8131;71,4399;0,1868;4,0717;0,0000;261,5400;9,8933;13,6948;1,4993;25,0649;real;14306;8562;1758;1270;1026;3557;1224;2966;12837;14222;3609;4179;2605;10393;14306;84;10;1831;8562;8562;0;51,85;214,36
La Rioja;2023-02-01;19,2066;31,7553;71,4853;0,1868;3,8916;0,0000;251,1700;9,6792;13,5971;1,5012;25,1853;real;14280;8637;1763;1255;1018;3624;1241;3017;12966;14196;3575;4196;2616;10387;14280;84;9;1750;8637;8637;0;52,28;204,49
La Rioja;2023-03-01;19,2711;32,0332;71,7236;0,1067;4,1985;0,0000;252,2200;9,6205;13,6221;1,5053;24,8437;real;14405;8666;1777;1255;981;3648;1246;3086;13045;14357;3685;4247;2622;10554;14405;48;8;1888;8666;8666;0;51,36;205,38
La Rioja;2023-04-01;19,4712;31,9109;71,6786;0,0801;3,8115;0,0000;245,2300;9,4982;13,4400;1,5066;25,2245;real;14350;8756;1773;1253;998;3697;1249;3168;13192;14314;3596;4233;2641;10470;14350;36;10;1714;8756;8756;0;51,05;198,19
La Rioja;2023-05-01;19,7292;32,3023;71,4172;0,6716;3,3557;0,0000;232,8000;9,3398;13,7784;1,5109;25,3444;real;14526;8872;1847;1252;1020;3758;1238;3245;13405;14224;3555;4195;2631;10381;14526;302;11;1509;8872;8872;0;50,74;185,72
La Rioja;2023-06-01;19,8915;32,3601;70,7937;0,3647;3,4846;0,0000;228,0200;9,2494;13,8926;1,5193;25,1237;real;14552;8945;1888;1257;1036;3799;1259;3288;13590;14388;3620;4251;2641;10512;14552;164;17;1567;8945;8945;0;50,70;180,97
La Rioja;2023-07-01;20,0494;32,4535;70,3557;0,1979;3,5247;0,0000;224,3600;9,1895;14,1484;1,5232;24,8656;real;14594;9016;1943;1262;1040;3829;1262;3339;13733;14505;3688;4277;2636;10601;14594;89;21;1585;9016;9016;0;50,61;177,51
La Rioja;2023-08-01;20,0450;32,4224;70,7022;0,1423;3,5402;0,0000;222,0300;8,9891;14,3200;1,5254;24,8539;real;14580;9014;1969;1236;995;3850;1263;3378;13750;14516;3702;4268;2636;10606;14580;64;30;1592;9014;9014;0;51,03;175,44
La Rioja;2023-09-01;20,0183;32,4202;70,5834;0,1223;3,5580;0,0000;215,9400;8,8143;14,2453;1,5300;24,4765;real;14579;9002;1962;1214;934;3829;1298;3448;13773;14524;3718;4289;2595;10602;14579;55;40;1600;9002;9002;0;51,57;169,80
La Rioja;2023-10-01;20,1272;32,5803;71,2775;0,1379;3,5958;0,0000;211,7500;8,8552;14,3012;1,5297;24,3720;real;14651;9051;1980;1226;904;3832;1300;3514;13845;14589;3765;4303;2600;10668;14651;62;46;1617;9051;9051;0;51,61;165,35
La Rioja;2023-11-01;20,3340;32,4268;71,1290;0,1334;3,2244;0,0000;206,7500;8,9201;14,1397;1,5190;24,6460;real;14582;9144;1964;1239;861;3817;1326;3596;13890;14522;3711;4272;2611;10594;14582;60;53;1450;9144;9144;0;51,65;160,10
La Rioja;2023-12-01;20,4141;32,5358;71,0227;0,0356;3,2600;0,0000;202,7900;8,8199;14,1649;1,5204;24,4317;real;14631;9180;1977;1231;892;3804;1339;3620;13957;14615;3739;4306;2601;10646;14631;16;8;1466;9180;9180;0;52,89;155,64
La Rioja;2024-01-01;21,7087;34,7648;70,9942;0,0285;3,6608;0,0000;199,0300;8,7476;14,2292;1,5192;24,3524;real;14653;9150;1978;1216;917;3736;1350;3606;13901;14641;3777;4312;2604;10693;14653;12;6;1543;9150;9150;0;52,87;151,76
La Rioja;2024-02-01;21,7538;35,0447;70,5592;0,0380;3,7771;0,0000;196,3900;8,7278;14,1872;1,5183;24,0312;real;14771;9169;1975;1215;920;3723;1363;3620;13921;14755;3821;4354;2586;10761;14771;16;7;1592;9169;9169;0;54,06;149,04
La Rioja;2024-03-01;21,8060;34,3757;70,5979;0,0308;3,0463;0,0000;196,3700;8,7299;14,1753;1,5205;24,0764;real;14489;9191;1981;1220;937;3729;1358;3647;13975;14476;3662;4291;2522;10475;14489;13;8;1284;9191;9191;0;55,14;148,63
La Rioja;2024-04-01;21,8772;34,6888;70,6076;0,0285;3,2219;0,0000;196,0300;8,6786;14,1054;1,5208;23,9248;real;14621;9221;1978;1217;968;3691;1367;3691;14023;14609;3712;4336;2531;10579;14621;12;10;1358;9221;9221;0;55,55;148,48
La Rioja;2024-05-01;22,0053;35,0590;70,0574;0,0451;3,3382;0,0000;198,9300;8,6224;14,0450;1,5230;23,6192;real;14777;9275;1984;1218;1002;3720;1367;3726;14126;14758;3786;4373;2523;10682;14777;19;10;1407;9275;9275;0;56,33;150,68
La Rioja;2024-06-01;22,0100;35,2867;70,3060;0,0664;3,4544;0,0000;198,6400;8,5395;13,9545;1,5248;23,5163;real;14873;9277;1974;1208;1029;3742;1363;3722;14146;14845;3823;4386;2524;10733;14873;28;13;1456;9277;9277;0;56,57;149,56
La Rioja;2024-07-01;21,9815;35,2820;70,4225;0,1281;3,3951;0,0000;198,0100;8,5423;14,0884;1,5238;23,5696;real;14871;9265;1989;1206;1036;3732;1363;3686;14118;14817;3790;4385;2521;10696;14871;54;20;1431;9265;9265;0;56,48;148,56
La Rioja;2024-08-01;22,0053;35,2938;69,8916;0,0712;3,3548;0,0000;197,9500;8,4712;14,1918;1,5247;23,4821;real;14876;9275;2007;1198;1037;3724;1366;3705;14142;14846;3758;4421;2510;10689;14876;30;25;1414;9275;9275;0;56,22;147,95
La Rioja;2024-09-01;22,0551;35,2630;70,4297;0,0641;3,1768;0,0000;200,8100;8,3775;14,1485;1,5229;23,3098;real;14863;9296;2003;1186;1042;3682;1388;3719;14157;14836;3756;4400;2479;10635;14863;27;24;1339;9296;9296;0;56,81;150,95
La Rioja;2024-10-01;22,1880;35,1491;70,4849;0,0664;2,8731;0,0000;206,3700;8,3625;14,0798;1,5280;23,3740;real;14815;9352;2012;1195;1052;3729;1405;3745;14290;14787;3707;4387;2469;10563;14815;28;24;1211;9352;9352;0;56,95;156,64
La Rioja;2024-11-01;22,1120;35,0661;70,5236;0,0712;2,8921;0,0000;209,9100;8,3175;14,2164;1,5261;23,6360;real;14780;9320;2022;1183;1026;3695;1410;3738;14223;14750;3652;4396;2491;10539;14780;30;24;1219;9320;9320;0;55,96;159,97
La Rioja;2024-12-01;22,1452;34,9285;70,5980;0,0712;2,5434;0,0000;220,0500;8,4516;14,0930;1,5250;23,6018;real;14722;9334;2006;1203;1049;3694;1412;3714;14234;14692;3575;4375;2456;10406;14722;30;23;1072;9334;9334;0;56,25;171,29
La Rioja;2025-01-01;21,3961;33,8435;70,9091;0,0710;2,5463;0,0000;223,7200;8,4699;14,1726;1,5276;23,4124;real;14780;9344;2023;1209;1045;3708;1409;3724;14274;14749;3604;4404;2448;10456;14780;31;22;1112;9344;9344;0;56,67;175,27
La Rioja;2025-02-01;21,4510;33,9511;71,0804;0,0756;2,5577;0,0000;229,2800;8,6014;14,1329;1,5265;23,1760;real;14827;9368;2021;1230;1102;3677;1396;3732;14300;14794;3644;4411;2430;10485;14827;33;27;1117;9368;9368;0;57,92;180,92
La Rioja;2025-03-01;21,3365;33,9145;71,1147;0,0137;2,6631;0,0000;224,4200;8,6043;14,1396;1,5317;23,0322;real;14811;9318;2018;1228;1085;3664;1407;3725;14272;14805;3660;4407;2414;10481;14811;6;4;1163;9318;9318;0;58,90;176,63
La Rioja;2025-04-01;21,2907;33,9305;71,5574;0,0183;2,6539;0,0000;225,6700;8,5574;14,2717;1,5320;22,9894;real;14818;9298;2033;1219;1073;3647;1419;3718;14245;14810;3653;4400;2404;10457;14818;8;4;1159;9298;9298;0;59,98;177,68
La Rioja;2025-05-01;21,3480;33,8435;71,6828;0,0252;2,5119;0,0000;223,3500;8,6551;14,2337;1,5305;22,8407;real;14780;9323;2031;1235;1079;3646;1420;3719;14269;14769;3614;4426;2380;10420;14780;11;4;1097;9323;9323;0;61,35;175,41
La Rioja;2025-06-01;21,3342;33,9717;71,4863;0,0229;2,5554;0,0000;222,3900;8,6698;14,2767;1,5314;22,7451;real;14836;9317;2037;1237;1080;3649;1423;3704;14268;14826;3633;4427;2373;10433;14836;10;5;1116;9317;9317;0;64,03;174,26
La Rioja;2025-07-01;21,2930;33,8481;71,8724;0,0252;2,4570;0,0000;225,2900;8,5845;14,1904;1,5308;22,5029;real;14782;9299;2020;1222;1062;3653;1427;3712;14235;14771;3614;4424;2334;10372;14782;11;6;1073;9299;9299;0;66,97;175,61
La Rioja;2025-08-01;21,3274;33,7061;71,9902;0,0252;2,2578;0,0000;220,3900;8,5554;14,2847;1,5310;22,3981;real;14720;9314;2037;1220;1034;3661;1436;3721;14260;14709;3590;4403;2307;10300;14720;11;7;986;9314;9314;0;69,62;169,34
La Rioja;2025-09-01;21,3434;33,6695;71,8494;0,0275;2,1433;0,0000;212,9200;8,5361;14,4016;1,5346;22,3165;real;14704;9321;2060;1221;1023;3606;1466;3767;14304;14692;3570;4398;2289;10257;14704;12;9;936;9321;9321;0;72,16;160,66
La Rioja;2025-10-01;21,3526;34,1710;71,8182;0,0252;2,5852;0,0000;207,4100;8,4421;14,3775;1,5358;21,9820;real;14923;9325;2059;1209;981;3587;1502;3798;14321;14912;3718;4438;2298;10454;14923;11;7;1129;9325;9325;0;76,60;152,82
La Rioja;2025-11-01;21,5518;34,4686;71,7089;0,0206;2,6035;0,0916;193,2100;8,3197;14,3178;1,5606;21,9357;real;15053;9412;2103;1222;999;3575;1521;3876;14688;15044;3757;4478;2314;10549;15053;9;5;1137;9412;9372;40;79,20;135,45
La Rioja;2025-12-01;22,0281;34,2877;71,6381;0,0137;1,8525;0,4992;174,1900;8,2188;14,2120;1,5506;22,0443;real;14974;9620;2120;1226;978;3590;1520;4092;14917;14968;3687;4443;2299;10429;14974;6;4;809;9620;9402;218;78,73;112,56
La Rioja;2026-01-01;21,4477;33,5375;71,7196;0,0112;2,0165;0,2929;167,2300;8,2398;14,2550;1,5509;21,7797;real;15002;9594;2121;1226;983;3594;1512;4057;14879;14997;3751;4459;2286;10496;15002;5;4;902;9594;9463;131;78,98;104,36
La Rioja;2026-02-01;21,1996;33,6694;71,7514;0,0089;2,3943;0,3622;156,5100;8,4063;14,5447;1,5530;21,4421;real;15061;9483;2142;1238;958;3591;1454;4002;14727;15057;3827;4464;2263;10554;15061;4;3;1071;9483;9321;162;76,87;91,68
La Rioja;2026-03-01;21,3717;33,8751;71,9002;0,0112;2,4457;0,0671;153,8800;8,6820;15,1182;1,4952;21,3441;real;15153;9560;2161;1241;970;3595;1149;4090;14294;15148;3881;4499;2274;10654;15153;5;4;1094;9560;9530;30;76,40;89,11
La Rioja;2026-04-01;21,3717;33,8751;71,8886;0,0076;2,0068;0,1710;146,8998;8,8649;15,1182;1,5055;21,2478;proyeccion;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
La Rioja;2026-05-01;21,3717;33,8751;71,8886;0,0416;1,9539;0,1710;140,2866;9,0113;15,1182;1,5055;21,1496;proyeccion;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
La Rioja;2026-06-01;21,3717;33,8751;71,8886;0,0299;1,9009;0,1710;133,6734;9,1284;15,1182;1,5055;21,0514;proyeccion;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
La Rioja;2026-07-01;21,3717;33,8751;71,8886;0,0438;1,8479;0,1710;127,0602;9,2221;15,1182;1,5055;20,9532;proyeccion;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
La Rioja;2026-08-01;21,3717;33,8751;71,8886;0,0299;1,7949;0,1710;120,4470;9,2971;15,1182;1,5055;20,8549;proyeccion;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
La Rioja;2026-09-01;21,3717;33,8751;71,8886;0,0260;1,7420;0,1710;113,8338;9,3571;15,1182;1,5055;20,7567;proyeccion;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
La Rioja;2026-10-01;21,3717;33,8751;71,8886;0,0253;1,6890;0,1710;107,2206;9,4050;15,1182;1,5055;20,6585;proyeccion;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
La Rioja;2026-11-01;21,3717;33,8751;71,8886;0,0220;1,6360;0,1710;100,6074;9,4434;15,1182;1,5055;20,5602;proyeccion;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
País Vasco;2023-01-01;19,3769;32,4942;66,5295;0,1680;4,1609;0,0000;137,1700;37,5506;14,1740;1,3790;24,1458;real;109294;65174;12739;33749;1351;5612;7427;21806;89876;108729;34520;25533;19116;79169;109294;565;468;13995;65174;65174;0;87,71;50,55
País Vasco;2023-02-01;19,4292;32,7038;66,5788;0,1653;4,2462;0,0000;137,9500;37,5587;14,1181;1,3794;24,1850;real;109999;65350;12727;33858;1325;5568;7442;21961;90147;109443;34742;25631;19259;79632;109999;556;457;14282;65350;65350;0;87,33;49,89
País Vasco;2023-03-01;19,4048;32,5495;66,5626;0,1564;4,1537;0,0000;143,3200;37,4584;14,0940;1,3817;23,9743;real;109480;65268;12710;33780;1297;5671;7467;21846;90180;108954;34676;25566;18997;79239;109480;526;454;13971;65268;65268;0;88,84;52,16
País Vasco;2023-04-01;19,5648;32,8525;66,5837;0,1466;4,1930;0,0000;144,7400;37,1704;14,1559;1,3859;24,0036;real;110499;65806;12910;33899;1297;5622;7497;22456;91199;110006;34975;25753;19181;79909;110499;493;371;14103;65806;65806;0;89,66;52,17
País Vasco;2023-05-01;19,6364;32,9473;66,5953;0,1290;4,1763;0,0000;144,2600;37,1250;14,0986;1,3871;23,9943;real;110818;66047;12916;34011;1323;5564;7538;22673;91612;110384;35028;25848;19218;80094;110818;434;365;14047;66047;66047;0;90,03;51,21
País Vasco;2023-06-01;19,7387;33,1126;66,6667;0,1278;4,2034;0,0000;148,4200;36,9460;14,1007;1,3900;24,0572;real;111374;66391;13013;34096;1347;5670;7515;22976;92286;110944;35201;25955;19373;80529;111374;430;365;14138;66391;66391;0;90,83;53,54
País Vasco;2023-07-01;19,8927;33,3023;66,5164;0,1350;4,1956;0,0000;146,3300;37,1071;14,0519;1,3908;24,1061;real;112012;66909;13076;34530;1360;5653;7521;23274;93055;111558;35364;26126;19531;81021;112012;454;382;14112;66909;66909;0;91,21;50,56
País Vasco;2023-08-01;19,8734;33,3350;66,5301;0,1317;4,2280;0,0000;146,1800;37,0349;14,0216;1,3919;24,0424;real;112122;66844;13046;34458;1366;5587;7506;23330;93042;111679;35471;26104;19490;81065;112122;443;383;14221;66844;66844;0;90,95;50,62
País Vasco;2023-09-01;19,9014;33,4947;66,5443;0,1275;4,3175;0,0000;144,0200;37,0233;13,9820;1,3939;23,8952;real;112659;66938;13046;34545;1356;5777;7472;23360;93306;112230;35751;26244;19465;81460;112659;429;385;14522;66938;66938;0;89,34;49,34
País Vasco;2023-10-01;19,9932;33,7156;66,5206;0,1302;4,3431;0,0000;141,4800;36,8853;13,9880;1,3955;23,9582;real;113402;67247;13127;34615;1393;5765;7531;23586;93845;112964;35924;26320;19611;81855;113402;438;383;14608;67247;67247;0;87,39;47,70
País Vasco;2023-11-01;19,9700;33,7640;66,4947;0,1249;4,3966;0,0000;141,2900;36,7917;13,9819;1,3964;23,9406;real;113565;67169;13114;34508;1401;5707;7549;23759;93793;113145;35968;26368;19621;81957;113565;420;390;14788;67169;67169;0;85,06;48,22
País Vasco;2023-12-01;20,1202;33,9683;66,6602;0,1275;4,3910;0,0000;139,7400;36,7597;13,9006;1,3987;23,9572;real;114252;67674;13158;34796;1419;5817;7570;24014;94658;113823;36246;26446;19751;82443;114252;429;384;14769;67674;67674;0;82,23;49,29
País Vasco;2024-01-01;20,5558;34,6855;66,6574;0,1258;4,4545;0,0000;140,4000;36,7042;13,8534;1,3987;23,8378;real;113902;67502;13080;34655;1429;5772;7550;24035;94417;113489;36232;26320;19578;82130;113902;413;379;14628;67502;67502;0;81,16;51,24
País Vasco;2024-02-01;20,6310;34,8098;66,6372;0,1282;4,4372;0,0000;138,4700;36,7672;13,7460;1,3991;23,6310;real;114310;67749;13030;34852;1397;5654;7590;24410;94791;113889;36474;26393;19453;82320;114310;421;377;14571;67749;67749;0;80,01;51,18
País Vasco;2024-03-01;20,7829;34,8844;66,5535;0,0646;4,4207;0,0000;136,1400;36,7579;13,7438;1,4018;23,6851;real;114555;68248;13149;35167;1329;5783;7617;24743;95672;114343;36633;26529;19603;82765;114555;212;183;14517;68248;68248;0;78,97;49,95
País Vasco;2024-04-01;20,8536;34,9443;66,4996;0,0588;4,4119;0,0000;134,8500;36,8894;13,6978;1,4051;23,7345;real;114752;68480;13180;35495;1339;5741;7621;24914;96220;114559;36714;26562;19692;82968;114752;193;167;14488;68480;68480;0;77,62;50,31
País Vasco;2024-05-01;20,9952;35,1758;66,5099;0,0521;4,4134;0,0000;133,2500;36,9405;13,6101;1,4053;23,5492;real;115512;68945;13187;35792;1376;5720;7658;25115;96891;115341;37124;26665;19649;83438;115512;171;158;14493;68945;68945;0;75,22;51,33
País Vasco;2024-06-01;21,2108;35,3978;66,4701;0,0475;4,3766;0,0000;131,1000;37,0031;13,5141;1,4128;23,6430;real;116241;69653;13299;36414;1354;5958;7702;25497;98408;116085;37284;26875;19866;84025;116241;156;151;14372;69653;69653;0;73,90;50,58
País Vasco;2024-07-01;21,1691;35,3615;66,4663;0,0837;4,3568;0,0000;131,8900;37,0055;13,4668;1,4148;23,5365;real;116122;69516;13245;36396;1335;5868;7737;25558;98353;115847;37301;26793;19729;83823;116122;275;155;14307;69516;69516;0;72,85;53,23
País Vasco;2024-08-01;21,1788;35,3424;66,4707;0,0569;4,3626;0,0000;131,1800;37,0861;13,4975;1,4166;23,4387;real;116059;69548;13298;36538;1341;5845;7728;25544;98522;115872;37409;26806;19659;83874;116059;187;154;14326;69548;69548;0;71,41;53,45
País Vasco;2024-09-01;21,2427;35,4824;66,5389;0,0621;4,4088;0,0000;129,8600;37,1398;13,4773;1,4183;23,3772;real;116519;69758;13334;36745;1364;6015;7699;25597;98937;116315;37639;26905;19692;84236;116519;204;160;14478;69758;69758;0;70,69;53,23
País Vasco;2024-10-01;21,3643;35,6438;66,5496;0,0484;4,4259;0,0000;127,8100;37,1833;13,4180;1,4200;23,3413;real;117049;70157;13367;37042;1373;6021;7727;25824;99620;116890;37929;26994;19768;84691;117049;159;160;14534;70157;70157;0;70,32;51,84
País Vasco;2024-11-01;21,4958;35,8214;66,5177;0,0478;4,4271;0,0000;125,7700;37,3305;13,3744;1,4239;23,4344;real;117632;70589;13443;37522;1363;6001;7753;26126;100513;117475;38104;27074;19949;85127;117632;157;148;14538;70589;70589;0;69,95;51,35
País Vasco;2024-12-01;21,5482;35,8040;66,4660;0,0463;4,3610;0,0000;127,9200;37,4452;13,2922;1,4269;23,3575;real;117575;70761;13421;37808;1390;6133;7737;26175;100969;117423;38146;27063;19873;85082;117575;152;147;14321;70761;70761;0;70,06;54,49
País Vasco;2025-01-01;21,0773;35,0368;66,3770;0,0449;4,2583;0,0000;126,3000;37,5407;13,2096;1,4306;23,2869;real;117857;70900;13398;38076;1389;6060;7728;26417;101426;117706;38238;27140;19846;85224;117857;151;146;14324;70900;70900;0;69,53;53,90
País Vasco;2025-02-01;21,0003;35,0394;66,3150;0,0440;4,3139;0,0000;125,3300;37,6800;13,2317;1,4331;23,1175;real;117866;70641;13395;38145;1398;6084;7717;26248;101234;117718;38368;27099;19685;85152;117866;148;145;14511;70641;70641;0;70,63;52,85
País Vasco;2025-03-01;21,0166;35,1227;66,3223;0,0440;4,3492;0,0000;127,7500;37,7675;13,2709;1,4330;23,0328;real;118146;70696;13444;38260;1384;6202;7751;26157;101304;117998;38512;27161;19653;85326;118146;148;145;14630;70696;70696;0;71,28;54,96
