ccaa;fecha;genero;origen_genero;origen;cobertura_pct_ppd;solicitudes_pct_ppd;limbo_grado_pct_ppd;limbo_pia_pct_ppd;limbo_prestaciones_pct_ppd;pct_mujeres_benef
Castilla-La Mancha;2024-09-01;hombre;estimado;real;6,0969;8,0208;0,2125;0,3120;0,1577;77,0394
Castilla-La Mancha;2024-09-01;mujer;estimado;real;20,4569;26,9122;0,7131;1,0469;0,5290;77,0394
Castilla-La Mancha;2024-10-01;hombre;estimado;real;6,1914;8,1263;0,2288;0,2982;0,1575;76,9384
Castilla-La Mancha;2024-10-01;mujer;estimado;real;20,6560;27,1110;0,7635;0,9948;0,5253;76,9384
Castilla-La Mancha;2024-11-01;hombre;estimado;real;6,3386;8,1811;0,1845;0,2394;0,1604;76,7118
Castilla-La Mancha;2024-11-01;mujer;estimado;real;20,8796;26,9487;0,6078;0,7887;0,5284;76,7118
Castilla-La Mancha;2024-12-01;hombre;estimado;real;6,4283;8,1454;0,1366;0,1656;0,1489;76,7641
Castilla-La Mancha;2024-12-01;mujer;estimado;real;21,2370;26,9099;0,4512;0,5470;0,4920;76,7641
Castilla-La Mancha;2025-01-01;hombre;estimado;real;6,3078;8,1461;0,2566;0,1923;0,1484;76,7251
Castilla-La Mancha;2025-01-01;mujer;estimado;real;20,7936;26,8533;0,8459;0,6341;0,4892;76,7251
Castilla-La Mancha;2025-02-01;hombre;estimado;real;6,3090;8,2131;0,2623;0,2440;0,1454;76,6531
Castilla-La Mancha;2025-02-01;mujer;estimado;real;20,7138;26,9656;0,8612;0,8012;0,4772;76,6531
Castilla-La Mancha;2025-03-01;hombre;estimado;real;6,3897;8,3766;0,2923;0,2770;0,1463;76,4170
Castilla-La Mancha;2025-03-01;mujer;estimado;real;20,7047;27,1430;0,9470;0,8976;0,4739;76,4170
Castilla-La Mancha;2025-04-01;hombre;estimado;real;6,4255;8,4556;0,2835;0,3181;0,1464;76,3455
Castilla-La Mancha;2025-04-01;mujer;estimado;real;20,7385;27,2908;0,9149;1,0267;0,4724;76,3455
Castilla-La Mancha;2025-05-01;hombre;estimado;real;6,5176;8,5536;0,2719;0,3279;0,1455;76,1264
Castilla-La Mancha;2025-05-01;mujer;estimado;real;20,7830;27,2750;0,8670;1,0456;0,4638;76,1264
Castilla-La Mancha;2025-06-01;hombre;estimado;real;6,6067;8,6541;0,3026;0,3055;0,1431;75,9876
Castilla-La Mancha;2025-06-01;mujer;estimado;real;20,9069;27,3860;0,9576;0,9666;0,4529;75,9876
Castilla-La Mancha;2025-07-01;hombre;estimado;real;6,6671;8,7780;0,3147;0,3401;0,1326;75,8784
Castilla-La Mancha;2025-07-01;mujer;estimado;real;20,9723;27,6127;0,9899;1,0698;0,4172;75,8784
Castilla-La Mancha;2025-08-01;hombre;estimado;real;6,7381;8,8345;0,3465;0,2926;0,1326;75,7613
Castilla-La Mancha;2025-08-01;mujer;estimado;real;21,0610;27,6135;1,0830;0,9145;0,4145;75,7613
Castilla-La Mancha;2025-09-01;hombre;estimado;real;6,8089;8,8862;0,2957;0,3087;0,1355;75,5412
Castilla-La Mancha;2025-09-01;mujer;estimado;real;21,0294;27,4451;0,9132;0,9533;0,4186;75,5412
Castilla-La Mancha;2025-10-01;hombre;estimado;real;6,9424;8,9661;0,2341;0,3105;0,1344;75,2938
Castilla-La Mancha;2025-10-01;mujer;estimado;real;21,1574;27,3247;0,7133;0,9462;0,4096;75,2938
Castilla-La Mancha;2025-11-01;hombre;estimado;real;7,0881;8,9901;0,1592;0,2491;0,1393;75,0804
Castilla-La Mancha;2025-11-01;mujer;estimado;real;21,3557;27,0863;0,4798;0,7506;0,4197;75,0804
Castilla-La Mancha;2025-12-01;hombre;estimado;real;7,2366;9,1363;0,2276;0,1689;0,1339;74,8849
Castilla-La Mancha;2025-12-01;mujer;estimado;real;21,5773;27,2415;0,6785;0,5037;0,3992;74,8849
Castilla-La Mancha;2026-01-01;hombre;estimado;real;6,9650;8,8614;0,2442;0,2115;0,1295;74,7899
Castilla-La Mancha;2026-01-01;mujer;estimado;real;20,6627;26,2889;0,7245;0,6275;0,3842;74,7899
Castilla-La Mancha;2026-02-01;hombre;estimado;real;6,9940;8,9284;0,2722;0,2369;0,1285;74,5272
Castilla-La Mancha;2026-02-01;mujer;estimado;real;20,4627;26,1223;0,7964;0,6930;0,3761;74,5272
Castilla-La Mancha;2026-03-01;hombre;estimado;real;7,0436;9,0507;0,3060;0,2689;0,1294;74,4175
Castilla-La Mancha;2026-03-01;mujer;estimado;real;20,4892;26,3277;0,8903;0,7822;0,3765;74,4175
Castilla-La Mancha;2026-04-01;hombre;estimado;proyeccion;7,0762;9,0506;0,3060;0,3050;0,1294;74,2290
Castilla-La Mancha;2026-04-01;mujer;estimado;proyeccion;20,5841;26,3277;0,8903;0,8873;0,3765;74,2290
Castilla-La Mancha;2026-05-01;hombre;estimado;proyeccion;7,1088;9,0506;0,3060;0,3203;0,1294;74,0547
Castilla-La Mancha;2026-05-01;mujer;estimado;proyeccion;20,6790;26,3277;0,8903;0,9318;0,3765;74,0547
Castilla-La Mancha;2026-06-01;hombre;estimado;proyeccion;7,1414;9,0506;0,3060;0,3177;0,1294;73,8804
Castilla-La Mancha;2026-06-01;mujer;estimado;proyeccion;20,7739;26,3277;0,8903;0,9241;0,3765;73,8804
Castilla-La Mancha;2026-07-01;hombre;estimado;proyeccion;7,1741;9,0506;0,3060;0,3530;0,1294;73,7062
Castilla-La Mancha;2026-07-01;mujer;estimado;proyeccion;20,8688;26,3277;0,8903;1,0269;0,3765;73,7062
Castilla-La Mancha;2026-08-01;hombre;estimado;proyeccion;7,2067;9,0506;0,3060;0,2989;0,1294;73,5319
Castilla-La Mancha;2026-08-01;mujer;estimado;proyeccion;20,9637;26,3277;0,8903;0,8695;0,3765;73,5319
Castilla-La Mancha;2026-09-01;hombre;estimado;proyeccion;7,2393;9,0506;0,3060;0,3188;0,1294;73,3576
Castilla-La Mancha;2026-09-01;mujer;estimado;proyeccion;21,0586;26,3277;0,8903;0,9273;0,3765;73,3576
Castilla-La Mancha;2026-10-01;hombre;estimado;proyeccion;7,2719;9,0506;0,3060;0,3048;0,1294;73,1833
Castilla-La Mancha;2026-10-01;mujer;estimado;proyeccion;21,1535;26,3277;0,8903;0,8867;0,3765;73,1833
Castilla-La Mancha;2026-11-01;hombre;estimado;proyeccion;7,3046;9,0506;0,3060;0,2382;0,1294;73,0091
Castilla-La Mancha;2026-11-01;mujer;estimado;proyeccion;21,2484;26,3277;0,8903;0,6930;0,3765;73,0091
Cataluña;2023-01-01;hombre;estimado;real;6,1288;11,5451;0,8001;2,2454;0,0000;65,3090
Cataluña;2023-01-01;mujer;estimado;real;11,5381;21,7347;1,5062;4,2271;0,0000;65,3090
Cataluña;2023-02-01;hombre;estimado;real;6,1081;11,6944;0,9371;2,2744;0,0000;65,2292
Cataluña;2023-02-01;mujer;estimado;real;11,4586;21,9384;1,7580;4,2667;0,0000;65,2292
Cataluña;2023-03-01;hombre;estimado;real;6,2477;11,8131;0,8841;2,2844;0,0000;65,1295
Cataluña;2023-03-01;mujer;estimado;real;11,6692;22,0638;1,6513;4,2667;0,0000;65,1295
Cataluña;2023-04-01;hombre;estimado;real;6,2897;11,8893;0,9233;2,2713;0,0000;65,0614
Cataluña;2023-04-01;mujer;estimado;real;11,7125;22,1398;1,7193;4,2296;0,0000;65,0614
Cataluña;2023-05-01;hombre;estimado;real;6,3712;11,9519;0,9029;2,2580;0,0000;65,0312
Cataluña;2023-05-01;mujer;estimado;real;11,8485;22,2269;1,6791;4,1992;0,0000;65,0312
Cataluña;2023-06-01;hombre;estimado;real;6,4582;12,0552;0,8913;2,2651;0,0000;65,0344
Cataluña;2023-06-01;mujer;estimado;real;12,0120;22,4221;1,6577;4,2129;0,0000;65,0344
Cataluña;2023-07-01;hombre;estimado;real;6,4917;12,1476;0,8877;2,3064;0,0000;65,0129
Cataluña;2023-07-01;mujer;estimado;real;12,0629;22,5727;1,6496;4,2858;0,0000;65,0129
Cataluña;2023-08-01;hombre;estimado;real;6,5380;12,2681;1,0347;2,2324;0,0000;64,9698
Cataluña;2023-08-01;mujer;estimado;real;12,1258;22,7534;1,9191;4,1404;0,0000;64,9698
Cataluña;2023-09-01;hombre;estimado;real;6,5610;12,3341;0,9738;2,3119;0,0000;64,9354
Cataluña;2023-09-01;mujer;estimado;real;12,1502;22,8413;1,8034;4,2814;0,0000;64,9354
Cataluña;2023-10-01;hombre;estimado;real;6,6170;12,4151;0,9223;2,3666;0,0000;64,8932
Cataluña;2023-10-01;mujer;estimado;real;12,2313;22,9488;1,7048;4,3746;0,0000;64,8932
Cataluña;2023-11-01;hombre;estimado;real;6,6464;11,5658;0,8934;1,5046;0,0000;64,8988
Cataluña;2023-11-01;mujer;estimado;real;12,2885;21,3840;1,6517;2,7819;0,0000;64,8988
Cataluña;2023-12-01;hombre;estimado;real;6,6309;11,6017;0,8339;1,5933;0,0000;64,8863
Cataluña;2023-12-01;mujer;estimado;real;12,2531;21,4387;1,5409;2,9442;0,0000;64,8863
Cataluña;2024-01-01;hombre;estimado;real;6,8396;11,9754;0,9299;1,5907;0,0000;64,8660
Cataluña;2024-01-01;mujer;estimado;real;12,6276;22,1096;1,7168;2,9368;0,0000;64,8660
Cataluña;2024-02-01;hombre;estimado;real;6,8523;12,0600;0,9741;1,6063;0,0000;64,9027
Cataluña;2024-02-01;mujer;estimado;real;12,6714;22,3018;1,8014;2,9705;0,0000;64,9027
Cataluña;2024-03-01;hombre;estimado;real;6,9292;12,1600;0,9660;1,6181;0,0000;64,9462
Cataluña;2024-03-01;mujer;estimado;real;12,8382;22,5296;1,7898;2,9979;0,0000;64,9462
Cataluña;2024-04-01;hombre;estimado;real;7,0158;12,2411;1,0003;1,5661;0,0000;64,9627
Cataluña;2024-04-01;mujer;estimado;real;13,0080;22,6963;1,8547;2,9037;0,0000;64,9627
Cataluña;2024-05-01;hombre;estimado;real;7,1061;12,3052;1,0205;1,5097;0,0000;64,9896
Cataluña;2024-05-01;mujer;estimado;real;13,1910;22,8421;1,8943;2,8025;0,0000;64,9896
Cataluña;2024-06-01;hombre;estimado;real;7,2141;12,3955;1,0084;1,4877;0,0000;65,0260
Cataluña;2024-06-01;mujer;estimado;real;13,4129;23,0466;1,8748;2,7660;0,0000;65,0260
Cataluña;2024-07-01;hombre;estimado;real;7,3236;12,4945;1,0236;1,4393;0,0000;65,0010
Cataluña;2024-07-01;mujer;estimado;real;13,6016;23,2051;1,9011;2,6731;0,0000;65,0010
Cataluña;2024-08-01;hombre;estimado;real;7,3962;12,6000;1,0833;1,3963;0,0000;64,9787
Cataluña;2024-08-01;mujer;estimado;real;13,7229;23,3781;2,0099;2,5907;0,0000;64,9787
Cataluña;2024-09-01;hombre;estimado;real;7,4540;12,6397;1,1112;1,3423;0,0000;65,0098
Cataluña;2024-09-01;mujer;estimado;real;13,8490;23,4839;2,0645;2,4938;0,0000;65,0098
Cataluña;2024-10-01;hombre;estimado;real;7,5570;12,7005;1,0759;1,3188;0,0000;65,0708
Cataluña;2024-10-01;mujer;estimado;real;14,0782;23,6601;2,0044;2,4569;0,0000;65,0708
Cataluña;2024-11-01;hombre;estimado;real;7,6236;12,7809;1,0510;1,3332;0,0000;65,0707
Cataluña;2024-11-01;mujer;estimado;real;14,2022;23,8100;1,9579;2,4836;0,0000;65,0707
Cataluña;2024-12-01;hombre;estimado;real;7,6977;12,8302;1,0076;1,3344;0,0000;65,0747
Cataluña;2024-12-01;mujer;estimado;real;14,3428;23,9059;1,8774;2,4863;0,0000;65,0747
Cataluña;2025-01-01;hombre;estimado;real;7,4486;12,4133;1,0529;1,2260;0,0000;65,0960
Cataluña;2025-01-01;mujer;estimado;real;13,8916;23,1507;1,9637;2,2864;0,0000;65,0960
Cataluña;2025-02-01;hombre;estimado;real;7,4408;12,4236;1,0159;1,2640;0,0000;65,1673
Cataluña;2025-02-01;mujer;estimado;real;13,9208;23,2428;1,9007;2,3647;0,0000;65,1673
Cataluña;2025-03-01;hombre;estimado;real;7,4615;12,5945;1,1070;1,3045;0,0000;65,2171
Cataluña;2025-03-01;mujer;estimado;real;13,9901;23,6144;2,0755;2,4459;0,0000;65,2171
Cataluña;2025-04-01;hombre;estimado;real;7,5284;12,6906;1,1587;1,2711;0,0000;65,1991
Cataluña;2025-04-01;mujer;estimado;real;14,1045;23,7758;2,1708;2,3814;0,0000;65,1991
Cataluña;2025-05-01;hombre;estimado;real;7,5873;12,8003;1,1749;1,2879;0,0000;65,1924
Cataluña;2025-05-01;mujer;estimado;real;14,2105;23,9742;2,2004;2,4121;0,0000;65,1924
Cataluña;2025-06-01;hombre;estimado;real;7,6464;12,9092;1,2000;1,2951;0,0000;65,2125
Cataluña;2025-06-01;mujer;estimado;real;14,3338;24,1995;2,2495;2,4278;0,0000;65,2125
Cataluña;2025-07-01;hombre;estimado;real;7,7341;13,0791;1,3176;1,2454;0,0000;65,1987
Cataluña;2025-07-01;mujer;estimado;real;14,4896;24,5031;2,4684;2,3332;0,0000;65,1987
Cataluña;2025-08-01;hombre;estimado;real;7,7598;13,1487;1,3661;1,2316;0,0000;65,1837
Cataluña;2025-08-01;mujer;estimado;real;14,5280;24,6173;2,5577;2,3057;0,0000;65,1837
Cataluña;2025-09-01;hombre;estimado;real;7,7943;13,2297;1,4112;1,2218;0,0000;65,1509
Cataluña;2025-09-01;mujer;estimado;real;14,5715;24,7332;2,6382;2,2842;0,0000;65,1509
Cataluña;2025-10-01;hombre;estimado;real;7,8240;13,3425;1,4415;1,2560;0,0000;65,1713
Cataluña;2025-10-01;mujer;estimado;real;14,6402;24,9665;2,6974;2,3502;0,0000;65,1713
Cataluña;2025-11-01;hombre;estimado;real;7,8921;13,4483;1,4477;1,2645;0,0000;65,1939
Cataluña;2025-11-01;mujer;estimado;real;14,7824;25,1895;2,7116;2,3685;0,0000;65,1939
Cataluña;2025-12-01;hombre;estimado;real;7,9651;13,4586;1,4003;1,2294;0,0000;65,2392
Cataluña;2025-12-01;mujer;estimado;real;14,9489;25,2591;2,6281;2,3073;0,0000;65,2392
Cataluña;2026-01-01;hombre;estimado;real;7,7472;13,0808;1,3046;1,2276;0,0000;65,2427
Cataluña;2026-01-01;mujer;estimado;real;14,5423;24,5539;2,4488;2,3042;0,0000;65,2427
Cataluña;2026-02-01;hombre;estimado;real;7,7511;13,0894;1,2891;1,2322;0,0000;65,2259
Cataluña;2026-02-01;mujer;estimado;real;14,5388;24,5518;2,4179;2,3112;0,0000;65,2259
Cataluña;2026-03-01;hombre;estimado;real;7,8021;13,1642;1,2896;1,2403;0,0000;65,2388
Cataluña;2026-03-01;mujer;estimado;real;14,6428;24,7063;2,4203;2,3277;0,0000;65,2388
Cataluña;2026-04-01;hombre;estimado;proyeccion;7,8475;13,1642;1,2896;1,2394;0,0000;65,2419
Cataluña;2026-04-01;mujer;estimado;proyeccion;14,7279;24,7063;2,4203;2,3260;0,0000;65,2419
Cataluña;2026-05-01;hombre;estimado;proyeccion;7,8931;13,1642;1,2896;1,2394;0,0000;65,2443
Cataluña;2026-05-01;mujer;estimado;proyeccion;14,8135;24,7063;2,4203;2,3260;0,0000;65,2443
Cataluña;2026-06-01;hombre;estimado;proyeccion;7,9387;13,1642;1,2896;1,2394;0,0000;65,2463
Cataluña;2026-06-01;mujer;estimado;proyeccion;14,8991;24,7063;2,4203;2,3260;0,0000;65,2463
Cataluña;2026-07-01;hombre;estimado;proyeccion;7,9843;13,1642;1,2896;1,2394;0,0000;65,2478
Cataluña;2026-07-01;mujer;estimado;proyeccion;14,9846;24,7063;2,4203;2,3260;0,0000;65,2478
Cataluña;2026-08-01;hombre;estimado;proyeccion;8,0298;13,1642;1,2896;1,2394;0,0000;65,2491
Cataluña;2026-08-01;mujer;estimado;proyeccion;15,0702;24,7063;2,4203;2,3260;0,0000;65,2491
Cataluña;2026-09-01;hombre;estimado;proyeccion;8,0754;13,1642;1,2896;1,2394;0,0000;65,2501
Cataluña;2026-09-01;mujer;estimado;proyeccion;15,1557;24,7063;2,4203;2,3260;0,0000;65,2501
Cataluña;2026-10-01;hombre;estimado;proyeccion;8,1210;13,1642;1,2896;1,2394;0,0000;65,2509
Cataluña;2026-10-01;mujer;estimado;proyeccion;15,2413;24,7063;2,4203;2,3260;0,0000;65,2509
Cataluña;2026-11-01;hombre;estimado;proyeccion;8,1666;13,1642;1,2896;1,2394;0,0000;65,2515
Cataluña;2026-11-01;mujer;estimado;proyeccion;15,3268;24,7063;2,4203;2,3260;0,0000;65,2515
Ceuta y Melilla;2023-01-01;hombre;estimado;real;NA;NA;NA;NA;NA;NA
Ceuta y Melilla;2023-01-01;mujer;estimado;real;NA;NA;NA;NA;NA;NA
Ceuta y Melilla;2023-02-01;hombre;estimado;real;NA;NA;NA;NA;NA;NA
Ceuta y Melilla;2023-02-01;mujer;estimado;real;NA;NA;NA;NA;NA;NA
Ceuta y Melilla;2023-03-01;hombre;estimado;real;NA;NA;NA;NA;NA;NA
Ceuta y Melilla;2023-03-01;mujer;estimado;real;NA;NA;NA;NA;NA;NA
Ceuta y Melilla;2023-04-01;hombre;estimado;real;NA;NA;NA;NA;NA;NA
Ceuta y Melilla;2023-04-01;mujer;estimado;real;NA;NA;NA;NA;NA;NA
Ceuta y Melilla;2023-05-01;hombre;estimado;real;NA;NA;NA;NA;NA;NA
Ceuta y Melilla;2023-05-01;mujer;estimado;real;NA;NA;NA;NA;NA;NA
Ceuta y Melilla;2023-06-01;hombre;estimado;real;NA;NA;NA;NA;NA;NA
Ceuta y Melilla;2023-06-01;mujer;estimado;real;NA;NA;NA;NA;NA;NA
Ceuta y Melilla;2023-07-01;hombre;estimado;real;NA;NA;NA;NA;NA;NA
Ceuta y Melilla;2023-07-01;mujer;estimado;real;NA;NA;NA;NA;NA;NA
Ceuta y Melilla;2023-08-01;hombre;estimado;real;NA;NA;NA;NA;NA;NA
Ceuta y Melilla;2023-08-01;mujer;estimado;real;NA;NA;NA;NA;NA;NA
Ceuta y Melilla;2023-09-01;hombre;estimado;real;NA;NA;NA;NA;NA;NA
Ceuta y Melilla;2023-09-01;mujer;estimado;real;NA;NA;NA;NA;NA;NA
Ceuta y Melilla;2023-10-01;hombre;estimado;real;NA;NA;NA;NA;NA;NA
Ceuta y Melilla;2023-10-01;mujer;estimado;real;NA;NA;NA;NA;NA;NA
Ceuta y Melilla;2023-11-01;hombre;estimado;real;NA;NA;NA;NA;NA;NA
Ceuta y Melilla;2023-11-01;mujer;estimado;real;NA;NA;NA;NA;NA;NA
Ceuta y Melilla;2023-12-01;hombre;estimado;real;NA;NA;NA;NA;NA;NA
Ceuta y Melilla;2023-12-01;mujer;estimado;real;NA;NA;NA;NA;NA;NA
Ceuta y Melilla;2024-01-01;hombre;estimado;real;NA;NA;NA;NA;NA;NA
Ceuta y Melilla;2024-01-01;mujer;estimado;real;NA;NA;NA;NA;NA;NA
Ceuta y Melilla;2024-02-01;hombre;estimado;real;NA;NA;NA;NA;NA;NA
Ceuta y Melilla;2024-02-01;mujer;estimado;real;NA;NA;NA;NA;NA;NA
Ceuta y Melilla;2024-03-01;hombre;estimado;real;NA;NA;NA;NA;NA;NA
Ceuta y Melilla;2024-03-01;mujer;estimado;real;NA;NA;NA;NA;NA;NA
Ceuta y Melilla;2024-04-01;hombre;estimado;real;NA;NA;NA;NA;NA;NA
Ceuta y Melilla;2024-04-01;mujer;estimado;real;NA;NA;NA;NA;NA;NA
Ceuta y Melilla;2024-05-01;hombre;estimado;real;NA;NA;NA;NA;NA;NA
Ceuta y Melilla;2024-05-01;mujer;estimado;real;NA;NA;NA;NA;NA;NA
Ceuta y Melilla;2024-06-01;hombre;estimado;real;NA;NA;NA;NA;NA;NA
Ceuta y Melilla;2024-06-01;mujer;estimado;real;NA;NA;NA;NA;NA;NA
Ceuta y Melilla;2024-07-01;hombre;estimado;real;NA;NA;NA;NA;NA;NA
Ceuta y Melilla;2024-07-01;mujer;estimado;real;NA;NA;NA;NA;NA;NA
Ceuta y Melilla;2024-08-01;hombre;estimado;real;NA;NA;NA;NA;NA;NA
Ceuta y Melilla;2024-08-01;mujer;estimado;real;NA;NA;NA;NA;NA;NA
Ceuta y Melilla;2024-09-01;hombre;estimado;real;NA;NA;NA;NA;NA;NA
Ceuta y Melilla;2024-09-01;mujer;estimado;real;NA;NA;NA;NA;NA;NA
Ceuta y Melilla;2024-10-01;hombre;estimado;real;NA;NA;NA;NA;NA;NA
Ceuta y Melilla;2024-10-01;mujer;estimado;real;NA;NA;NA;NA;NA;NA
Ceuta y Melilla;2024-11-01;hombre;estimado;real;NA;NA;NA;NA;NA;NA
Ceuta y Melilla;2024-11-01;mujer;estimado;real;NA;NA;NA;NA;NA;NA
Ceuta y Melilla;2024-12-01;hombre;estimado;real;NA;NA;NA;NA;NA;NA
Ceuta y Melilla;2024-12-01;mujer;estimado;real;NA;NA;NA;NA;NA;NA
Ceuta y Melilla;2025-01-01;hombre;estimado;real;NA;NA;NA;NA;NA;NA
Ceuta y Melilla;2025-01-01;mujer;estimado;real;NA;NA;NA;NA;NA;NA
Ceuta y Melilla;2025-02-01;hombre;estimado;real;NA;NA;NA;NA;NA;NA
Ceuta y Melilla;2025-02-01;mujer;estimado;real;NA;NA;NA;NA;NA;NA
Ceuta y Melilla;2025-03-01;hombre;estimado;real;NA;NA;NA;NA;NA;NA
Ceuta y Melilla;2025-03-01;mujer;estimado;real;NA;NA;NA;NA;NA;NA
Ceuta y Melilla;2025-04-01;hombre;estimado;real;NA;NA;NA;NA;NA;NA
Ceuta y Melilla;2025-04-01;mujer;estimado;real;NA;NA;NA;NA;NA;NA
Ceuta y Melilla;2025-05-01;hombre;estimado;real;NA;NA;NA;NA;NA;NA
Ceuta y Melilla;2025-05-01;mujer;estimado;real;NA;NA;NA;NA;NA;NA
Ceuta y Melilla;2025-06-01;hombre;estimado;real;NA;NA;NA;NA;NA;NA
Ceuta y Melilla;2025-06-01;mujer;estimado;real;NA;NA;NA;NA;NA;NA
Ceuta y Melilla;2025-07-01;hombre;estimado;real;NA;NA;NA;NA;NA;NA
Ceuta y Melilla;2025-07-01;mujer;estimado;real;NA;NA;NA;NA;NA;NA
Ceuta y Melilla;2025-08-01;hombre;estimado;real;NA;NA;NA;NA;NA;NA
Ceuta y Melilla;2025-08-01;mujer;estimado;real;NA;NA;NA;NA;NA;NA
Ceuta y Melilla;2025-09-01;hombre;estimado;real;NA;NA;NA;NA;NA;NA
Ceuta y Melilla;2025-09-01;mujer;estimado;real;NA;NA;NA;NA;NA;NA
Ceuta y Melilla;2025-10-01;hombre;estimado;real;NA;NA;NA;NA;NA;NA
Ceuta y Melilla;2025-10-01;mujer;estimado;real;NA;NA;NA;NA;NA;NA
Ceuta y Melilla;2025-11-01;hombre;estimado;real;NA;NA;NA;NA;NA;NA
Ceuta y Melilla;2025-11-01;mujer;estimado;real;NA;NA;NA;NA;NA;NA
Ceuta y Melilla;2025-12-01;hombre;estimado;real;NA;NA;NA;NA;NA;NA
Ceuta y Melilla;2025-12-01;mujer;estimado;real;NA;NA;NA;NA;NA;NA
Ceuta y Melilla;2026-01-01;hombre;estimado;real;NA;NA;NA;NA;NA;NA
Ceuta y Melilla;2026-01-01;mujer;estimado;real;NA;NA;NA;NA;NA;NA
Ceuta y Melilla;2026-02-01;hombre;estimado;real;NA;NA;NA;NA;NA;NA
Ceuta y Melilla;2026-02-01;mujer;estimado;real;NA;NA;NA;NA;NA;NA
Ceuta y Melilla;2026-03-01;hombre;estimado;real;NA;NA;NA;NA;NA;NA
Ceuta y Melilla;2026-03-01;mujer;estimado;real;NA;NA;NA;NA;NA;NA
Ceuta y Melilla;2026-04-01;hombre;estimado;proyeccion;NA;NA;NA;NA;NA;NA
Ceuta y Melilla;2026-04-01;mujer;estimado;proyeccion;NA;NA;NA;NA;NA;NA
Ceuta y Melilla;2026-05-01;hombre;estimado;proyeccion;NA;NA;NA;NA;NA;NA
Ceuta y Melilla;2026-05-01;mujer;estimado;proyeccion;NA;NA;NA;NA;NA;NA
Ceuta y Melilla;2026-06-01;hombre;estimado;proyeccion;NA;NA;NA;NA;NA;NA
Ceuta y Melilla;2026-06-01;mujer;estimado;proyeccion;NA;NA;NA;NA;NA;NA
Ceuta y Melilla;2026-07-01;hombre;estimado;proyeccion;NA;NA;NA;NA;NA;NA
Ceuta y Melilla;2026-07-01;mujer;estimado;proyeccion;NA;NA;NA;NA;NA;NA
Ceuta y Melilla;2026-08-01;hombre;estimado;proyeccion;NA;NA;NA;NA;NA;NA
Ceuta y Melilla;2026-08-01;mujer;estimado;proyeccion;NA;NA;NA;NA;NA;NA
Ceuta y Melilla;2026-09-01;hombre;estimado;proyeccion;NA;NA;NA;NA;NA;NA
Ceuta y Melilla;2026-09-01;mujer;estimado;proyeccion;NA;NA;NA;NA;NA;NA
Ceuta y Melilla;2026-10-01;hombre;estimado;proyeccion;NA;NA;NA;NA;NA;NA
Ceuta y Melilla;2026-10-01;mujer;estimado;proyeccion;NA;NA;NA;NA;NA;NA
Ceuta y Melilla;2026-11-01;hombre;estimado;proyeccion;NA;NA;NA;NA;NA;NA
Ceuta y Melilla;2026-11-01;mujer;estimado;proyeccion;NA;NA;NA;NA;NA;NA
Comunidad Foral de Navarra;2023-01-01;hombre;estimado;real;5,2772;7,3607;0,0214;0,2609;0,0000;71,4909
Comunidad Foral de Navarra;2023-01-01;mujer;estimado;real;13,2333;18,4581;0,0536;0,6542;0,0000;71,4909
Comunidad Foral de Navarra;2023-02-01;hombre;estimado;real;5,2788;7,3643;0,0224;0,2573;0,0000;71,5450
Comunidad Foral de Navarra;2023-02-01;mujer;estimado;real;13,2727;18,5162;0,0563;0,6469;0,0000;71,5450
Comunidad Foral de Navarra;2023-03-01;hombre;estimado;real;5,2873;7,3625;0,0221;0,2543;0,0000;71,5346
Comunidad Foral de Navarra;2023-03-01;mujer;estimado;real;13,2873;18,5022;0,0554;0,6390;0,0000;71,5346
Comunidad Foral de Navarra;2023-04-01;hombre;estimado;real;5,3180;7,4178;0,0228;0,2497;0,0000;71,4664
Comunidad Foral de Navarra;2023-04-01;mujer;estimado;real;13,3196;18,5789;0,0571;0,6254;0,0000;71,4664
Comunidad Foral de Navarra;2023-05-01;hombre;estimado;real;5,3145;7,4218;0,0230;0,2469;0,0000;71,5900
Comunidad Foral de Navarra;2023-05-01;mujer;estimado;real;13,3920;18,7020;0,0581;0,6222;0,0000;71,5900
Comunidad Foral de Navarra;2023-06-01;hombre;estimado;real;5,3432;7,4782;0,0237;0,2441;0,0000;71,5949
Comunidad Foral de Navarra;2023-06-01;mujer;estimado;real;13,4674;18,8489;0,0598;0,6153;0,0000;71,5949
Comunidad Foral de Navarra;2023-07-01;hombre;estimado;real;5,3278;7,4495;0,0249;0,2409;0,0000;71,7638
Comunidad Foral de Navarra;2023-07-01;mujer;estimado;real;13,5409;18,9333;0,0634;0,6124;0,0000;71,7638
Comunidad Foral de Navarra;2023-08-01;hombre;estimado;real;5,3496;7,4947;0,0233;0,2407;0,0000;71,6717
Comunidad Foral de Navarra;2023-08-01;mujer;estimado;real;13,5348;18,9619;0,0590;0,6090;0,0000;71,6717
Comunidad Foral de Navarra;2023-09-01;hombre;estimado;real;5,3625;7,4871;0,0238;0,2378;0,0000;71,8561
Comunidad Foral de Navarra;2023-09-01;mujer;estimado;real;13,6914;19,1159;0,0609;0,6071;0,0000;71,8561
Comunidad Foral de Navarra;2023-10-01;hombre;estimado;real;5,3819;7,4646;0,0251;0,2300;0,0000;72,0084
Comunidad Foral de Navarra;2023-10-01;mujer;estimado;real;13,8450;19,2026;0,0645;0,5918;0,0000;72,0084
