ccaa;periodo;genero;origen;abandono_temprano;nivel_superior_25_34;nivel_bajo_25_64;formacion_adultos_25_64;neet_15_29;idoneidad_15;graduacion_eso;escolarizacion_0_2
Comunidad Foral de Navarra;2021;mujeres;real;5,8;66,7;24,6;17,9;9,7;78,6;85,0;31,1
Comunidad Foral de Navarra;2021;total;real;8,4;61,2;28,4;16,0;12,0;76,9;82,2;31,6
Comunidad Foral de Navarra;2022;hombres;real;7,3;57,0;31,6;15,3;11,9;73,2;79,7;35,1
Comunidad Foral de Navarra;2022;mujeres;proyeccion;4,7;58,4;24,9;20,7;11,7;80,6;89,9;34,5
Comunidad Foral de Navarra;2022;total;real;5,2;57,7;28,3;18,0;11,8;76,8;84,7;34,8
Comunidad Foral de Navarra;2023;hombres;real;9,4;51,4;30,2;17,0;10,1;74,2;80,7;40,1
Comunidad Foral de Navarra;2023;mujeres;real;3,6;60,0;26,9;19,1;10,3;79,7;87,2;40,3
Comunidad Foral de Navarra;2023;total;real;6,5;55,6;28,6;18,0;10,2;76,9;83,8;40,2
Comunidad Foral de Navarra;2024;hombres;proyeccion;13,4;55,9;29,4;15,8;9,2;73,7;80,7;43,1
Comunidad Foral de Navarra;2024;mujeres;proyeccion;6,2;65,2;24,3;20,7;10,3;78,1;87,9556;40,8
Comunidad Foral de Navarra;2024;total;proyeccion;9,9;60,4;26,9;18,2;9,8;75,9;84,0667;42,0
Comunidad Foral de Navarra;2025;hombres;proyeccion;8,6;55,3;27,6;15,3;8,6;73,7;80,7;43,1
Comunidad Foral de Navarra;2025;mujeres;proyeccion;7,1;65,4;20,9;20,9;11,1;79,07;87,9556;40,8
Comunidad Foral de Navarra;2025;total;proyeccion;7,8;60,2;24,3;18,1;9,8;75,9;84,0667;42,0
Comunidad Foral de Navarra;2026;hombres;proyeccion;8,6;57,6309;26,75;15,3;8,6;73,7;80,7;43,1
Comunidad Foral de Navarra;2026;mujeres;proyeccion;7,1;65,4;20,9;22,2527;9,18;79,07;87,9556;40,8
Comunidad Foral de Navarra;2026;total;proyeccion;7,8;60,2;24,3;18,1;9,8;75,9;84,0667;42,0
Comunidad Valenciana;2015;hombres;real;27,3;35,3;45,8;10,9;18,4;58,8;66,4;30,4
Comunidad Valenciana;2015;mujeres;real;15,4;45,7;41,6;11,9;18,8;68,2;79,3;29,9
Comunidad Valenciana;2015;total;real;21,4;40,5;43,7;11,4;18,6;63,4;72,7;30,1
Comunidad Valenciana;2016;hombres;real;24,4;32,3;46,1;10,1;17,2;62,2;60,6;32,7
Comunidad Valenciana;2016;mujeres;real;15,5;44,9;40,5;11,5;18,1;71,9;73,3;32,1
Comunidad Valenciana;2016;total;real;20,2;38,6;43,3;10,8;17,7;66,9;66,8;32,4
Comunidad Valenciana;2017;hombres;real;24,9;34,2;45,9;11,1;15,4;62,1;67,4;34,3
Comunidad Valenciana;2017;mujeres;real;15,4;46,7;39,4;12,2;16,7;72,3;80,7;33,8
Comunidad Valenciana;2017;total;real;20,3;40,4;42,7;11,6;16,0;67,0;73,9;34,0
Comunidad Valenciana;2018;hombres;real;24,2;37,2;44,7;11,9;15,2;62,4;69,7;37,4
Comunidad Valenciana;2018;mujeres;real;16,1;49,9;36,9;13,1;17,0;72,2;82,0;36,7
Comunidad Valenciana;2018;total;real;20,2;43,6;40,8;12,5;16,1;67,2;75,7;37,1
Comunidad Valenciana;2019;hombres;real;19,7;41,0;43,8;11,0;13,3;63,1;77,8;38,8
Comunidad Valenciana;2019;mujeres;real;12,8;52,1;36,0;13,8;16,4;72,9;87,6;38,1
Comunidad Valenciana;2019;total;real;16,4;46,5;39,9;12,4;14,8;67,9;82,5;38,5
Comunidad Valenciana;2020;hombres;real;19,0;39,8;41,9;10,6;15,0;68,6;75,6;35,6
Comunidad Valenciana;2020;mujeres;real;11,6;53,0;33,5;13,4;16,7;76,8;86,1;34,6
Comunidad Valenciana;2020;total;real;15,5;46,3;37,7;12,0;15,8;72,6;80,7;35,1
Comunidad Valenciana;2021;hombres;real;15,8;38,7;41,6;14,8;16,1;71,1;73,9;40,4
Comunidad Valenciana;2021;mujeres;real;10,4;52,9;34,9;19,7;13,1;78,0;83,1;39,7
Comunidad Valenciana;2021;total;real;13,2;45,8;38,2;17,2;14,6;74,4;78,4;40,1
Comunidad Valenciana;2022;hombres;real;18,4;43,3;43,9;14,7;12,4;69,5;73,2;43,8
Comunidad Valenciana;2022;mujeres;real;13,4;56,5;38,3;19,3;13,6;77,1;82,8;42,8
Comunidad Valenciana;2022;total;real;16,0;49,8;41,1;17,0;13,0;73,2;77,8;43,3
Comunidad Valenciana;2023;hombres;real;16,2;45,4;43,2;16,0;10,4;68,1;71,7;45,0
Comunidad Valenciana;2023;mujeres;real;13,7;58,8;36,7;19,9;12,5;76,2;82,2;43,9
Comunidad Valenciana;2023;total;real;15,0;52,0;39,9;18,0;11,4;72,0;76,8;44,5
Comunidad Valenciana;2024;hombres;proyeccion;15,1;44,0;42,8;17,9;10,5;67,6;71,7;47,2
Comunidad Valenciana;2024;mujeres;proyeccion;10,4;58,9;35,8;20,7;10,8;75,8;82,2;46,3
Comunidad Valenciana;2024;total;proyeccion;12,9;51,3;39,3;19,3;10,6;71,6;76,8;46,8
Comunidad Valenciana;2025;hombres;proyeccion;17,1;46,5;44,0;16,5;11,7;67,6;71,7;48,2467
Comunidad Valenciana;2025;mujeres;proyeccion;11,5;60,1;35,9;20,2;12,6;75,8;82,2;47,1467
Comunidad Valenciana;2025;total;proyeccion;14,4;53,1;39,9;18,3;12,1;71,6;76,8;47,76
Comunidad Valenciana;2026;hombres;proyeccion;14,9884;47,7709;44,0;16,5;11,7;67,6;71,7;50,0079
Comunidad Valenciana;2026;mujeres;proyeccion;11,5;62,4073;35,9;20,2;10,5964;75,8;82,2;48,8479
Comunidad Valenciana;2026;total;proyeccion;14,4;54,9164;39,9;18,3;11,45;71,6;76,8;49,5
Comunidad de Madrid;2015;hombres;real;20,0;42,6;29,2;10,4;16,5;64,5;78,0;45,2
Comunidad de Madrid;2015;mujeres;real;11,2;55,1;27,8;11,9;15,5;71,6;85,2;44,9
Comunidad de Madrid;2015;total;real;15,6;49,0;28,5;11,1;16,0;68,0;81,6;45,1
Comunidad de Madrid;2016;hombres;real;17,5;43,4;30,4;10,1;14,2;64,8;73,1;47,7
Comunidad de Madrid;2016;mujeres;real;11,7;52,7;27,4;11,4;15,3;71,9;80,9;47,4
Comunidad de Madrid;2016;total;real;14,6;48,1;28,9;10,8;14,8;68,3;76,9;47,5
Comunidad de Madrid;2017;hombres;real;16,1;45,8;28,3;10,9;13,3;65,9;75,3;49,4
Comunidad de Madrid;2017;mujeres;real;11,5;56,0;26,0;12,2;13,9;72,9;83,7;48,9
Comunidad de Madrid;2017;total;real;13,9;51,0;27,1;11,5;13,6;69,3;79,4;49,2
Comunidad de Madrid;2018;hombres;real;17,8;46,7;30,0;10,9;10,2;66,3;76,1;50,9
Comunidad de Madrid;2018;mujeres;real;11,0;56,7;25,6;13,1;12,0;72,7;84,3;50,4
Comunidad de Madrid;2018;total;real;14,4;51,9;27,7;12,1;11,1;69,4;80,1;50,7
Comunidad de Madrid;2019;hombres;real;13,8;49,9;27,4;11,5;10,3;66,1;83,5;53,2
Comunidad de Madrid;2019;mujeres;real;9,9;58,6;24,4;12,1;10,9;73,3;89,5;52,8
Comunidad de Madrid;2019;total;real;11,9;54,4;25,9;11,8;10,6;69,6;86,4;53,0
Comunidad de Madrid;2020;hombres;real;12,6;52,8;25,7;11,7;13,9;71,7;79,9;46,5
Comunidad de Madrid;2020;mujeres;real;7,2;60,0;22,5;13,1;12,2;77,9;87,3;45,8
Comunidad de Madrid;2020;total;real;10,0;56,5;24,1;12,4;13,0;74,7;83,5;46,1
Comunidad de Madrid;2021;hombres;real;12,5;51,7;28,1;14,2;11,2;70,4;78,9;52,6
Comunidad de Madrid;2021;mujeres;real;6,9;60,8;23,2;16,8;9,2;76,3;84,5;51,6
Comunidad de Madrid;2021;total;real;9,8;56,4;25,6;15,6;10,2;73,3;81,6;52,1
Comunidad de Madrid;2022;hombres;real;13,5;47,8;26,3;15,7;8,9;70,5;79,4;55,8
Comunidad de Madrid;2022;mujeres;real;8,9;66,1;22,7;18,1;10,5;75,9;84,5;54,5
Comunidad de Madrid;2022;total;real;11,2;57,1;24,4;17,0;9,7;73,1;81,9;55,1
Comunidad de Madrid;2023;hombres;real;11,9;53,0;27,8;15,6;9,9;70,2;81,1;56,8
Comunidad de Madrid;2023;mujeres;real;10,8;67,2;24,3;17,7;10,5;76,1;86,4;56,1
Comunidad de Madrid;2023;total;real;11,4;60,2;26,0;16,7;10,2;73,1;83,7;56,5
Comunidad de Madrid;2024;hombres;proyeccion;11,3;55,8;27,2;15,3;10,5;70,9;81,1;57,0
Comunidad de Madrid;2024;mujeres;proyeccion;9,7;61,4;24,5;16,8;10,8;76,1;85,1444;56,3
Comunidad de Madrid;2024;total;proyeccion;10,5;58,6;25,8;16,1;10,6;73,4;81,6778;56,7
Comunidad de Madrid;2025;hombres;proyeccion;10,3;55,9;27,3;15,8;10,6;70,9;81,1;57,0
Comunidad de Madrid;2025;mujeres;proyeccion;8,8;58,6;24,7;17,8;10,1;76,1;85,1444;56,3
Comunidad de Madrid;2025;total;proyeccion;9,6;57,3;26,0;16,8;10,4;73,4;81,6778;56,7
Comunidad de Madrid;2026;hombres;proyeccion;9,33;57,3109;27,9727;15,8;10,6;70,9;81,1;57,0
Comunidad de Madrid;2026;mujeres;proyeccion;8,8;58,6;24,7;17,8;10,2995;76,1;85,1444;56,3
Comunidad de Madrid;2026;total;proyeccion;9,6;57,3;26,0;16,8;10,4;73,4;81,6778;56,7
Extremadura;2015;hombres;real;29,4;32,2;60,1;8,8;23,9;62,0;73,3;29,4
Extremadura;2015;mujeres;real;19,4;44,5;52,7;10,1;22,6;70,5;86,6;29,1
Extremadura;2015;total;real;24,5;38,1;56,5;9,5;23,3;66,1;79,7;29,3
Extremadura;2016;hombres;real;24,3;27,3;61,9;8,8;21,4;63,2;68,7;29,0
Extremadura;2016;mujeres;real;16,4;41,8;53,4;9,4;23,9;71,5;82,7;28,0
Extremadura;2016;total;real;20,4;34,3;57,8;9,1;22,6;67,2;75,5;28,5
Extremadura;2017;hombres;real;26,7;29,8;59,4;8,2;22,3;63,9;72,9;29,7
Extremadura;2017;mujeres;real;11,5;45,2;54,3;10,5;20,5;72,8;84,0;28,7
Extremadura;2017;total;real;19,2;37,2;56,9;9,3;21,5;68,2;78,3;29,2
Extremadura;2018;hombres;real;27,7;25,3;59,3;8,3;21,3;66,1;75,1;31,1
Extremadura;2018;mujeres;real;13,9;46,7;50,4;12,1;20,4;74,5;87,8;30,7
Extremadura;2018;total;real;20,9;35,7;55,0;10,2;20,9;70,2;81,3;30,9
Extremadura;2019;hombres;real;27,5;25,6;59,4;7,8;18,3;65,5;82,9;32,3
Extremadura;2019;mujeres;real;13,0;50,8;47,8;12,7;21,8;75,1;92,7;31,8
Extremadura;2019;total;real;20,5;37,9;53,7;10,2;20,0;70,2;87,8;32,1
Extremadura;2020;hombres;real;24,4;22,8;57,4;9,0;20,4;70,6;78,1;28,0
Extremadura;2020;mujeres;real;12,0;48,3;47,1;11,5;20,3;78,0;87,7;25,7
Extremadura;2020;total;real;18,4;35,2;52,3;10,3;20,4;74,2;82,8;26,9
Extremadura;2021;hombres;real;19,1;29,3;54,5;11,4;16,0;72,4;77,6;36,6
Extremadura;2021;mujeres;real;9,2;48,7;46,1;13,8;18,1;77,6;85,7;33,5
Extremadura;2021;total;real;14,3;38,8;50,3;12,6;17,0;74,9;81,6;35,1
Extremadura;2022;hombres;real;14,5;34,1;54,8;14,0;12,6;71,2;77,3;40,9
Extremadura;2022;mujeres;real;6,7;56,4;42,8;17,5;15,1;77,6;87,1;40,0
Extremadura;2022;total;real;10,6;44,9;48,9;15,7;13,8;74,3;82,0;40,5
Extremadura;2023;hombres;real;12,1;37,8;52,6;13,2;11,4;73,6;79,8;43,5
Extremadura;2023;mujeres;real;7,5;56,9;40,1;18,2;13,9;78,9;89,0;41,9
Extremadura;2023;total;real;9,9;47,1;46,4;15,7;12,6;76,2;84,2;42,7
Extremadura;2024;hombres;proyeccion;16,2;40,5;51,3;12,9;12,7;73,6;79,8;44,7
Extremadura;2024;mujeres;proyeccion;9,9;54,8;40,3;16,8;11,6;78,0;87,0333;42,3
Extremadura;2024;total;proyeccion;13,0;47,5;45,9;14,8;12,1;75,7;81,4667;43,5
Extremadura;2025;hombres;proyeccion;17,8;42,7;52,9;13,1;11,3;73,6;79,8;44,7
Extremadura;2025;mujeres;proyeccion;12,1;56,8;41,1;16,6;14,2;78,0;87,0333;42,3
Extremadura;2025;total;proyeccion;15,0;49,6;47,0;14,8;12,7;75,7;81,4667;43,5
Extremadura;2026;hombres;proyeccion;17,8;42,7;52,9;13,1;10,04;73,6;79,8;44,7
Extremadura;2026;mujeres;proyeccion;12,1;56,8;41,1;16,6;13,36;78,0;87,0333;42,3
Extremadura;2026;total;proyeccion;14,4803;49,6;46,05;14,8;12,7;75,7;81,4667;43,5
Galicia;2015;hombres;real;21,9;36,9;47,2;9,3;17,5;63,5;76,4;43,1
Galicia;2015;mujeres;real;11,9;53,9;42,1;10,8;15,3;73,3;88,9;42,2
Galicia;2015;total;real;17,0;45,3;44,7;10,1;16,4;68,2;82,5;42,7
Galicia;2016;hombres;real;19,1;37,4;46,5;8,3;16,4;64,5;71,4;44,3
Galicia;2016;mujeres;real;11,2;52,7;40,5;10,2;15,0;74,3;83,4;43,1
Galicia;2016;total;real;15,2;45,0;43,5;9,2;15,7;69,2;77,2;43,7
Galicia;2017;hombres;real;17,9;40,8;46,0;8,5;14,1;65,6;76,0;46,2
Galicia;2017;mujeres;real;11,8;53,3;39,4;10,2;14,5;74,7;84,7;45,8
Galicia;2017;total;real;14,9;47,0;42,7;9,4;14,3;70,0;80,2;46,0
Galicia;2018;hombres;real;17,0;41,3;44,5;9,4;11,6;68,1;75,5;47,8
Galicia;2018;mujeres;real;11,4;54,2;37,8;11,5;12,4;77,0;86,7;46,8
Galicia;2018;total;real;14,3;47,7;41,1;10,4;12,0;72,4;81,0;47,3
Galicia;2019;hombres;real;16,7;42,1;42,6;9,6;12,3;68,4;84,0;49,8
Galicia;2019;mujeres;real;8,2;55,3;36,3;12,0;12,3;77,4;92,3;49,2
Galicia;2019;total;real;12,6;48,7;39,4;10,8;12,3;72,8;88,0;49,5
Galicia;2020;hombres;real;15,5;41,8;41,3;10,6;13,2;74,1;81,7;43,3
Galicia;2020;mujeres;real;8,2;57,2;33,7;12,6;13,6;82,4;90,9;41,9
Galicia;2020;total;real;12,0;49,4;37,5;11,6;13,4;78,2;86,2;42,6
Galicia;2021;hombres;real;11,6;42,2;41,3;13,9;10,8;76,2;81,1;51,0
Galicia;2021;mujeres;real;5,7;57,8;32,2;16,2;9,7;81,6;86,6;49,4
Galicia;2021;total;real;8,7;49,9;36,7;15,0;10,3;78,8;83,8;50,3
Galicia;2022;hombres;real;11,3;43,6;40,0;13,5;11,6;74,5;77,8;57,1
Galicia;2022;mujeres;real;8,3;60,8;32,0;17,7;10,9;81,9;87,1;55,6
Galicia;2022;total;real;9,9;52,1;36,0;15,6;11,3;78,1;82,4;56,4
Galicia;2023;hombres;real;11,7;44,5;39,2;13,6;10,2;74,4;79,0;60,8
Galicia;2023;mujeres;real;6,1;62,1;31,8;18,4;9,4;80,8;88,0;60,4
Galicia;2023;total;real;9,1;53,2;35,4;16,0;9,8;77,5;83,3;60,6
Galicia;2024;hombres;proyeccion;15,0;42,8;38,3;13,4;11,9;75,2;79,0;64,2
Galicia;2024;mujeres;proyeccion;6,5;63,4;30,6;17,7;10,3;80,5;87,6222;64,6
Galicia;2024;total;proyeccion;10,8;53,0;34,4;15,6;11,1;77,8;83,3;64,4
Galicia;2025;hombres;proyeccion;13,5;43,5;37,5;12,8;12,8;75,2;79,0;64,2
Galicia;2025;mujeres;proyeccion;7,2;63,3;27,9;16,6;9,3;80,5;87,6222;64,6
Galicia;2025;total;proyeccion;10,4;53,3;32,6;14,7;11,1;77,8;83,3;64,4
Galicia;2026;hombres;proyeccion;13,5;43,5;36,53;12,8;12,8;75,2;79,0;64,2
Galicia;2026;mujeres;proyeccion;7,2;64,24;26,48;16,6;8,2618;80,5;87,6222;64,6
Galicia;2026;total;proyeccion;10,4;54,1;30,9431;14,7;10,2653;77,8;83,3;64,4
Islas Baleares;2015;hombres;real;31,5;22,1;48,8;7,9;20,8;57,3;65,0;16,6
Islas Baleares;2015;mujeres;real;21,6;39,9;41,9;10,7;18,4;68,5;76,3;16,5
Islas Baleares;2015;total;real;26,7;31,1;45,4;9,3;19,6;62,7;70,5;16,6
Islas Baleares;2016;hombres;real;34,9;26,6;45,4;7,3;20,9;59,1;65,3;20,8
Islas Baleares;2016;mujeres;real;18,1;38,2;39,1;10,2;18,9;69,2;76,0;19,7
Islas Baleares;2016;total;real;26,8;32,5;42,3;8,7;19,9;64,1;70,6;20,3
Islas Baleares;2017;hombres;real;32,4;32,9;45,3;7,5;18,0;58,8;62,9;25,9
Islas Baleares;2017;mujeres;real;20,5;43,4;38,0;9,7;17,8;71,0;78,8;25,3
Islas Baleares;2017;total;real;26,5;38,2;41,7;8,6;17,9;64,6;70,5;25,6
Islas Baleares;2018;hombres;real;27,0;26,5;46,9;8,9;14,7;60,7;69,9;26,7
Islas Baleares;2018;mujeres;real;21,7;45,7;37,9;11,3;14,9;71,6;80,4;26,0
Islas Baleares;2018;total;real;24,4;36,2;42,4;10,1;14,8;65,9;75,1;26,4
Islas Baleares;2019;hombres;real;28,1;29,2;46,0;9,5;14,5;63,2;76,3;28,3
Islas Baleares;2019;mujeres;real;20,3;43,6;36,8;11,8;16,7;71,6;85,3;27,3
Islas Baleares;2019;total;real;24,2;36,4;41,4;10,6;15,6;67,2;80,7;27,8
Islas Baleares;2020;hombres;real;29,4;33,0;41,8;9,5;22,2;69,7;77,6;24,4
Islas Baleares;2020;mujeres;real;12,4;47,1;32,2;13,1;20,6;75,8;84,7;24,2
Islas Baleares;2020;total;real;21,3;40,1;37,1;11,3;21,4;72,6;81,0;24,3
Islas Baleares;2021;hombres;real;18,7;38,4;39,4;12,4;17,5;68,1;71,9;28,9
Islas Baleares;2021;mujeres;real;11,8;49,1;32,1;15,4;15,4;75,3;82,2;28,2
Islas Baleares;2021;total;real;15,4;43,8;35,8;13,9;16,5;71,6;76,9;28,5
Islas Baleares;2022;hombres;real;21,1;32,8;41,9;12,5;15,3;69,2;73,6;33,6
Islas Baleares;2022;mujeres;real;13,4;46,7;35,5;15,4;15,0;76,1;83,8;32,4
Islas Baleares;2022;total;real;17,3;39,8;38,7;13,9;15,2;72,5;78,5;33,0
Islas Baleares;2023;hombres;real;20,5;34,5;41,2;12,4;15,8;69,7;73,8;39,3
Islas Baleares;2023;mujeres;real;15,4;47,4;35,3;15,6;14,8;76,8;81,9;38,0
Islas Baleares;2023;total;real;18,0;40,9;38,3;14,0;15,3;73,0;77,7;38,7
Islas Baleares;2024;hombres;proyeccion;27,9;36,9;42,4;14,3;13,0;70,0;73,8;43,6
Islas Baleares;2024;mujeres;proyeccion;11,9;51,6;35,4;16,5;14,0;77,4;81,9;42,0
Islas Baleares;2024;total;proyeccion;20,1;44,2;38,9;15,4;13,5;73,6;77,7;42,8
Islas Baleares;2025;hombres;proyeccion;23,0;34,6;40,2;15,1;12,0;70,0;73,8;46,6
Islas Baleares;2025;mujeres;proyeccion;7,5;52,0;31,9;18,3;11,2;79,1333;81,9;44,8333
Islas Baleares;2025;total;proyeccion;15,2;43,2;36,1;16,7;11,6;73,6;77,7;45,7111
Islas Baleares;2026;hombres;proyeccion;19,8236;35,85;40,2;15,1;12,5364;70,0;73,8;49,6
Islas Baleares;2026;mujeres;proyeccion;7,5;53,1691;31,9;19,06;11,2;80,1885;81,9;47,6667
Islas Baleares;2026;total;proyeccion;14,2018;45,8545;36,1;17,0036;11,6;73,6;77,7;48,6222
La Rioja;2015;hombres;real;32,4;38,3;39,5;9,1;18,5;64,3;70,5;36,4
La Rioja;2015;mujeres;real;10,8;46,7;34,4;10,6;16,6;71,9;86,4;35,3
La Rioja;2015;total;real;21,5;42,6;37,0;9,8;17,6;68,0;78,1;35,8
La Rioja;2016;hombres;real;17,7;34,9;44,0;9,1;12,5;63,7;62,0;35,6
La Rioja;2016;mujeres;real;17,8;52,3;35,4;10,6;17,1;71,6;77,0;36,5
La Rioja;2016;total;real;17,8;43,7;39,7;9,8;14,8;67,5;69,3;36,0
La Rioja;2017;hombres;real;15,9;38,6;41,5;9,2;11,1;65,1;69,4;38,2
La Rioja;2017;mujeres;proyeccion;16,95;52,0;35,8;10,4;16,5;70,3;78,6;37,3
La Rioja;2017;total;real;12,9;45,4;38,6;9,8;13,8;67,7;73,9;37,8
La Rioja;2018;hombres;real;18,2;41,5;41,8;8,7;11,8;66,8;69,8;40,3
La Rioja;2018;mujeres;real;16,1;50,8;34,7;12,7;14,7;73,7;83,0;38,3
La Rioja;2018;total;real;17,1;46,2;38,2;10,7;13,2;70,2;76,4;39,3
La Rioja;2019;hombres;real;17,7;37,9;44,2;9,0;11,9;64,2;74,1;45,2
La Rioja;2019;mujeres;real;10,2;46,7;32,5;12,2;11,0;71,1;85,3;43,6
La Rioja;2019;total;real;13,9;42,3;38,4;10,6;11,5;67,6;79,6;44,4
La Rioja;2020;hombres;real;17,9;34,0;43,5;8,4;9,6;68,7;74,3;40,8
La Rioja;2020;mujeres;real;10,9;46,6;32,5;12,6;13,1;77,8;85,6;40,7
La Rioja;2020;total;real;14,6;40,4;38,0;10,5;11,3;73,1;79,8;40,7
La Rioja;2021;hombres;real;13,5;39,5;40,8;11,6;9,1;71,7;75,5;51,2
La Rioja;2021;mujeres;real;12,8;48,5;31,4;16,4;13,6;75,2;78,7;49,6
La Rioja;2021;total;real;13,1;44,0;36,2;14,0;11,3;73,3;77,0;50,4
La Rioja;2022;hombres;real;15,9;41,3;38,9;10,8;13,6;70,4;70,0;53,1
La Rioja;2022;mujeres;proyeccion;11,8333;52,1;28,8;16,5;11,0;72,5;78,8;52,6
La Rioja;2022;total;real;11,8;46,7;33,9;13,6;12,3;71,4;74,2;52,9
La Rioja;2023;hombres;real;15,1;41,2;43,5;10,3;10,7;71,5;75,6;55,6
La Rioja;2023;mujeres;proyeccion;10,8667;58,5;32,4;16,8;11,0;77,4;84,1;56,8
La Rioja;2023;total;real;9,7;49,8;38,0;13,5;10,9;74,4;79,7;56,2
La Rioja;2024;hombres;proyeccion;23,6;49,5;41,4;11,9;16,7;72,4;76,3361;56,6
La Rioja;2024;mujeres;proyeccion;9,9;66,1;31,8;17,2;9,4;75,1;84,1;57,3
La Rioja;2024;total;proyeccion;17,0;57,7;36,6;14,5;13,1;73,7;76,4444;56,9
La Rioja;2025;hombres;proyeccion;22,0;44,3;39,4;11,8;10,0;73,6533;77,3544;59,4533
La Rioja;2025;mujeres;proyeccion;9,4;53,5;32,1;17,8;11,0;73,66;84,1;57,3
La Rioja;2025;total;proyeccion;15,5;48,9;35,8;14,8;10,5;73,7;76,4444;56,9
La Rioja;2026;hombres;proyeccion;21,921;44,3;41,6818;11,8;10,8921;74,703;78,3728;62,0267
La Rioja;2026;mujeres;proyeccion;9,1143;53,5;32,1;17,8;11,0;73,66;84,1;57,3
La Rioja;2026;total;proyeccion;14,9;48,9;37,3091;14,8;10,5;73,7;76,4444;56,9
País Vasco;2015;hombres;real;11,9;50,7;30,3;12,1;13,7;71,7;82,6;53,2
País Vasco;2015;mujeres;real;7,4;61,6;29,8;13,7;11,9;80,7;90,9;52,0
País Vasco;2015;total;real;9,7;56,2;30,1;12,9;12,8;76,0;86,6;52,6
País Vasco;2016;hombres;real;10,7;51,0;30,7;10,8;11,8;72,2;82,3;53,3
País Vasco;2016;mujeres;real;5,0;63,4;28,2;12,7;11,0;80,5;90,0;52,9
País Vasco;2016;total;real;7,9;57,3;29,5;11,7;11,4;76,2;86,0;53,1
País Vasco;2017;hombres;real;8,5;51,9;29,7;11,6;8,6;71,7;81,5;54,7
País Vasco;2017;mujeres;real;5,5;62,9;27,8;14,7;9,3;81,0;90,5;53,3
País Vasco;2017;total;real;7,0;57,5;28,8;13,2;9,0;76,3;85,9;54,1
País Vasco;2018;hombres;real;9,4;55,2;29,1;11,5;7,6;73,2;82,4;56,6
País Vasco;2018;mujeres;real;4,5;63,5;27,4;13,8;8,8;81,3;90,0;55,1
País Vasco;2018;total;real;6,9;59,4;28,3;12,7;8,2;77,1;86,1;55,9
País Vasco;2019;hombres;real;9,1;57,9;29,8;11,3;7,9;74,0;86,8;56,6
País Vasco;2019;mujeres;real;4,3;63,5;26,0;14,6;9,8;81,8;92,3;55,8
País Vasco;2019;total;real;6,7;60,8;27,9;13,0;8,8;77,8;89,5;56,2
País Vasco;2020;hombres;real;8,5;56,0;26,3;11,4;12,3;77,3;87,3;51,0
País Vasco;2020;mujeres;real;4,3;67,3;23,1;14,6;11,8;83,9;92,2;50,2
País Vasco;2020;total;real;6,5;61,7;24,7;13,1;12,1;80,5;89,7;50,6
País Vasco;2021;hombres;real;5,3;60,7;25,6;14,3;11,7;76,4;83,5;55,4
País Vasco;2021;mujeres;real;5,3;68,0;22,2;19,1;10,0;83,8;90,4;53,8
País Vasco;2021;total;real;5,3;64,4;23,9;16,7;10,9;80,0;86,8;54,6
País Vasco;2022;hombres;real;7,2;59,7;25,3;15,1;11,5;76,5;83,6;56,9
País Vasco;2022;mujeres;real;5,0;68,8;21,4;19,7;7,2;83,7;89,9;55,6
País Vasco;2022;total;real;6,1;64,2;23,4;17,4;9,4;80,0;86,7;56,3
País Vasco;2023;hombres;real;7,5;63,5;24,1;15,4;7,6;77,1;83,6;60,8
País Vasco;2023;mujeres;real;5,7;71,9;20,1;21,0;8,5;83,8;89,2;60,5
País Vasco;2023;total;real;6,7;67,6;22,1;18,2;8,0;80,3;86,3;60,6
País Vasco;2024;hombres;proyeccion;7,1;66,6;21,8;16,1;9,8;76,8;83,6;59,9
País Vasco;2024;mujeres;proyeccion;2,9;69,0;19,9;20,7;8,2;83,6;89,2;58,2
País Vasco;2024;total;proyeccion;5,0;67,8;20,8;18,4;9,1;80,1;86,3;59,1
País Vasco;2025;hombres;proyeccion;4,5;59,0;22,8;17,5;8,4;76,8;83,6;59,9
País Vasco;2025;mujeres;proyeccion;2,7;78,6;17,9;22,1;5,9;83,6;89,2;54,74
País Vasco;2025;total;proyeccion;3,6;68,6;20,3;19,8;7,2;80,1;86,3;59,1
País Vasco;2026;hombres;proyeccion;4,5;65,6818;21,3164;18,04;10,0818;76,8;83,6;59,9
País Vasco;2026;mujeres;proyeccion;2,7;75,2909;16,8036;22,1;6,7673;83,6;89,2;54,74
País Vasco;2026;total;proyeccion;3,9818;70,3636;19,32;20,49;9,7182;80,1;86,3;59,1
Principado de Asturias;2015;hombres;real;16,0;44,0;39,5;7,8;17,8;66,8;85,9;21,0
Principado de Asturias;2015;mujeres;real;17,7;59,2;34,0;9,9;17,9;74,6;90,2;20,1
Principado de Asturias;2015;total;real;16,8;51,6;36,7;8,9;17,8;70,5;88,0;20,6
Principado de Asturias;2016;hombres;real;16,0;42,8;38,5;7,1;19,8;67,5;76,7;20,6
Principado de Asturias;2016;mujeres;real;17,2;62,7;32,9;9,7;17,4;76,1;84,2;20,9
Principado de Asturias;2016;total;real;16,6;52,7;35,7;8,4;18,6;71,5;80,3;20,7
Principado de Asturias;2017;hombres;real;18,9;50,9;36,6;8,8;17,4;68,6;80,2;21,9
Principado de Asturias;2017;mujeres;real;10,8;55,7;33,3;9,1;14,5;75,4;86,5;21,4
