modelo,mape,mae,rmse,nmae,modelo_mas_preciso,aplicó_parsimonia,metrica_seleccion,unique_id,periodicidad
AutoTheta,0.7856875664194236,0.11930517800492257,0.13687926208985812,0.007836136486366014,AutoTheta,False,mape,8|Total Nacional|Ambos géneros,trimestral
AutoTheta,2.3220234259252948,0.30357582893369495,0.3164273171020225,0.023173727399518694,AutoETS,True,mape,8|Total Nacional|Hombres,trimestral
AutoTheta,0.7717791621694094,0.13461799588784906,0.15350418404803687,0.00770346185338192,AutoTheta,False,mape,8|Total Nacional|Mujeres,trimestral
Prophet,1.4860338133401936,0.1919396877865709,0.2547519265392997,0.014850265979618636,Prophet,False,mape,9|Andalucía|Ambos géneros,trimestral
AutoETS,6.623204234175341,0.34815963104150427,0.5829311478916814,0.05951446684470158,AutoETS,False,mape,9|Andalucía|Hombres,trimestral
Prophet,3.6999902987218354,0.801171661467909,0.8633062283872028,0.037005619467339906,Prophet,False,mape,9|Andalucía|Mujeres,trimestral
Prophet,2.233073334781793,0.3150719887414768,0.5374494387993689,0.023869090056172486,Prophet,False,mape,9|Aragón|Ambos géneros,trimestral
Prophet,4.543469205007455,0.2502685224052361,0.32880589778062597,0.04859582959324973,Prophet,False,mape,9|Aragón|Hombres,trimestral
Prophet,2.8875698361975726,0.6977518250112791,1.0153873742384198,0.03046951200922616,Prophet,False,mape,9|Aragón|Mujeres,trimestral
AutoTheta,6.0413519810841745,0.5848697768844962,0.7240109440887426,0.05878088209894434,AutoARIMA,True,mape,9|Canarias|Ambos géneros,trimestral
Naive,5.766702203269367,0.375,0.45552167895721496,0.05952380952380953,Naive,False,mape,9|Canarias|Hombres,trimestral
Naive,7.2068974391234235,1.0,1.4781745499094479,0.07117437722419928,Naive,False,mape,9|Canarias|Mujeres,trimestral
SeasonalNaive,3.1736064846800964,0.4249999999999998,0.7053367989832944,0.03171641791044775,SeasonalNaive,False,mape,9|Cantabria|Ambos géneros,trimestral
AutoTheta,8.777248481130982,0.6640620611244963,1.0479706762023007,0.09985895656007462,AutoTheta,False,mape,9|Cantabria|Hombres,trimestral
Prophet,3.2608550773579976,0.6610621302439705,0.9360756786508682,0.031743679723600024,Prophet,False,mape,9|Cantabria|Mujeres,trimestral
HistoricAverage,2.6019181863007614,0.3778740527918374,0.4180946474191039,0.02592617857919982,HistoricAverage,False,mape,9|Castilla y León|Ambos géneros,trimestral
AutoTheta,7.807070326380668,0.5045025206142617,0.6124079122797786,0.07558090196468341,AutoTheta,False,mape,9|Castilla y León|Hombres,trimestral
WindowAverage,2.369722047350972,0.5781249999999991,0.794782792654697,0.02418933054393302,WindowAverage,False,mape,9|Castilla y León|Mujeres,trimestral
AutoETS,3.670056652538714,0.5445981018962445,0.6158895841729533,0.03723747705273466,AutoETS,False,mape,9|Castilla-La Mancha|Ambos géneros,trimestral
WindowAverage,6.840728715728712,0.4374999999999998,0.48822062123593235,0.06916996047430826,WindowAverage,False,mape,9|Castilla-La Mancha|Hombres,trimestral
AutoETS,2.868285170042038,0.7460838425491714,0.8658203734456505,0.02891797839337873,AutoETS,False,mape,9|Castilla-La Mancha|Mujeres,trimestral
Naive,2.4809942145462816,0.32499999999999973,0.4092676385936222,0.024904214559386954,Naive,False,mape,9|Cataluña|Ambos géneros,trimestral
Naive,4.2599421192909075,0.3500000000000001,0.3807886552931956,0.04255319148936171,Naive,False,mape,9|Cataluña|Hombres,trimestral
Naive,2.7517974960462053,0.5,0.7245688373094713,0.027063599458728008,Naive,False,mape,9|Cataluña|Mujeres,trimestral
Naive,18.366559349800443,1.7999999999999998,2.103568396796263,0.183206106870229,RWD,True,mape,9|Ceuta|Ambos géneros,trimestral
Naive,29.256921799787385,1.65,1.926136028425822,0.31132075471698106,RWD,True,mape,9|Ceuta|Hombres,trimestral
Naive,17.445464169219825,3.1249999999999987,4.689083066016211,0.18853695324283548,Naive,False,mape,9|Ceuta|Mujeres,trimestral
SeasonalNaive,2.8734340967592873,0.32499999999999973,0.5123475382979799,0.02574257425742572,SeasonalNaive,False,mape,9|Comunidad Foral de Navarra|Ambos géneros,trimestral
Prophet,3.4123377705161024,0.20544814012371515,0.2887518903601465,0.03395837026838267,Prophet,False,mape,9|Comunidad Foral de Navarra|Hombres,trimestral
Prophet,5.9133979762246796,1.1563535102938856,1.2933830094698175,0.05654540392635137,Prophet,False,mape,9|Comunidad Foral de Navarra|Mujeres,trimestral
AutoTheta,4.658903879646635,0.6836678419274351,0.8292608189961755,0.047976690661574395,AutoETS,True,mape,9|Comunidad de Madrid|Ambos géneros,trimestral
Naive,6.324842879517832,0.5249999999999999,0.9069178573608526,0.06796116504854369,Naive,False,mape,9|Comunidad de Madrid|Hombres,trimestral
AutoTheta,5.109790045698027,1.080209123455842,1.2804920634191483,0.051377366157233866,AutoTheta,False,mape,9|Comunidad de Madrid|Mujeres,trimestral
AutoTheta,4.042764988501286,0.5965696767772473,0.7665115445817439,0.03957344456233813,AutoETS,True,mape,9|Comunitat Valenciana|Ambos géneros,trimestral
WindowAverage,8.735453429459385,0.6312499999999994,0.8446060472196485,0.08041401273885343,WindowAverage,False,mape,9|Comunitat Valenciana|Hombres,trimestral
Prophet,3.877009116271472,0.9157829626750722,1.0890849811277088,0.038478275742650093,Prophet,False,mape,9|Comunitat Valenciana|Mujeres,trimestral
WindowAverage,0.9624964194248697,0.12499999999999956,0.1383496476323657,0.00956022944550666,WindowAverage,False,mape,9|Extremadura|Ambos géneros,trimestral
AutoARIMA,4.5527635208075985,0.22976043245894018,0.2926023222475764,0.04665186445866805,AutoARIMA,False,mape,9|Extremadura|Hombres,trimestral
WindowAverage,1.6287182729953094,0.3781250000000016,0.38563057127256023,0.016298491379310415,WindowAverage,False,mape,9|Extremadura|Mujeres,trimestral
Prophet,1.808878766079578,0.23908703195403902,0.286279903172098,0.017743007937219963,Prophet,False,mape,9|Galicia|Ambos géneros,trimestral
WindowAverage,4.458387220804642,0.28437500000000004,0.35261301379841337,0.0429245283018868,WindowAverage,False,mape,9|Galicia|Hombres,trimestral
SeasonalNaive,1.8329364466885685,0.375,0.5315072906367323,0.018315018315018312,SeasonalNaive,False,mape,9|Galicia|Mujeres,trimestral
AutoTheta,6.055442999899888,0.714270230613947,1.0167796186435478,0.06434866942467993,AutoETS,True,mape,9|Illes Balears|Ambos géneros,trimestral
Naive,8.077818920210223,0.575,0.7664854858377949,0.08424908424908424,Naive,False,mape,9|Illes Balears|Hombres,trimestral
Prophet,5.166783597358103,0.9050351103768293,1.244062423534288,0.05674201318976986,Prophet,False,mape,9|Illes Balears|Mujeres,trimestral
HistoricAverage,2.1396796103448468,0.3143114733113417,0.33423087573475363,0.021381732878322565,HistoricAverage,False,mape,9|La Rioja|Ambos géneros,trimestral
SeasonalNaive,4.987449316498661,0.27500000000000013,0.31224989991991997,0.050925925925925944,SeasonalNaive,False,mape,9|La Rioja|Hombres,trimestral
Naive,2.222965658083624,0.5499999999999998,0.6819090848492924,0.021782178217821774,RWD,True,mape,9|La Rioja|Mujeres,trimestral
Naive,21.940883074122556,1.9249999999999994,2.687470930075337,0.19794344473007705,Naive,False,mape,9|Melilla|Ambos géneros,trimestral
Naive,23.174347738440886,1.8500000000000003,2.29891278651453,0.193717277486911,AutoARIMA,True,mape,9|Melilla|Hombres,trimestral
AutoTheta,37.79087581939046,3.0510438266846593,3.938038991115464,0.30975064230301114,AutoETS,True,mape,9|Melilla|Mujeres,trimestral
HistoricAverage,6.529568106205542,1.058573650352967,1.1507863921435246,0.0643509817843749,HistoricAverage,False,mape,9|País Vasco|Ambos géneros,trimestral
WindowAverage,8.786725153947687,0.6968750000000004,0.7585193224302204,0.08576923076923082,Prophet,True,mape,9|País Vasco|Hombres,trimestral
AutoARIMA,5.123507876249834,1.2475727963523422,1.5553898355364895,0.04931117772143645,AutoARIMA,False,mape,9|País Vasco|Mujeres,trimestral
Prophet,2.9947657452649583,0.4154975710271702,0.6436437735837124,0.0313583072473336,Prophet,False,mape,9|Principado de Asturias|Ambos géneros,trimestral
SeasonalNaive,7.722634729156782,0.40000000000000013,0.4743416490252569,0.07729468599033819,SeasonalNaive,False,mape,9|Principado de Asturias|Hombres,trimestral
HistoricAverage,4.434363868252323,0.9857435466033762,1.121866121535084,0.04485749927660415,HistoricAverage,False,mape,9|Principado de Asturias|Mujeres,trimestral
AutoARIMA,0.7975292113501447,0.09985629048488498,0.1326698483018859,0.007878208322278894,AutoARIMA,False,mape,9|Región de Murcia|Ambos géneros,trimestral
WindowAverage,2.908710689152259,0.171875,0.1963534759050624,0.029131355932203392,WindowAverage,False,mape,9|Región de Murcia|Hombres,trimestral
Naive,2.339150684553289,0.5,0.6204836822995426,0.023391812865497075,Naive,False,mape,9|Región de Murcia|Mujeres,trimestral
AutoARIMA,0.9593471062645877,0.1280686835773297,0.18801179422642422,0.009451563363640569,AutoARIMA,False,mape,9|Total Nacional|Ambos géneros,trimestral
AutoARIMA,0.6576647181192122,0.04633032195354092,0.052017845889941454,0.0066423400650237885,AutoARIMA,False,mape,9|Total Nacional|Hombres,trimestral
AutoARIMA,1.556830272953217,0.321740093022556,0.4360216118829043,0.015248345640879431,AutoARIMA,False,mape,9|Total Nacional|Mujeres,trimestral
RWD,6.953252955445367,1.1667466977466994,1.4665241519893197,0.07073907344718373,RWD,False,mape,10|Andalucía|Total,anual
WindowAverage,3.239344765786889,0.6487777777777772,0.7918247327580813,0.03293399663835209,WindowAverage,False,mape,10|Aragón|Total,anual
Naive,58.07990868752313,2.6700000000000004,3.6055630165990267,0.5234609854920926,AutoARIMA,True,mape,10|Canarias|Total,anual
WindowAverage,5.194525412777299,1.0075555555555564,1.0118716065530002,0.052040470820492554,WindowAverage,False,mape,10|Cantabria|Total,anual
Naive,13.900744569545596,2.351666666666668,2.3905464507792646,0.1386350684823833,RWD,True,mape,10|Castilla y León|Total,anual
AutoTheta,6.544352231451654,1.1202722850441014,1.6961394304671118,0.06978730128187018,Prophet,True,mape,10|Castilla-La Mancha|Total,anual
RWD,5.885869873987893,0.9751664724164731,1.4198945672033894,0.05630074703147337,RWD,False,mape,10|Cataluña|Total,anual
WindowAverage,7.791441840337195,1.4629999999999985,2.2371895315328114,0.07363105623406246,WindowAverage,False,mape,10|Comunidad Foral de Navarra|Total,anual
WindowAverage,3.3945532534879903,0.574333333333333,0.6677865316490389,0.033384356048129255,WindowAverage,False,mape,10|Comunidad de Madrid|Total,anual
Naive,7.641539184195483,1.3079999999999987,1.8772023510177756,0.07618234060728422,AutoARIMA,True,mape,10|Comunitat Valenciana|Total,anual
Naive,10.867320893603148,1.2463333333333335,1.3759373774509753,0.10544869987026907,Naive,False,mape,10|Extremadura|Total,anual
RWD,7.65106829616672,1.2065087412587416,1.2412356686293358,0.07585560868002819,AutoTheta,True,mape,10|Galicia|Total,anual
Naive,37.37816005107816,2.8516666666666666,3.732601818213849,0.3607421463208939,AutoETS,True,mape,10|Illes Balears|Total,anual
RWD,11.308676147567908,1.6721794871794866,2.767590156821295,0.10376325779875192,RWD,False,mape,10|La Rioja|Total,anual
Naive,12.724626083224493,1.6783333333333328,2.2207933267190803,0.11637313363842272,AutoETS,True,mape,10|País Vasco|Total,anual
Naive,7.33550663619265,1.4400000000000002,2.1341796238055197,0.07221785720256106,AutoETS,True,mape,10|Principado de Asturias|Total,anual
AutoTheta,2.8379412940135587,0.5533870873356884,0.5582401035981202,0.028312037620776036,AutoTheta,False,mape,10|Región de Murcia|Total,anual
RWD,5.403274834415019,0.8798727661227647,0.8800616947910038,0.05397219822046525,AutoTheta,True,mape,10|Total Nacional|Total,anual
AutoTheta,3.3662966529593685,1.344072290149903,1.5931070134327199,0.03467678767156612,AutoTheta,False,mape,11|Andalucía|Ambos géneros,anual
AutoTheta,3.446380931520128,1.2633282920863234,1.4588977959717682,0.03534114953617093,AutoTheta,False,mape,11|Andalucía|Hombres,anual
RWD,4.146231680929243,1.8110644910644946,1.9988195574388188,0.04231129564047569,AutoTheta,True,mape,11|Andalucía|Mujeres,anual
AutoTheta,1.5733812620763556,0.4844990811560332,0.5552395723531071,0.01586960632676165,AutoTheta,False,mape,11|Aragón|Ambos géneros,anual
WindowAverage,1.6662499328830158,0.4622222222222246,0.5324506584686576,0.016751228154948946,WindowAverage,False,mape,11|Aragón|Hombres,anual
Naive,1.8305592567313778,0.6400000000000029,0.8357032966310474,0.018620890311318097,AutoTheta,True,mape,11|Aragón|Mujeres,anual
AutoTheta,4.893144931884584,2.4007551538480576,2.4654945810033593,0.04885873049009004,AutoTheta,False,mape,11|Canarias|Ambos géneros,anual
AutoTheta,5.209060938424277,2.4525991690859925,2.5542181440943748,0.05120605127189072,AutoTheta,False,mape,11|Canarias|Hombres,anual
AutoTheta,4.36600927438865,2.259338931995283,2.5873799096075234,0.044739384791985796,AutoTheta,False,mape,11|Canarias|Mujeres,anual
AutoARIMA,3.4550398342855306,1.265060299223748,1.6025656643375545,0.03582048983172482,AutoARIMA,False,mape,11|Cantabria|Ambos géneros,anual
AutoARIMA,3.8763431899093788,1.2560194245292966,1.4834613990883274,0.03920568383714379,AutoARIMA,False,mape,11|Cantabria|Hombres,anual
AutoARIMA,3.133817802211945,1.3343661405387834,2.0041510898220527,0.03356051661314848,AutoARIMA,False,mape,11|Cantabria|Mujeres,anual
RWD,1.344611890626819,0.3971639471639475,0.5470734846913475,0.013744282402720527,RWD,False,mape,11|Castilla y León|Ambos géneros,anual
RWD,1.4640800863017815,0.39103146853146953,0.4170551641735332,0.014772628202926692,RWD,False,mape,11|Castilla y León|Hombres,anual
Prophet,1.7946022897674105,0.5875864343360663,0.8437259325122586,0.01843119304692805,Prophet,False,mape,11|Castilla y León|Mujeres,anual
RWD,2.211219763277547,0.5636130536130525,0.6445619764539399,0.02231247243123723,RWD,False,mape,11|Castilla-La Mancha|Ambos géneros,anual
RWD,1.9725023016858456,0.4692249417249421,0.5595963478635829,0.020046636644472034,RWD,False,mape,11|Castilla-La Mancha|Hombres,anual
Naive,2.5076053957867104,0.7033333333333331,0.8415263909507924,0.02522414823670053,AutoETS,True,mape,11|Castilla-La Mancha|Mujeres,anual
AutoTheta,3.089131937183121,1.5346164850016564,1.759201365168815,0.03136350878809843,AutoTheta,False,mape,11|Cataluña|Ambos géneros,anual
AutoTheta,3.541216857608522,1.6149619056324909,1.914674322011248,0.03612082097142677,AutoTheta,False,mape,11|Cataluña|Hombres,anual
AutoTheta,2.4848376624345567,1.3589884049591585,1.497039073166744,0.025149375207436157,AutoTheta,False,mape,11|Cataluña|Mujeres,anual
RWD,1.5146295530799552,0.4491550116550134,0.6811357047678667,0.014996828435893604,RWD,False,mape,11|Comunidad Foral de Navarra|Ambos géneros,anual
RWD,2.494554061537144,0.6715598290598308,0.9062430854739363,0.024762530570052756,RWD,False,mape,11|Comunidad Foral de Navarra|Hombres,anual
Naive,1.0358999486823162,0.3499999999999967,0.37063009411900744,0.01034177090515109,AutoTheta,True,mape,11|Comunidad Foral de Navarra|Mujeres,anual
Naive,4.962496824748324,2.3733333333333326,2.716284226659647,0.05103211009174311,AutoTheta,True,mape,11|Comunidad de Madrid|Ambos géneros,anual
RWD,4.694480037366262,2.0360314685314713,2.1829669451513674,0.047779211558154046,AutoTheta,True,mape,11|Comunidad de Madrid|Hombres,anual
Naive,4.897270647484665,2.6000000000000014,3.0339523177971457,0.050511591762725065,RWD,True,mape,11|Comunidad de Madrid|Mujeres,anual
AutoARIMA,4.814369189287024,1.6800000000000022,2.1491083422356043,0.04671424599128748,AutoARIMA,False,mape,11|Comunitat Valenciana|Ambos géneros,anual
AutoARIMA,5.39464579416602,1.7233333333333363,2.0803925911551744,0.0522908870233641,AutoARIMA,False,mape,11|Comunitat Valenciana|Hombres,anual
AutoTheta,5.34927736090589,2.2031678673183515,2.5467935390584504,0.0553606131330518,AutoTheta,False,mape,11|Comunitat Valenciana|Mujeres,anual
Naive,2.982140175098728,0.7666666666666669,0.980578060805633,0.030475685702928326,AutoTheta,True,mape,11|Extremadura|Ambos géneros,anual
Naive,3.3317356607761757,0.7999999999999995,0.9240129869217201,0.0337885400534985,AutoTheta,True,mape,11|Extremadura|Hombres,anual
Naive,2.4150283538700976,0.6733333333333332,1.0600314460744382,0.02507136651359066,WindowAverage,True,mape,11|Extremadura|Mujeres,anual
Naive,2.405901541281883,0.7466666666666674,0.9486481609813695,0.024604569420035173,Naive,False,mape,11|Galicia|Ambos géneros,anual
Naive,3.228861498700389,0.9200000000000005,1.0863701026814025,0.03301040545389309,Naive,False,mape,11|Galicia|Hombres,anual
Naive,1.98348085679954,0.6666666666666666,0.8051500895278252,0.02012072434607646,AutoETS,True,mape,11|Galicia|Mujeres,anual
RWD,7.7800324697759144,4.301857031857035,5.462272305305766,0.08117732479287398,AutoARIMA,True,mape,11|Illes Balears|Ambos géneros,anual
AutoTheta,6.962384102833716,3.71378718084141,4.669314072281758,0.07287174793985368,AutoTheta,False,mape,11|Illes Balears|Hombres,anual
Naive,9.439089824549184,5.359999999999999,6.217593317889701,0.09684413394362802,RWD,True,mape,11|Illes Balears|Mujeres,anual
Naive,0.9072425078192922,0.25,0.3022691956959331,0.009055783627143203,AutoETS,True,mape,11|La Rioja|Ambos géneros,anual
AutoTheta,1.1211998006588564,0.28565954619905415,0.33044175361553585,0.011290891154112814,AutoTheta,False,mape,11|La Rioja|Hombres,anual
AutoARIMA,1.6346260032910507,0.4852590781280656,0.7358964233444786,0.016080605704011895,AutoARIMA,False,mape,11|La Rioja|Mujeres,anual
HistoricAverage,1.5206924601433573,0.5701251526251525,0.7240290441394922,0.015383841139372705,AutoARIMA,True,mape,11|País Vasco|Ambos géneros,anual
WindowAverage,2.414432204153684,0.8388888888888886,0.9047385544188162,0.024261705067643555,WindowAverage,False,mape,11|País Vasco|Hombres,anual
Prophet,1.6879141600877883,0.6929960985093828,1.006068835709581,0.017151953597295176,Prophet,False,mape,11|País Vasco|Mujeres,anual
HistoricAverage,2.7703800106335414,0.8254853479853494,1.2489347005248859,0.028819458209659587,HistoricAverage,False,mape,11|Principado de Asturias|Ambos géneros,anual
Naive,2.6765043897183314,0.7133333333333335,1.0284292229738847,0.027673606620975046,AutoETS,True,mape,11|Principado de Asturias|Hombres,anual
WindowAverage,4.152336081371254,1.348888888888889,1.4347099332591915,0.04188228800110398,WindowAverage,False,mape,11|Principado de Asturias|Mujeres,anual
RWD,2.305866350499762,0.669900932400933,0.7824857478108359,0.023204050308310804,AutoTheta,True,mape,11|Región de Murcia|Ambos géneros,anual
RWD,2.1417743427637017,0.5645435120435115,0.6639066436745221,0.021500958945417478,RWD,False,mape,11|Región de Murcia|Hombres,anual
Naive,2.286215003796638,0.7533333333333362,0.8773444781460333,0.023084780388151264,AutoTheta,True,mape,11|Región de Murcia|Mujeres,anual
