horas;grado I;grado II;grado III;total;servicio;fecha
De 16 a 20;4,35946747661694e-01;1,14185931746574e-02;2,53107899334383e-02;0,189208161737177083;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2024-02-29
De 21 a 30;8,25468015952993e-02;1,62798466385757e-01;1,57322514041496e-01;0,128612294084612500;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2024-02-29
De 31 a 45;9,21838852065799e-03;6,53387996811297e-01;2,23220086920111e-02;0,260044225009359808;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2024-02-29
De 46 a 55;6,03204791575003e-04;6,67274038644042e-02;9,57276310659986e-02;0,045348184200673901;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2024-02-29
De 56 a 65;4,11598563662943e-04;2,88957218236344e-02;8,46532580603243e-02;0,028450837701235493;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2024-02-29
De 66 a 70;2,34185389670295e-04;5,61819079072239e-04;4,84890050390563e-01;0,098541042680643967;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2024-02-29
71 o más;3,83212455824120e-04;1,20715180503360e-03;1,08534630878297e-01;0,022609743541744665;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2024-02-29
Menos de 5;4,68139009748307e-04;0,00000000000000e+00;0,00000000000000e+00;0,000252495247148289;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2024-02-29
De 5 a 10;2,03502781296470e-02;3,14119679597927e-04;0,00000000000000e+00;0,011065232889733840;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2024-02-29
De 11 a 15;8,35490444456683e-02;6,80592639128841e-04;3,35767648787039e-04;0,045315470532319393;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2024-02-29
De 16 a 20;6,75194140001101e-01;1,02612428668656e-02;8,39419121967598e-04;0,367232057984790861;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2024-02-29
De 21 a 30;1,95351655009087e-01;7,24045861473221e-02;6,29564341475699e-03;0,127019961977186319;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2024-02-29
De 31 a 45;1,15107121220466e-02;7,11166954609706e-01;1,36825316880719e-02;0,210387951520912553;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2024-02-29
De 46 a 55;1,65225532852343e-04;1,53918643002984e-01;3,30731134055234e-02;0,049607889733840303;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2024-02-29
De 56 a 65;4,21325108773476e-03;1,80095282969478e-02;1,67380172920339e-01;0,036997980038022814;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2024-02-29
De 66 a 70;1,10150355234896e-04;2,61766399664939e-04;5,72903550742886e-01;0,101503089353612158;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2024-02-29
71 o más;9,08740430687889e-03;3,29825663577823e-02;2,05489801057668e-01;0,050617870722433463;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2024-02-29
Menos de 5;2,48241154998392e-03;1,65083237753012e-03;1,00997659810321e-03;0,001883841962518631;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2024-02-29
De 5 a 10;3,11802174366844e-01;1,49569391313572e-02;5,64108880403991e-03;0,141666870281232427;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2024-02-29
De 11 a 15;8,12764108842463e-02;4,90144729601612e-02;1,15161965759330e-02;0,055547682459012385;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2024-02-29
De 16 a 20;4,84916528911632e-01;1,12707431397638e-02;2,17144968592191e-02;0,218469470032008201;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2024-02-29
De 21 a 30;1,05649178829543e-01;1,51332931122500e-01;1,35127478753541e-01;0,128333374056246480;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2024-02-29
De 31 a 45;9,68704688936907e-03;6,60631294212805e-01;2,10493903190048e-02;0,251841082903706603;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2024-02-29
De 46 a 55;5,13407843292129e-04;7,77614978154648e-02;8,65131173789876e-02;0,046042954528795171;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2024-02-29
De 56 a 65;1,19042917510593e-03;2,75138729588353e-02;9,67730016011824e-02;0,029853153175165539;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2024-02-29
De 66 a 70;2,08748243975921e-04;5,23758063553732e-04;4,97696760684813e-01;0,099015319959928641;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2024-02-29
71 o más;2,27366330600800e-03;5,34365821802921e-03;1,22958492425176e-01;0,027346250641385881;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2024-02-29
Menos de 5;2,74487447477883e-03;1,82591446004028e-03;1,23488699348095e-03;0,002085212392947980;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2024-09-30
De 5 a 10;3,56981482654505e-01;1,78608998827808e-02;6,54777289566641e-03;0,155314971476962604;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2024-09-30
De 11 a 15;7,05432740018158e-02;5,32671094947552e-02;1,42155595761179e-02;0,052498629676139545;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2024-09-30
De 16 a 20;4,43325380235496e-01;1,84995942412311e-02;2,82013727348439e-02;0,195514038206659330;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2024-09-30
De 21 a 30;1,01919300690441e-01;1,49687415466923e-01;1,60520950001436e-01;0,132192025150155601;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2024-09-30
De 31 a 45;2,26698479058015e-02;6,08585554987827e-01;2,66793027196232e-02;0,249622254639525032;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2024-09-30
De 46 a 55;6,75661409176327e-04;8,75161552102432e-02;8,08994572240889e-02;0,050396016345281014;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2024-09-30
De 56 a 65;4,92669777524405e-04;6,10441525652971e-02;8,55948996295339e-02;0,041051712687313849;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2024-09-30
De 66 a 70;2,53373028441122e-04;4,80899281656698e-04;4,10844030900893e-01;0,083269288214634765;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2024-09-30
71 o más;3,94135822019524e-04;1,23230440924529e-03;1,85261767324316e-01;0,038055851210380243;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2024-09-30
Menos de 5;4,85961123110151e-04;0,00000000000000e+00;0,00000000000000e+00;0,000261453098219214;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2024-09-30
De 5 a 10;1,76835853131749e-02;3,54717746022094e-04;0,00000000000000e+00;0,009615663945617756;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2024-09-30
De 11 a 15;6,90604751619870e-02;8,10783419479072e-04;1,65672630881378e-04;0,037416843389594168;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2024-09-30
De 16 a 20;6,45329373650108e-01;4,05898449376710e-02;2,93240556660040e-02;0,363971763065392306;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2024-09-30
De 21 a 30;2,15928725701944e-01;5,73629269281443e-02;6,21272365805169e-03;0,133704209394881340;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2024-09-30
De 31 a 45;3,76349892008639e-02;6,58254788689571e-01;1,68986083499006e-02;0,211893210934549603;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2024-09-30
De 46 a 55;1,61987041036717e-04;1,55315698793960e-01;2,61762756792578e-02;0,049196757981582080;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2024-09-30
De 56 a 65;4,37365010799136e-03;5,52346204520118e-02;1,79506295559973e-01;0,049661563489527341;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2024-09-30
De 66 a 70;1,34989200863931e-04;3,54717746022094e-04;4,99005964214712e-01;0,087673938936176393;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2024-09-30
71 o más;9,20626349892009e-03;3,17219012871187e-02;2,42710404241219e-01;0,056604595764459809;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2024-09-30
Menos de 5;2,27754828625656e-03;1,58993954303960e-03;1,05225807241004e-03;0,001781462636419671;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2024-09-30
De 5 a 10;2,86792452830189e-01;1,55984192206025e-02;5,57941489556950e-03;0,131049902708451682;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2024-09-30
De 11 a 15;7,02299877191024e-02;4,64877384909315e-02;1,21376745096600e-02;0,049982475435394781;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2024-09-30
De 16 a 20;4,85050798258345e-01;2,13496820120914e-02;2,83620257191450e-02;0,223524008653509132;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2024-09-30
De 21 a 30;1,25482862565591e-01;1,37748959669188e-01;1,37698980777937e-01;0,132427696063620204;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2024-09-30
De 31 a 45;2,57619738751814e-02;6,14927111413541e-01;2,52297226198779e-02;0,243313472160114092;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2024-09-30
De 46 a 55;5,69387071564140e-04;9,62600434452616e-02;7,28015759399968e-02;0,050190353029332495;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2024-09-30
De 56 a 65;1,29507647649883e-03;6,02868434138554e-02;9,94506234017301e-02;0,042479544603038398;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2024-09-30
De 66 a 70;2,28871273864017e-04;4,64550236855191e-04;4,23790820883652e-01;0,083992216676133963;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2024-09-30
71 o más;2,31104164340739e-03;5,28671255463373e-03;1,93896903180022e-01;0,041258868033985568;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2024-09-30
Menos de 5;2,84491034328118e-03;1,82554111582460e-03;1,33262642039348e-03;0,002146424888128797;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2024-10-31
De 5 a 10;3,48809832458605e-01;1,80234776558256e-02;6,43386304039434e-03;0,152061058999240217;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2024-10-31
De 11 a 15;6,66381708487783e-02;5,24992705317263e-02;1,49311476349463e-02;0,050754426459670030;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2024-10-31
De 16 a 20;4,41836999250233e-01;2,10909852684817e-02;2,97906486881511e-02;0,196306878092888493;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2024-10-31
De 21 a 30;1,10019549999650e-01;1,46552046626116e-01;1,61491395245533e-01;0,134502552310078960;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2024-10-31
De 31 a 45;2,78534941244894e-02;5,97864715432556e-01;3,04497972401737e-02;0,248471069485811352;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2024-10-31
De 46 a 55;7,56774179986126e-04;9,19728562984909e-02;7,68051356269792e-02;0,051309088072753112;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2024-10-31
De 56 a 65;4,97508951657546e-04;6,84577918434224e-02;8,55603479158009e-02;0,043887600135198768;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2024-10-31
De 66 a 70;2,59265228328580e-04;4,56385278956150e-04;3,90072649633886e-01;0,078923725361613378;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2024-10-31
71 o más;4,83494614991136e-04;1,25692994860054e-03;2,03132388553742e-01;0,041637176194616897;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2024-10-31
Menos de 5;4,63253126958607e-04;0,00000000000000e+00;0,00000000000000e+00;0,000248719824433065;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2024-10-31
De 5 a 10;1,74401177207946e-02;3,56415478615071e-04;0,00000000000000e+00;0,009465983906364302;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2024-10-31
De 11 a 15;6,56184429244897e-02;7,12830957230143e-04;1,66486306501290e-04;0,035464520848573516;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2024-10-31
De 16 a 20;6,44712101806687e-01;3,76272912423625e-02;2,55556480479481e-02;0,361448427212874901;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2024-10-31
De 21 a 30;2,12006431043410e-01;5,45315682281059e-02;6,32647964704903e-03;0,130607168983174843;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2024-10-31
De 31 a 45;4,61073112243508e-02;6,53665987780041e-01;1,78972779488887e-02;0,215727871250914388;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2024-10-31
De 46 a 55;1,63501103632450e-04;1,51425661914460e-01;2,51394322816948e-02;0,048017556693489394;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2024-10-31
De 56 a 65;4,38727961413740e-03;6,96028513238289e-02;1,83884125530675e-01;0,054674469641550850;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2024-10-31
De 66 a 70;1,09000735754966e-04;3,05498981670061e-04;4,81644884708233e-01;0,084798829553767371;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2024-10-31
71 o más;8,99256069978472e-03;3,17718940936864e-02;2,59385665529010e-01;0,059546452084857350;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2024-10-31
Menos de 5;2,35751786251714e-03;1,59148425474184e-03;1,13671087208947e-03;0,001833282274813838;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2024-10-31
De 5 a 10;2,81001638558514e-01;1,57583031125258e-02;5,48799119965776e-03;0,128532385172605929;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2024-10-31
De 11 a 15;6,64229264432134e-02;4,58595319470897e-02;1,27604962415205e-02;0,048227384895201383;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2024-10-31
De 16 a 20;4,83285588487733e-01;2,32069712228339e-02;2,91633563527471e-02;0,223510880289079672;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2024-10-31
De 21 a 30;1,30867321346962e-01;1,34747841060294e-01;1,38678726394915e-01;0,133844079342527067;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2024-10-31
De 31 a 45;3,15840513637934e-02;6,04946646142607e-01;2,86011122654770e-02;0,243042573156405511;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2024-10-31
De 46 a 55;6,35359423940789e-04;9,95786480210806e-02;6,92049135244148e-02;0,050760209090667870;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2024-10-31
De 56 a 65;1,29301216100231e-03;6,85968848652456e-02;9,99816659536760e-02;0,045660789710462009;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2024-10-31
De 66 a 70;2,28506459487477e-04;4,37005922408620e-04;4,03446800708916e-01;0,079882862911493477;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2024-10-31
71 o más;2,32407789283604e-03;5,27668345117274e-03;2,11538226486586e-01;0,044705553156743225;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2024-10-31
Menos de 5;2,75856418100005e-03;1,81711649570938e-03;1,34050168988777e-03;0,002114369459740186;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2024-11-30
De 5 a 10;3,38238206113907e-01;1,79115768862782e-02;6,48859860530782e-03;0,149132767035187325;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2024-11-30
De 11 a 15;6,35971950045407e-02;5,17396109145659e-02;1,46742153073884e-02;0,049285013019165921;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2024-11-30
De 16 a 20;4,49495742661468e-01;2,12343041927182e-02;3,01185060536486e-02;0,201491156927192272;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2024-11-30
De 21 a 30;1,12711928058831e-01;1,44056545698626e-01;1,60888724099083e-01;0,134352100852292933;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2024-11-30
De 31 a 45;3,11635814903075e-02;5,89665428060729e-01;3,11595339617529e-02;0,245451829086097251;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2024-11-30
De 46 a 55;7,23781691054468e-04;9,72713585356266e-02;7,52677438215707e-02;0,052642961824675233;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2024-11-30
De 56 a 65;5,46250332871297e-04;7,45536939382477e-02;8,59632360281220e-02;0,045986824319517366;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2024-11-30
De 66 a 70;2,52640778952975e-04;4,22757715328305e-04;3,73786061634556e-01;0,074856646888917341;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2024-11-30
71 o más;5,12109687066841e-04;1,32760756217134e-03;2,20312878798682e-01;0,044686330587214183;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2024-11-30
Menos de 5;5,14472936015813e-04;0,00000000000000e+00;0,00000000000000e+00;0,000276488307454998;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2024-11-30
De 5 a 10;1,69776068885218e-02;3,54520131678906e-04;0,00000000000000e+00;0,009225978259287825;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2024-11-30
De 11 a 15;6,35509463594270e-02;8,10331729551785e-04;1,66071576849622e-04;0,034415518270056317;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2024-11-30
De 16 a 20;6,44878286534348e-01;3,82375284882249e-02;2,49937723158681e-02;0,361937746474774058;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2024-11-30
De 21 a 30;2,08009531288078e-01;5,28741453532540e-02;6,47679149713527e-03;0,128115950464936929;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2024-11-30
De 31 a 45;5,24491619506647e-02;6,50088630032920e-01;1,73544797807855e-02;0,218018306436356751;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2024-11-30
De 46 a 55;1,35387614741003e-04;1,49303621169916e-01;2,44125217968945e-02;0,047250396542440953;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2024-11-30
De 56 a 65;4,57610137824592e-03;7,66776399088377e-02;1,87494810263223e-01;0,057349495772639300;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2024-11-30
De 66 a 70;1,08310091792803e-04;3,03874398581919e-04;4,72058457195051e-01;0,082873732155590157;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2024-11-30
71 o más;8,80019495816523e-03;3,13497087870347e-02;2,67043095574192e-01;0,060536387316462693;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2024-11-30
Menos de 5;2,30640887231328e-03;1,58483731159842e-03;1,14383061572159e-03;0,001813543025237284;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2024-11-30
De 5 a 10;2,73513920240783e-01;1,56672488518015e-02;5,53662691652470e-03;0,126234018449587315;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2024-11-30
De 11 a 15;6,35816403310760e-02;4,52293162559027e-02;1,25456315405208e-02;0,046847481507573091;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2024-11-30
De 16 a 20;4,88795105833088e-01;2,34038424218902e-02;2,93623752737892e-02;0,227709128642555908;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2024-11-30
De 21 a 30;1,31890600974908e-01;1,32395368393816e-01;1,38233146751034e-01;0,133316832154451032;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2024-11-30
De 31 a 45;3,54467235908005e-02;5,97321948379585e-01;2,91311754684838e-02;0,240937044829260399;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2024-11-30
De 46 a 55;6,05227860110577e-04;1,03907109127369e-01;6,78023850085179e-02;0,051754995573241432;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2024-11-30
De 56 a 65;1,35767330781562e-03;7,48172585548871e-02;1,00827451934777e-01;0,047839932218234439;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2024-11-30
De 66 a 70;2,23552633013817e-04;4,07529594411023e-04;3,88123631053784e-01;0,076159287149072288;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2024-11-30
71 o más;2,27914635609208e-03;5,26554110873925e-03;2,27293745436846e-01;0,047387736450786817;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2024-11-30
Menos de 5;2,94853108326759e-03;1,92057719551914e-03;1,43874744340221e-03;0,002255182583051435;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2024-12-31
De 5 a 10;3,29713972426888e-01;1,78767033255926e-02;6,81289230552225e-03;0,146181158872856376;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2024-12-31
De 11 a 15;6,00804995787813e-02;5,05338182243059e-02;1,48247408138797e-02;0,047445572035735968;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2024-12-31
De 16 a 20;4,58259230038913e-01;2,22728534081117e-02;3,10459129698850e-02;0,206466722066933589;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2024-12-31
De 21 a 30;1,11796798737681e-01;1,40056083775139e-01;1,58812328090839e-01;0,131950565054742730;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2024-12-31
De 31 a 45;3,51751066418838e-02;5,81438315149922e-01;3,39375132237816e-02;0,244231237356567876;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2024-12-31
De 46 a 55;7,22089244881858e-04;1,02842162146373e-01;7,30799069045772e-02;0,054202725805052615;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2024-12-31
De 56 a 65;5,54938956714761e-04;8,11608173041815e-02;8,71429578954792e-02;0,048615133226449989;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2024-12-31
De 66 a 70;2,27324391907252e-04;4,23549343498518e-04;3,60363918470978e-01;0,071740547679204472;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2024-12-31
71 o más;5,21508899081342e-04;1,47512012735691e-03;2,32541081881656e-01;0,046911155319404922;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2024-12-31
Menos de 5;5,18007579268791e-04;0,00000000000000e+00;0,00000000000000e+00;0,000281368933907918;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2024-12-31
De 5 a 10;1,70124594454593e-02;3,68887015177066e-04;0,00000000000000e+00;0,009344410383994551;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2024-12-31
De 11 a 15;6,20791188418441e-02;1,00126475548061e-03;1,68463611859838e-04;0,034030832111599803;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2024-12-31
De 16 a 20;6,43229095667821e-01;3,98397976391231e-02;2,49326145552561e-02;0,364965125061086693;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2024-12-31
De 21 a 30;2,05894380980943e-01;5,31724283305228e-02;6,73854447439353e-03;0,127963629363069598;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2024-12-31
