ccaa;ccaa_cod;periodo;genero;origen;tasa_paro;tasa_actividad;tasa_empleo;paro_juvenil;paro_larga_duracion;temporalidad;parcialidad;pct_alquiler_salario;pct_alquiler_salario_origen
Melilla;19;2012;mujer;real;33.46;45.968;30.612;57.605;61.725;35.475;26.175;;
Melilla;19;2013;hombre;real;32.95;68.695;45.95;48.458;58.275;25.275;12.075;;
Melilla;19;2013;mujer;real;31.68;49.492;33.808;61.46;63.85;27.75;24.425;;
Melilla;19;2014;hombre;real;23.018;64.685;49.788;35.955;67.325;23.475;13.05;;
Melilla;19;2014;mujer;real;35.312;46.415;29.992;86.428;79.825;15.225;21.725;;
Melilla;19;2015;hombre;real;29.632;67.36;47.392;62.293;63.375;24.375;6.2;;
Melilla;19;2015;mujer;real;40.022;47.175;28.26;90.262;67.825;23.5;15.575;;
Melilla;19;2016;hombre;real;26.12;71.168;52.582;62.4;69.4;24.975;8.275;;
Melilla;19;2016;mujer;real;37.648;46.308;28.873;78.7;71.7;33.25;18.425;;
Melilla;19;2017;hombre;real;20.678;70.125;55.62;62.8;69.075;26.7;9.7;;
Melilla;19;2017;mujer;real;37.558;49.242;30.79;60.852;71.725;28.65;17.675;;
Melilla;19;2018;hombre;real;21.578;70.62;55.4;62.225;59.75;22.375;7.15;;
Melilla;19;2018;mujer;real;31.568;54.495;37.288;74.592;72.675;27.4;23.775;;
Melilla;19;2019;hombre;real;22.325;67.108;52.105;69.875;67.6;27.6;8.5;;
Melilla;19;2019;mujer;real;32.718;53.762;36.195;60.162;72.25;36.725;16.175;;
Melilla;19;2020;hombre;real;20.71;69.08;54.785;83.042;52.675;29.6;4.125;;
Melilla;19;2020;mujer;real;27.188;55.49;40.38;61.312;68.225;34.8;20.9;;
Melilla;19;2021;hombre;real;21.015;68.045;53.742;44.565;64.675;33.4;5.275;;
Melilla;19;2021;mujer;real;30.95;53.478;36.815;60.512;70.925;38.65;16.425;;
Melilla;19;2022;hombre;real;20.592;66.43;52.725;60.532;65.0;34.675;8.225;;
Melilla;19;2022;mujer;real;32.347;51.188;34.605;61.915;61.825;30.325;15.6;;
Melilla;19;2023;hombre;real;26.638;61.595;45.172;50.68;61.075;21.3;7.7;;
Melilla;19;2023;mujer;real;26.625;49.775;36.518;40.77;67.875;26.225;18.675;;
Melilla;19;2024;hombre;real;27.31;63.59;46.23;59.052;57.25;28.075;9.35;;
Melilla;19;2024;mujer;real;29.47;54.065;38.09;70.372;67.025;25.35;16.45;;
Melilla;19;2025;hombre;real;20.17;61.142;48.76;39.95;66.475;27.65;10.75;;
Melilla;19;2025;mujer;real;30.26;48.962;34.142;89.255;65.125;26.45;10.75;;
Melilla;19;2026;hombre;proyeccion;22.927;54.89;45.625;61.41;69.727;24.882;6.2;;
Melilla;19;2026;mujer;proyeccion;19.8;49.008;34.801;90.98;62.1;34.159;9.177;;
País Vasco;16;2010;hombre;real;10.29;65.68;58.922;33.09;39.325;19.65;4.725;33.51;real
País Vasco;16;2010;mujer;real;11.178;51.118;45.408;27.868;39.475;25.55;25.65;43.84;real
País Vasco;16;2011;hombre;real;11.758;65.43;57.74;32.732;50.05;20.525;5.75;36.0;real
País Vasco;16;2011;mujer;real;13.032;53.055;46.138;35.44;48.85;26.175;26.5;47.3;real
País Vasco;16;2012;hombre;real;15.555;64.49;54.462;41.698;52.275;17.375;5.575;34.65;real
País Vasco;16;2012;mujer;real;15.652;52.25;44.067;43.762;50.875;26.05;27.975;46.72;real
País Vasco;16;2013;hombre;real;16.665;63.562;52.97;48.282;57.75;17.75;6.225;31.58;real
País Vasco;16;2013;mujer;real;16.475;51.75;43.225;44.382;56.825;24.025;28.525;42.19;real
País Vasco;16;2014;hombre;real;16.522;62.855;52.468;46.67;65.825;17.8;5.775;30.09;real
País Vasco;16;2014;mujer;real;16.108;51.592;43.28;43.338;62.4;25.4;30.575;39.56;real
País Vasco;16;2015;hombre;real;14.86;62.42;53.14;43.962;63.425;21.025;7.075;30.17;real
País Vasco;16;2015;mujer;real;14.665;51.457;43.91;36.6;60.25;25.875;31.025;39.85;real
País Vasco;16;2016;hombre;real;12.1;62.585;55.012;34.752;60.85;21.425;8.2;30.84;real
País Vasco;16;2016;mujer;real;13.142;51.742;44.938;34.325;58.775;26.8;28.725;40.81;real
País Vasco;16;2017;hombre;real;10.515;61.75;55.255;26.95;59.95;21.6;8.1;31.88;real
País Vasco;16;2017;mujer;real;12.19;50.978;44.765;27.398;54.375;27.375;27.65;41.71;real
País Vasco;16;2018;hombre;real;10.088;61.325;55.135;25.098;55.725;23.375;7.3;33.3;real
País Vasco;16;2018;mujer;real;9.842;51.612;46.532;26.638;53.325;28.375;26.175;43.0;real
País Vasco;16;2019;hombre;real;8.885;60.548;55.165;27.175;51.925;22.1;7.0;33.58;real
País Vasco;16;2019;mujer;real;9.428;52.15;47.23;27.462;46.05;26.55;27.2;41.7;real
País Vasco;16;2020;hombre;real;8.675;58.985;53.86;30.268;39.9;19.275;6.525;34.75;real
País Vasco;16;2020;mujer;real;10.448;51.422;46.048;36.172;38.375;24.9;26.45;42.33;real
País Vasco;16;2021;hombre;real;10.145;60.468;54.335;36.448;47.275;20.4;6.675;34.43;real
País Vasco;16;2021;mujer;real;10.458;52.345;46.88;31.652;45.25;27.875;24.775;41.33;real
País Vasco;16;2022;hombre;real;8.758;61.628;56.23;25.558;42.4;18.125;7.975;33.51;real
País Vasco;16;2022;mujer;real;9.02;51.645;46.988;25.428;49.575;26.3;24.575;40.12;real
País Vasco;16;2023;hombre;real;6.942;61.707;57.425;24.495;42.625;17.45;7.55;34.71;real
País Vasco;16;2023;mujer;real;8.6;52.338;47.84;22.345;48.35;24.1;25.625;39.81;real
País Vasco;16;2024;hombre;real;8.73;60.28;55.015;28.225;37.45;15.275;7.275;35.51;real
País Vasco;16;2024;mujer;real;7.428;52.132;48.258;17.1;39.875;25.475;25.775;41.28;real
País Vasco;16;2025;hombre;real;7.185;59.058;54.812;19.438;37.375;15.85;9.1;34.577;proyeccion
País Vasco;16;2025;mujer;real;7.485;52.72;48.772;18.09;35.875;21.875;26.425;39.674;proyeccion
País Vasco;16;2026;hombre;proyeccion;6.88;59.93;55.948;25.244;19.9;14.297;7.944;34.577;proyeccion
País Vasco;16;2026;mujer;proyeccion;9.36;52.365;47.37;18.193;34.225;22.0;23.534;39.371;proyeccion
Principado de Asturias;03;2010;hombre;real;15.157;58.81;49.9;40.46;45.325;21.975;3.775;28.99;real
Principado de Asturias;03;2010;mujer;real;16.81;45.485;37.838;33.23;39.725;25.2;20.725;38.84;real
Principado de Asturias;03;2011;hombre;real;18.312;58.195;47.538;51.822;46.9;21.375;4.0;27.16;real
Principado de Asturias;03;2011;mujer;real;17.29;46.105;38.132;44.76;43.825;26.75;20.65;36.77;real
Principado de Asturias;03;2012;hombre;real;21.892;58.812;45.938;47.942;52.05;21.0;4.5;25.64;real
Principado de Asturias;03;2012;mujer;real;21.74;46.38;36.29;50.335;45.125;25.0;23.3;35.63;real
Principado de Asturias;03;2013;hombre;real;23.92;58.358;44.398;53.098;62.7;20.7;5.0;23.57;real
Principado de Asturias;03;2013;mujer;real;24.36;47.062;35.595;57.108;59.125;25.475;23.675;32.56;real
Principado de Asturias;03;2014;hombre;real;20.142;56.902;45.442;44.42;65.075;23.525;5.4;22.82;real
Principado de Asturias;03;2014;mujer;real;22.205;47.258;36.762;45.805;61.2;27.5;21.35;31.41;real
Principado de Asturias;03;2015;hombre;real;19.592;55.55;44.668;42.635;63.3;24.2;5.975;21.76;real
Principado de Asturias;03;2015;mujer;real;18.598;46.828;38.12;41.415;56.95;26.325;22.25;30.49;real
Principado de Asturias;03;2016;hombre;real;18.81;56.433;45.808;55.575;62.45;24.325;6.55;22.04;real
Principado de Asturias;03;2016;mujer;real;16.31;47.392;39.658;39.988;59.95;27.45;22.95;31.2;real
Principado de Asturias;03;2017;hombre;real;13.51;55.588;48.078;38.52;54.45;23.15;6.15;22.3;real
Principado de Asturias;03;2017;mujer;real;13.93;46.592;40.1;34.912;59.65;27.5;23.475;31.97;real
Principado de Asturias;03;2018;hombre;real;12.362;55.04;48.23;34.232;50.425;24.2;6.325;23.25;real
Principado de Asturias;03;2018;mujer;real;14.92;46.922;39.922;40.158;51.175;25.6;24.275;32.87;real
Principado de Asturias;03;2019;hombre;real;13.3;54.898;47.592;27.748;52.8;23.975;6.075;23.86;real
Principado de Asturias;03;2019;mujer;real;15.13;46.91;39.81;30.15;56.5;27.1;22.25;31.91;real
Principado de Asturias;03;2020;hombre;real;13.87;54.22;46.707;40.04;38.775;19.875;5.075;25.01;real
Principado de Asturias;03;2020;mujer;real;14.385;46.232;39.578;31.107;43.375;27.8;21.35;32.8;real
Principado de Asturias;03;2021;hombre;real;11.317;55.312;49.055;24.372;56.725;21.4;5.625;25.32;real
Principado de Asturias;03;2021;mujer;real;13.428;46.027;39.838;35.565;51.475;28.975;23.05;32.97;real
Principado de Asturias;03;2022;hombre;real;11.758;54.4;48.015;39.207;47.775;17.875;5.1;25.09;real
Principado de Asturias;03;2022;mujer;real;13.345;44.97;38.965;33.933;47.775;27.2;21.425;31.19;real
Principado de Asturias;03;2023;hombre;real;11.382;53.502;47.412;34.495;51.075;14.175;7.0;25.24;real
Principado de Asturias;03;2023;mujer;real;12.88;47.025;40.962;21.77;49.325;24.4;20.575;31.58;real
Principado de Asturias;03;2024;hombre;real;9.232;55.55;50.435;28.432;42.55;13.4;5.3;27.0;real
Principado de Asturias;03;2024;mujer;real;11.065;47.685;42.408;39.478;48.325;21.525;20.7;33.85;real
Principado de Asturias;03;2025;hombre;real;7.83;57.17;52.69;24.145;38.4;12.4;4.975;27.0;proyeccion
Principado de Asturias;03;2025;mujer;real;9.882;48.642;43.835;32.365;38.7;18.225;21.9;32.207;proyeccion
Principado de Asturias;03;2026;hombre;proyeccion;7.394;56.18;52.339;23.588;29.948;12.917;5.175;27.0;proyeccion
Principado de Asturias;03;2026;mujer;proyeccion;9.791;48.187;43.237;19.16;43.7;19.622;21.826;32.207;proyeccion
Región de Murcia;14;2010;hombre;real;23.182;70.775;54.365;41.605;43.1;33.45;5.55;23.3;real
Región de Murcia;14;2010;mujer;real;22.432;52.99;41.102;36.66;43.825;32.725;23.15;30.68;real
Región de Murcia;14;2011;hombre;real;25.015;69.915;52.425;49.17;49.425;33.65;6.475;22.79;real
Región de Murcia;14;2011;mujer;real;24.947;52.995;39.768;46.828;50.575;32.225;24.725;29.62;real
Región de Murcia;14;2012;hombre;real;27.795;69.292;50.035;51.36;48.475;31.275;7.675;22.68;real
Región de Murcia;14;2012;mujer;real;27.372;54.242;39.392;49.543;52.55;32.675;26.65;30.52;real
Región de Murcia;14;2013;hombre;real;28.553;69.477;49.64;53.57;54.35;32.475;8.85;21.18;real
Región de Murcia;14;2013;mujer;real;29.525;53.348;37.595;53.38;57.75;29.85;27.55;29.27;real
Región de Murcia;14;2014;hombre;real;24.598;68.54;51.683;48.53;59.575;34.15;9.0;20.41;real
Región de Murcia;14;2014;mujer;real;29.115;53.682;38.055;56.998;62.25;31.5;28.575;27.32;real
Región de Murcia;14;2015;hombre;real;21.688;67.575;52.922;47.172;56.775;33.8;9.4;19.79;real
Región de Murcia;14;2015;mujer;real;28.422;51.39;36.778;55.475;59.125;33.95;26.525;26.82;real
Región de Murcia;14;2016;hombre;real;17.305;67.31;55.66;42.31;53.65;33.7;7.45;20.36;real
Región de Murcia;14;2016;mujer;real;23.008;51.055;39.312;50.342;57.45;34.525;25.825;27.04;real
Región de Murcia;14;2017;hombre;real;15.218;66.732;56.572;40.988;45.875;32.925;6.625;21.23;real
Región de Murcia;14;2017;mujer;real;21.572;52.392;41.092;37.408;49.875;37.5;23.775;28.24;real
Región de Murcia;14;2018;hombre;real;13.402;66.508;57.592;39.502;37.8;33.4;7.475;23.36;real
Región de Murcia;14;2018;mujer;real;20.982;52.218;41.262;36.365;46.575;32.625;25.175;29.73;real
Región de Murcia;14;2019;hombre;real;11.878;66.408;58.52;28.19;38.9;33.325;7.05;24.07;real
Región de Murcia;14;2019;mujer;real;18.218;51.935;42.472;40.468;43.825;32.275;25.15;30.09;real
Región de Murcia;14;2020;hombre;real;13.59;66.39;57.36;33.522;32.25;28.5;6.75;24.35;real
Región de Murcia;14;2020;mujer;real;19.462;51.38;41.375;43.295;38.45;30.45;24.025;30.71;real
Región de Murcia;14;2021;hombre;real;12.352;67.977;59.578;28.812;41.425;26.75;5.55;24.86;real
Región de Murcia;14;2021;mujer;real;17.75;52.51;43.198;36.07;49.025;33.75;24.725;31.62;real
Región de Murcia;14;2022;hombre;real;11.817;66.112;58.295;30.108;41.475;21.5;5.575;25.83;real
Región de Murcia;14;2022;mujer;real;15.768;53.038;44.675;26.885;41.0;26.625;22.65;32.34;real
Región de Murcia;14;2023;hombre;real;10.945;66.14;58.9;25.022;30.675;15.975;6.4;25.97;real
Región de Murcia;14;2023;mujer;real;15.032;53.1;45.112;33.72;35.875;22.4;22.65;32.12;real
Región de Murcia;14;2024;hombre;real;11.402;65.678;58.19;23.975;33.5;15.5;5.875;26.97;real
Región de Murcia;14;2024;mujer;real;14.312;53.88;46.165;31.558;39.95;22.15;22.4;33.44;real
Región de Murcia;14;2025;hombre;real;10.892;66.95;59.665;25.332;40.675;15.425;5.75;27.232;proyeccion
Región de Murcia;14;2025;mujer;real;13.615;53.018;45.795;25.32;37.05;22.2;21.725;33.44;proyeccion
Región de Murcia;14;2026;hombre;proyeccion;8.044;66.37;61.781;23.923;32.525;12.308;5.681;27.494;proyeccion
Región de Murcia;14;2026;mujer;proyeccion;13.96;53.823;46.937;26.91;34.542;23.441;21.3;33.44;proyeccion
